"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"alpha.est",0.332480977724573,5.79001428782738,-11.0291970138218,-3.56076906429043,0.320391488570051,4.22987965124456,11.6922235655867,1.00104500733889,26000
"b_ant",-0.0581192633878667,0.11438514631209,-0.28250042068334,-0.135399603237486,-0.0578967973300119,0.0193707708513504,0.166505089416011,1.00100973973877,67000
"b_dep.est[1]",0.0812229575653006,0.116111833869906,-0.146694304683251,0.00321860430956245,0.0811517926494013,0.159816257016014,0.309872413790282,1.00111265861602,12000
"b_dep.est[2]",-0.173908447767293,0.102801688993879,-0.375574024152343,-0.243387724095431,-0.173782783736503,-0.104236137969624,0.026198435952315,1.00114471618178,9500
"b_dep.est[3]",0.0926854902019925,0.121628802593278,-0.143586882751802,0.0102048834055407,0.0924217901663491,0.173950434332537,0.333183257093675,1.00098738717691,90000
"b_div.est[1]",-0.13571990677247,0.0792326413478652,-0.291020776630883,-0.188731802552012,-0.135832813285506,-0.0826168658506302,0.0200096697912485,1.00098745122217,90000
"b_div.est[2]",0.13571990677247,0.0792326413478652,-0.0200096697912486,0.0826168658506302,0.135832813285506,0.188731802552012,0.291020776630883,1.00098745122217,90000
"b_edad.est[1]",-0.766926420674235,0.866197219630823,-3.03571065919325,-1.2213583891066,-0.593593135819629,-0.113946356757124,0.391649451770628,1.01169881898881,340
"b_edad.est[2]",-1.09404664471608,0.858976672195241,-3.37350064123959,-1.55483026650613,-0.913409997842491,-0.438693336715231,0.0170553768132935,1.01227053736879,350
"b_edad.est[3]",1.86097306539032,1.71393045399859,-0.349264241125954,0.547562359091011,1.50701289507913,2.76616671863226,6.39907295577392,1.01222284477491,340
"b_edad_suel.est[1,1]",-1.87236315948081,1.7052290688827,-6.4074366607294,-2.76380159437405,-1.518062773291,-0.562357524433086,0.302352690282023,1.0128797384857,330
"b_edad_suel.est[2,1]",-2.27339714642773,1.70722129261333,-6.80290684715471,-3.1867459780867,-1.9159929790553,-0.960922794094477,-0.09774719298405,1.01256869426319,350
"b_edad_suel.est[3,1]",4.14576030590854,3.40018477754591,-0.130630477707659,1.51777589432917,3.4292591199632,5.94479410689435,13.2124160753868,1.01287468858148,340
"b_edad_suel.est[1,2]",0.945576483340481,0.860519825568525,-0.183613156449282,0.293386023346379,0.772668340318393,1.39551229532047,3.22576951222613,1.01198102699439,350
"b_edad_suel.est[2,2]",1.1105811906217,0.860808306868693,-0.0164047292011487,0.456820312389101,0.933716438016649,1.57341894967973,3.38401315768468,1.01194251444628,350
"b_edad_suel.est[3,2]",-2.05615767396218,1.71088762279986,-6.60437821849526,-2.95964455454193,-1.69849365081855,-0.747995972323906,0.137386752784312,1.01219359695629,350
"b_edad_suel.est[1,3]",0.926786676140333,0.86481231252108,-0.231439118539631,0.274623980640888,0.754128789503002,1.38296275650779,3.19946060895887,1.01286824094197,330
"b_edad_suel.est[2,3]",1.16281595580602,0.865322661937416,0.00892188658016888,0.505482967247632,0.988882351982651,1.62578422123646,3.42278420057994,1.01232124385226,360
"b_edad_suel.est[3,3]",-2.08960263194636,1.7152382275901,-6.61167490019515,-2.99493724845718,-1.73416896088124,-0.780059114495206,0.147067194006992,1.01295880889774,340
"b_edo_c.est[1]",0.0286011502171581,0.0842334467165196,-0.135315699817308,-0.0283395894962443,0.0281025987997228,0.0854204098210209,0.194155526091245,1.00099966509499,90000
"b_edo_c.est[2]",-0.0286011502171581,0.0842334467165196,-0.194155526091246,-0.0854204098210209,-0.0281025987997228,0.0283395894962442,0.135315699817308,1.00099966509499,90000
"b_esc.est[1]",0.237713053381404,0.247748201150688,-0.256723839298145,0.0710949058120361,0.242462920577096,0.406273428101558,0.715230641421367,1.00104552683423,26000
"b_esc.est[2]",0.244140735107769,0.245524741567128,-0.247841007878034,0.0798897268520655,0.247692261923828,0.411706288599763,0.71551512159959,1.00100727424049,75000
"b_esc.est[3]",-0.481853788489173,0.478128565880944,-1.39553731639786,-0.80781480806902,-0.490451815932875,-0.161721520472875,0.47758359272185,1.00102633767881,39000
"b_exp.est[1]",-0.0111606306949275,0.170490239985393,-0.340504502744349,-0.126618582281356,-0.0129220731363695,0.102433537141442,0.329542772698587,1.00109062814379,15000
"b_exp.est[2]",0.0171989820014492,0.116317709156408,-0.21239541400138,-0.0606001923496872,0.0171356353569158,0.0958697878845148,0.244368809991015,1.00100006245255,90000
"b_gen.est[1]",0.127239814167247,0.0605136039213296,0.00898247586253155,0.0864061201477115,0.127418455227487,0.167922536127592,0.245936663533711,1.00102730345786,38000
"b_gen.est[2]",-0.127239814167247,0.0605136039213296,-0.245936663533711,-0.167922536127592,-0.127418455227487,-0.0864061201477115,-0.0089824758625316,1.00102730345786,38000
"b_inc",-0.0475308449811955,0.0584160607801392,-0.17774920371442,-0.0828997494474074,-0.0414817922746364,-0.00649798264818777,0.0509034772269782,1.00100776901685,74000
"b_mes.est[1]",0.269276932489946,0.25645284705933,-0.227242641812028,0.0948826800744628,0.266895443018842,0.44145968360984,0.778010195298514,1.00098895925983,90000
"b_mes.est[2]",0.0955135151704576,0.113098266416673,-0.126239783191425,0.019295806026737,0.0956440989577323,0.171807625965312,0.315270761627846,1.00102464795566,40000
"b_mes.est[3]",0.238338347665341,0.154047723749605,-0.0613436809553664,0.133835081949098,0.237639672157456,0.342214007936628,0.543589621765208,1.00099324031648,90000
"b_mes.est[4]",-0.191029477534819,0.138220245282411,-0.460898840250394,-0.28444133842528,-0.191376828014468,-0.0977831620024926,0.0792942407978132,1.00100480213045,86000
"b_mes.est[5]",-0.194534902076097,0.133695540746834,-0.456328289170831,-0.2851522076433,-0.194381483546773,-0.104428020144827,0.0675430306406885,1.00099180289821,90000
"b_mes.est[6]",-0.217564415714828,0.15346664115845,-0.51972155018618,-0.321300704220986,-0.217206822749111,-0.114389816546277,0.0822552944432777,1.00099919544357,90000
"b_num_t",0.134892741436829,0.0879916375549602,-0.0356404038733499,0.0754829247836584,0.134424537132028,0.194038318439199,0.308331123348638,1.00099858284718,90000
"b_num_v",-1.71069286530668,0.113635223372925,-1.93758063718729,-1.78651879237429,-1.70884556508499,-1.63377559269751,-1.49213607706941,1.00108271288028,16000
"b_suel.est[1]",2.09885905026807,1.70769500058565,-0.0802074422279141,0.786557465337282,1.74184484018715,3.00723289329982,6.61591567287478,1.01279109566229,340
"b_suel.est[2]",-0.907727518517864,0.858636280645695,-3.17167566104088,-1.36543681359579,-0.730573338882927,-0.252796693033528,0.207624461847908,1.01195312546238,360
