"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"alpha.est",-2.6093548534609,5.7560141287161,-13.7561484787069,-6.51192390730502,-2.63347864769237,1.27632595562171,8.6903488624959,1.00098023025496,50000
"b_ant",0.1725117120021,0.337454760550443,-0.496167724415592,-0.054208204608173,0.173281484804199,0.399258160498102,0.835922325466108,1.00097961404391,50000
"b_dep.est[1]",0.11467712497956,0.231112172102236,-0.340565838505652,-0.0413905427747592,0.115424729034253,0.271301153358538,0.565783701303025,1.00109495373488,13000
"b_dep.est[2]",-0.0979976328414028,0.369238901886559,-0.817282473030534,-0.34672728055196,-0.100456699729641,0.149783396260323,0.631799611831373,1.00104586465844,22000
"b_dep.est[3]",-0.016679492138157,0.358112016058906,-0.720622831008124,-0.255905545344151,-0.0152937449832256,0.224172702127915,0.683712888072568,1.00098072892678,50000
"b_div.est[1]",-0.197173951815831,0.164124395115305,-0.518700103420804,-0.308062746040204,-0.197309959634181,-0.0862248329360878,0.122239386419322,1.00101332552092,43000
"b_div.est[2]",0.197173951815831,0.164124395115305,-0.122239386419322,0.0862248329360878,0.197309959634182,0.308062746040204,0.518700103420804,1.00101332552092,43000
"b_edad",-0.687413558013224,0.300341071596959,-1.27749506492783,-0.888897585983594,-0.68778531847541,-0.487025356308869,-0.0962462231289711,1.00097854955777,50000
"b_edo_c.est[1]",0.00573261807723568,0.208857069115109,-0.409354118322002,-0.134370852026188,0.00660254393636317,0.146997800651704,0.413393905572308,1.00109674204991,13000
"b_edo_c.est[2]",-0.00573261807723568,0.208857069115109,-0.413393905572311,-0.146997800651704,-0.00660254393636317,0.134370852026189,0.409354118322002,1.00109674204991,13000
"b_esc.est[1]",0.641969108817475,0.600004702403238,-0.501776058863198,0.226525770237431,0.636013758454474,1.0511760120044,1.82551288042952,1.00098152852028,50000
"b_esc.est[2]",0.93401103870721,0.589685705561758,-0.193668401231388,0.524547980615267,0.92740612149983,1.33775886169255,2.09674565968257,1.00098983018341,50000
"b_esc.est[3]",-1.57598014752469,1.1590157788871,-3.8637134795239,-2.37112385425963,-1.56321841704402,-0.767946372524534,0.636282742740997,1.00097913903455,50000
"b_exp.est[1]",0.1099992883136,0.179755517981492,-0.241671013758631,-0.0114030465167043,0.110070858367183,0.230698926401423,0.464223538714347,1.00098155662107,50000
"b_exp.est[2]",-0.1099992883136,0.179755517981492,-0.464223538714347,-0.230698926401422,-0.110070858367183,0.011403046516703,0.241671013758629,1.00098155662107,50000
"b_gen.est[1]",-0.307196674022461,0.134722680203695,-0.572749098651021,-0.396768621110426,-0.306682749257603,-0.21573125461451,-0.0449545562892318,1.00097981123311,50000
"b_gen.est[2]",0.307196674022461,0.134722680203695,0.044954556289232,0.21573125461451,0.306682749257603,0.396768621110425,0.572749098651022,1.00097981123311,50000
"b_inc",-0.395148669145319,0.28785300331979,-1.05874916402481,-0.571445758102135,-0.350742734858939,-0.173189473500405,0.0234269507972957,1.0012392328595,5800
"b_mes.est[1]",0.572104797559706,0.587563281327396,-0.568894843008912,0.168609366584875,0.569083767844773,0.970066545078369,1.73797287164975,1.00097896043054,50000
"b_mes.est[2]",0.232972795620463,0.249281138765389,-0.255057491751984,0.0666708384084628,0.231022824323863,0.399039267015143,0.729393669171357,1.00100702578402,50000
"b_mes.est[3]",0.651907777500911,0.337596951139408,-0.00613631578599411,0.42389095286202,0.649238183800383,0.876960069899672,1.31843208894853,1.00113992430799,9300
"b_mes.est[4]",-0.367512301624505,0.321056252790234,-0.996359592532831,-0.58469283839255,-0.36723673751177,-0.151510857874157,0.259756220958764,1.00113194406669,9800
"b_mes.est[5]",-0.635589454295982,0.296999681331464,-1.22435402465159,-0.834276462847025,-0.633741073161418,-0.432764235187204,-0.0606666040406759,1.0010517256088,21000
"b_mes.est[6]",-0.453883614760594,0.334668295773985,-1.11204747423681,-0.678795239289433,-0.452079278675126,-0.227144081406889,0.197479066596676,1.00147579058816,3000
"b_num_t",0.377133375139971,0.196489009161136,-0.00747711944716301,0.245016625096788,0.375987195428266,0.510126929813272,0.761674397211721,1.00099097723159,50000
"b_num_v",-3.08228727597894,0.267859750579211,-3.62748812526975,-3.25900070180461,-3.0758948919818,-2.8977748373113,-2.57998924409895,1.00126877555712,5200
"b_suel",-0.544065003771601,0.199995471263668,-0.938285249920076,-0.678417899193966,-0.543425603298423,-0.408387489741947,-0.156924860004294,1.00155033073109,2600
"b_suel_ant",-0.0402996150914726,0.135836404334802,-0.307736231240091,-0.132391728399598,-0.0399570961276583,0.0517718516414236,0.225281752765561,1.00127244479646,5100
"deviance",450.091579885321,6.71567239363881,439.201721098582,445.355995677507,449.393619080168,454.101925105533,464.770112046819,1.00100970258858,48000
