key,f_alta,genero,edad,sucursal,div,num_ventas,sueldo_prom,antiguedad,num_trabajos_previos,edo_civil,experiencia,escolaridad,salario_diario_ant,num_dias,rotacion,dependientes,incremento
16463,17-Aug-15,1,41,METRO CENTRO,2,3,922.70664,23,4,2,2,1,1307.2,52,1,2,-0.294135
16460,17-Aug-15,2,28,EJERCITO,2,5,5139.5885,9,1,1,2,1,9880,102,1,1,-0.4797987
16466,17-Aug-15,1,26,CULIACAN HUMAYA,1,18,5071.292,5,1,2,3,2,10366.4,280,0,2,-0.5107953
16499,17-Aug-15,2,50,GRIJALVA,2,10,2292.4509,32,7,2,3,2,5593.6001,107,1,3,-0.5901654
16467,17-Aug-15,2,54,CUERNAVACA,2,18,9040.7747,36,5,2,2,2,6353.6001,612,0,2,0.4229373
16448,17-Aug-15,2,30,OLIMPO,2,2,804.24261,9,2,1,2,1,16841.6,35,1,2,-0.9522467
16440,17-Aug-15,1,40,CAMPECHE,2,23,8486.9632,26,6,1,3,2,6961.6001,151,1,1,0.219111
16490,17-Aug-15,1,28,TOREO,2,10,4182.6242,8,2,2,2,2,9788.7998,108,1,2,-0.5727133
16449,17-Aug-15,1,23,CD. JUAREZ BARRANCAS,1,2,123.46515,7,4,2,3,1,10640,32,1,3,-0.9883961
16512,17-Aug-15,1,45,LINDAVISTA,2,16,12033.632,28,7,2,2,1,8238.4004,254,0,1,0.4606758
16476,17-Aug-15,2,30,TLAXCALA,2,18,11006.652,12,2,1,3,2,4316.7998,612,0,1,1.549725
16446,17-Aug-15,2,33,METRO CENTRO,2,1,312.57,1,0,1,2,1,456,59,1,1,-0.3145395
16500,17-Aug-15,1,23,CD. JUAREZ BARRANCAS,1,2,4922.9775,6,1,2,3,2,5715.2002,81,1,3,-0.1386168
16496,17-Aug-15,2,33,SALTILLO MONTERREAL,1,14,8096.3444,14,3,1,3,2,13132.8,193,0,1,-0.383502
16472,17-Aug-15,2,33,QUERETARO,1,1,12.5028,12,3,1,3,1,12160,74,1,1,-0.9989718
16453,17-Aug-15,2,32,DURANGO,1,4,3852.4252,16,5,1,1,2,881.59998,78,1,2,3.369811
16442,17-Aug-15,1,27,OLIMPO,2,2,1176.5135,7,2,1,2,1,60.799999,44,1,1,18.35055
16455,17-Aug-15,2,29,CHIHUAHUA VILLA,1,5,3603.9321,12,2,2,2,1,3800,45,1,2,-0.0515968
16484,17-Aug-15,1,30,HERMOSILLO,1,7,5653.7662,12,3,2,3,1,8755.2002,94,1,2,-0.3542391
16459,17-Aug-15,2,32,TIJUANA RIO,1,1,837.6876,16,3,2,3,2,3982.3999,43,1,3,-0.7896526
16474,17-Aug-15,2,31,BAJIO,1,4,1367.8063,8,2,1,3,2,1337.6,46,1,1,0.0225825
16505,17-Aug-15,2,25,CULIACAN HUMAYA,1,1,15.31593,3,1,2,2,2,8846.4004,29,1,2,-0.9982687
16504,17-Aug-15,1,27,GRIJALVA,2,11,5591.5647,9,3,2,3,1,5897.6001,115,1,3,-0.0518915
16501,17-Aug-15,2,51,CORREGIDORA,1,16,2707.7939,31,5,1,3,1,7691.2002,612,0,1,-0.6479361
16498,17-Aug-15,2,32,TAMPICO,1,12,3984.3298,13,3,1,3,1,8208,102,1,1,-0.5145797
16509,17-Aug-15,1,31,HERMOSILLO,1,20,9915.158,11,2,2,3,1,23620.801,389,0,1,-0.5802361
16444,17-Aug-15,1,38,CUERNAVACA MORELOS,2,24,9626.5309,16,5,1,2,2,3374.3999,198,0,1,1.852813
16511,17-Aug-15,1,43,ILIADA METRO NORTE,2,18,9896.5288,25,5,1,2,1,10184,109,1,1,-0.0282277
16507,17-Aug-15,2,27,CD. JUAREZ BARRANCAS,1,1,495.73602,9,2,2,3,1,5867.2002,45,1,3,-0.9155072
16462,17-Aug-15,2,26,VIVEROS,2,8,5547.5549,9,2,1,2,1,6870.3999,122,1,1,-0.1925427
16475,17-Aug-15,1,45,OLIMPO,2,15,11133.806,25,6,1,2,1,18878.4,218,0,1,-0.4102357
16451,17-Aug-15,2,28,TOREO,2,4,807.99345,2,1,2,1,2,1550.4,44,1,1,-0.4788484
16508,17-Aug-15,2,35,CORREGIDORA,1,1,234.4275,11,1,2,3,1,5806.3999,42,1,2,-0.959626
16489,17-Aug-15,2,27,QUERETARO ACUEDUCTO,1,17,8090.7494,7,2,1,3,2,516.79999,277,0,1,14.65548
16488,17-Aug-15,2,37,EJERCITO,2,5,4461.9367,21,4,2,2,1,638.40002,88,1,1,5.989249
16461,17-Aug-15,1,27,CHOLULA,2,2,404.15301,10,2,1,3,2,1580.8,25,1,1,-0.7443364
16464,17-Aug-15,2,28,SOTELO,2,2,1172.7626,8,2,2,2,1,7478.3999,56,1,2,-0.84318
16510,17-Aug-15,2,27,CD. JUAREZ BARRANCAS,1,3,469.79271,9,3,2,3,2,5076.7998,35,1,2,-0.9074628
16479,17-Aug-15,2,38,MONTERREY SANTA LUCIA,1,5,1813.5311,23,5,2,3,1,12707.2,60,1,3,-0.8572832
16458,17-Aug-15,1,39,CUERNAVACA,2,2,625.14,20,7,1,2,1,4681.6001,81,1,1,-0.8664687
16493,17-Aug-15,1,27,XOLA,2,6,2031.705,8,1,1,2,2,17115.199,51,1,1,-0.8812923
16486,17-Aug-15,2,27,CUERNAVACA MORELOS,2,12,5651.5782,12,2,1,2,1,9302.4004,102,1,1,-0.3924602
16487,17-Aug-15,2,25,MONTERREY CHIPINQUE,1,3,1555.9735,0,0,2,3,2,3131.2,63,1,3,-0.5030744
16443,17-Aug-15,2,31,ALTAVISTA,2,1,62.514,9,2,2,2,2,2857.6001,31,1,2,-0.9781236
16514,17-Aug-15,2,34,CAMPECHE,2,2,125.028,10,4,1,3,1,9089.5996,66,1,1,-0.9862449
16450,17-Aug-15,2,34,CONDESA,2,16,11855.78,13,3,1,2,1,11734.4,479,0,1,0.0103439
16456,17-Aug-15,1,27,GUADALAJARA PATRIA,1,2,726.72525,10,2,2,3,1,11673.6,37,1,3,-0.9377463
16473,17-Aug-15,1,28,NAUCALPAN,2,15,4387.1075,8,2,2,1,2,2857.6001,164,1,2,0.5352419
16452,17-Aug-15,1,36,EL SALTO,1,14,7713.4774,6,1,1,3,1,7630.3999,163,1,1,0.0108877
16495,17-Aug-15,2,29,TRADE CENTER,2,15,11467.943,9,2,2,2,2,7630.3999,284,0,2,0.5029282
16482,17-Aug-15,1,30,PRADO CHURUBUSCO,2,20,14893.617,14,3,2,2,1,3131.2,249,0,2,3.756521
16454,17-Aug-15,1,29,DURANGO,1,11,4269.0811,11,3,2,3,1,212.8,136,1,2,19.06147
16494,17-Aug-15,2,33,CUAUTITLAN,2,20,10194.033,14,2,1,2,1,12707.2,163,1,1,-0.1977751
16480,17-Aug-15,1,31,TAMPICO ALTAMIRA,1,3,1405.0022,12,3,2,3,2,1216,57,1,3,0.1554294
16492,17-Aug-15,1,27,CHIHUAHUA VILLA,1,14,10055.064,2,0,2,2,2,1611.2,612,0,2,5.24073
16471,17-Aug-15,2,33,QUERETARO,1,1,12.5028,12,4,1,3,1,5076.7998,74,1,1,-0.9975373
16502,17-Aug-15,1,30,CAMPECHE,2,15,4983.3973,12,2,1,3,2,5806.3999,182,0,1,-0.1417406
16485,17-Aug-15,1,27,GRIJALVA,2,9,2436.4832,11,1,1,3,2,5380.7998,163,1,1,-0.5471894
16491,17-Aug-15,2,31,HERMOSILLO PITIC,1,11,7045.5153,12,4,2,3,1,4012.8,163,1,1,0.7557604
16441,17-Aug-15,2,27,CUERNAVACA MORELOS,2,9,3250.4154,6,1,2,2,1,10153.6,109,1,1,-0.6798756
16477,17-Aug-15,2,26,DURANGO,1,15,2813.13,8,4,2,3,1,11977.6,87,1,1,-0.7651341
16465,17-Aug-15,2,27,CD. JUAREZ BARRANCAS,1,18,6481.2015,2,0,1,3,2,2553.6001,378,0,1,1.538064
16457,17-Aug-15,2,41,CHIHUAHUA VILLA,1,6,5223.3573,25,5,1,1,1,8542.4004,58,1,1,-0.3885375
16534,24-Aug-15,1,25,MEXICALI IMPERIAL,1,6,2190.4906,6,2,2,3,1,10336,57,1,2,-0.7880718
16535,24-Aug-15,1,30,SEVILLA,2,5,4749.4074,12,5,2,2,1,638.40002,85,1,2,6.439548
16576,24-Aug-15,2,32,MONCLOVA,1,14,3965.3255,7,1,2,2,1,15747.2,154,1,1,-0.7481886
16588,24-Aug-15,1,37,PUEBLA LA NORIA,2,1,78.1425,18,3,1,3,1,5107.2002,39,1,1,-0.9846995
16541,24-Aug-15,1,27,GUADALAJARA TLAQUEPAQUE,1,5,2023.2656,1,0,2,3,2,1672,88,1,2,0.2100871
16517,24-Aug-15,1,29,COSTA DEL SOL,2,2,625.14,6,2,1,3,2,13588.8,59,1,1,-0.9539959
16589,24-Aug-15,2,25,MEXICALI IMPERIAL,1,9,3730.8355,7,1,1,1,2,10336,50,1,2,-0.6390445
16536,24-Aug-15,1,39,TRADE CENTER,2,10,2312.893,14,5,2,2,2,3556.8,143,1,1,-0.3497265
16555,24-Aug-15,2,49,QUERETARO ARCOS,1,19,19415.161,27,6,1,3,2,4681.6001,605,0,1,3.147121
16549,24-Aug-15,2,26,MEXICALI IMPERIAL,1,10,7550.4409,2,1,2,2,2,16172.8,81,1,2,-0.5331395
16527,24-Aug-15,2,29,MONTE ALBAN,2,1,12.5028,2,0,2,3,1,6080,39,1,1,-0.9979436
16533,24-Aug-15,2,27,DURANGO,1,14,5857.9056,8,2,1,3,2,15595.2,226,0,1,-0.6243777
16572,24-Aug-15,1,35,TORREON COMARCA,1,14,14124.226,17,3,1,3,1,12798.4,401,0,1,0.103593
16592,24-Aug-15,2,30,PRAGA,2,1,1264.3456,7,1,2,2,2,395.20001,42,1,2,2.199255
16569,24-Aug-15,2,37,MONTERREY SAN NICOLAS,1,8,12776.299,12,5,1,3,2,6019.2002,72,1,1,1.122591
16523,24-Aug-15,2,39,CULIACAN,1,16,1862.7297,23,5,1,3,1,14470.4,442,0,1,-0.8712731
16578,24-Aug-15,1,49,SAN ANGEL,2,18,13198.956,22,4,1,2,2,1155.2,305,0,1,10.42569
16545,24-Aug-15,2,36,OLIMPO,2,2,123.46515,9,3,2,2,1,10062.4,43,1,1,-0.98773
16564,24-Aug-15,2,42,TRADE CENTER,2,3,3072.8757,22,4,2,1,1,9363.2002,63,1,1,-0.6718135
16532,24-Aug-15,2,31,OLIMPO,2,8,3910.5633,12,2,2,2,1,10184,66,1,2,-0.6160091
16558,24-Aug-15,1,32,COLIMA,1,5,270.37305,5,1,2,3,2,5988.7998,186,0,2,-0.9548535
16526,24-Aug-15,1,27,DURANGO,1,6,2598.707,9,2,2,3,1,9241.5996,144,1,3,-0.7188033
16538,24-Aug-15,2,32,GUADALAJARA CENTRO,1,4,3398.8862,12,2,1,3,1,22739.199,57,1,1,-0.8505275
16565,24-Aug-15,2,25,ARANDAS,1,18,14381.971,4,1,2,3,2,5745.6001,284,0,3,1.503128
16568,24-Aug-15,1,29,CULIACAN,1,2,666.39924,6,1,1,3,2,11035.2,126,1,2,-0.9396115
16567,24-Aug-15,2,28,MONTERREY LEONES,1,6,3976.3905,4,2,2,3,2,1884.8,141,1,3,1.109715
16573,24-Aug-15,1,30,MAZARIK,2,17,23686.93,9,2,2,2,1,9728,308,0,1,1.434923
16582,24-Aug-15,2,50,LINDAVISTA,2,5,1534.7187,29,5,1,2,1,4985.6001,71,1,1,-0.6921697
16552,24-Aug-15,2,28,COSTA DEL SOL,2,23,13461.015,10,3,1,3,2,10305.6,605,0,2,0.3061845
16571,24-Aug-15,2,33,CRACOVIA,2,14,10333.814,14,4,2,2,2,6961.6001,234,0,1,0.4844022
16574,24-Aug-15,2,32,PUEBLA LA NORIA,2,2,303.1929,16,5,2,3,1,2736,43,1,3,-0.8891839
16520,24-Aug-15,2,26,MONTERREY SAN PEDRO,1,2,678.2769,5,1,2,3,1,5320,57,1,2,-0.8725044
16542,24-Aug-15,2,28,MONTERREY GUADALUPE,1,7,4938.2934,1,0,2,3,2,7812.7998,81,1,1,-0.3679227
16554,24-Aug-15,2,41,PACHUCA,2,6,2882.2705,20,4,1,2,1,10184,158,1,1,-0.7169805
16531,24-Aug-15,2,31,OLIMPO,2,8,3910.5633,12,2,2,2,1,14257.6,66,1,2,-0.7257208
16551,24-Aug-15,2,27,CUAUTITLAN,2,8,2762.6499,6,1,2,2,2,5776,120,1,2,-0.5217019
16529,24-Aug-15,2,32,COATZACOALCOS,2,26,17647.765,12,2,2,3,2,121.6,605,0,3,144.1296
16586,24-Aug-15,2,42,MORELIA MONARCA,1,6,1636.3039,19,4,1,3,2,1033.6,65,1,1,0.5831115
16540,24-Aug-15,1,52,CHAPALA,1,25,14250.004,36,8,1,3,1,19577.6,169,1,1,-0.2721271
16525,24-Aug-15,2,47,SAN LUIS POTOSI,1,16,18990.534,27,6,1,3,2,2401.6001,263,0,1,6.907451
16584,24-Aug-15,2,52,GUADALAJARA TLAQUEPAQUE,1,13,5629.8858,29,14,2,3,1,2888,519,0,1,0.9494064
16570,24-Aug-15,1,26,GUADALAJARA PATRIA,1,17,9196.9347,2,0,2,3,2,3678.3999,219,0,3,1.500254
16579,24-Aug-15,2,28,TAMPICO ALTAMIRA,1,4,1062.738,2,1,2,3,2,4590.3999,77,1,3,-0.7684869
16559,24-Aug-15,2,24,MONTE ALBAN,2,2,1172.1375,3,0,1,3,1,12768,65,1,1,-0.9081972
16590,24-Aug-15,1,36,MEXICALI IMPERIAL,1,3,1627.552,22,4,2,1,2,9059.2002,49,1,2,-0.8203427
16577,24-Aug-15,1,36,BARRANCA,2,12,9837.0468,20,4,1,2,2,3739.2,162,1,1,1.630789
16515,24-Aug-15,2,25,COLIMA,1,7,2031.1424,6,1,1,3,2,638.40002,151,1,1,2.181614
16550,24-Aug-15,2,27,CD. JUAREZ ATLANTIS,1,3,1255.5937,11,3,2,3,2,9819.2002,37,1,1,-0.8721287
16563,24-Aug-15,2,24,COATZACOALCOS,2,16,8035.2057,3,1,2,3,2,577.59998,113,1,3,12.91137
16524,24-Aug-15,2,32,SAN ANGEL,2,17,5689.9618,12,2,1,2,2,2492.8,171,1,1,1.282558
16557,24-Aug-15,1,26,MERIDA,2,1,156.285,3,1,2,3,2,9028.7998,31,1,3,-0.9826904
16518,24-Aug-15,2,34,REYNOSA FRONTERA,1,8,6435.8163,17,2,2,3,2,9089.5996,70,1,1,-0.2919582
16528,24-Aug-15,2,27,DURANGO,1,15,7774.241,10,2,2,3,2,456,529,0,3,16.04877
16587,24-Aug-15,2,28,PUEBLA LA NORIA,2,19,4536.3284,4,1,2,3,1,2067.2,469,0,1,1.194431
16556,24-Aug-15,1,34,MONTERREY VALLE ALTO,1,2,5576.2488,18,3,1,3,2,2979.2,35,1,1,0.8717269
16585,24-Aug-15,2,36,TIJUANA RIO,1,3,2158.2958,16,3,2,3,2,14379.2,70,1,3,-0.8499016
16553,24-Aug-15,2,29,CORREGIDORA,1,1,546.9975,12,2,2,3,2,9272,42,1,1,-0.9410055
16544,24-Aug-15,1,24,TIJUANA INSURGENTES,1,3,2027.9542,7,1,2,3,1,9454.4004,74,1,3,-0.7855015
16548,24-Aug-15,1,27,CHIHUAHUA VILLA,1,1,2527.1285,1,0,2,2,1,4225.6001,31,1,2,-0.401948
16580,24-Aug-15,1,52,MERIDA,2,4,2879.7074,32,16,2,3,2,9241.5996,95,1,1,-0.6883973
16522,24-Aug-15,1,31,GUADALAJARA AJIJIC,1,15,16082.477,15,3,1,3,1,4742.3999,162,1,1,2.391211
16575,24-Aug-15,2,31,LINDAVISTA,2,4,1233.0886,8,2,2,2,2,1976,51,1,1,-0.3759673
16543,24-Aug-15,1,26,COSTA DEL SOL,2,3,2614.648,4,1,2,3,1,10518.4,59,1,1,-0.7514215
16583,24-Aug-15,2,25,ARANDAS,1,14,6656.9283,7,1,2,3,1,2705.6001,284,0,3,1.460426
16521,24-Aug-15,2,44,PUEBLA LA NORIA,2,17,7680.9076,22,7,1,3,1,10609.6,305,0,1,-0.2760417
16516,24-Aug-15,1,33,MONTERREY SENDERO,1,9,3804.9146,11,3,1,3,2,9940.7998,46,1,1,-0.6172426
16483,24-Aug-15,1,27,GRIJALVA,2,1,546.9975,9,3,2,3,1,6444.7998,39,1,3,-0.9151258
16562,24-Aug-15,1,22,JUAREZ CHAMIZAL,1,1,1534.7187,3,1,2,3,1,7083.2002,18,1,3,-0.7833298
16519,24-Aug-15,2,41,TORREON COMARCA,1,9,7026.8862,15,4,1,3,2,5016,121,1,1,0.4008944
16546,24-Aug-15,1,32,TAMPICO ALTAMIRA,1,4,1215.8973,11,5,2,3,2,13771.2,64,1,3,-0.9117072
16537,24-Aug-15,2,32,MONTE ALBAN,2,3,1751.9549,10,2,1,3,1,4681.6001,74,1,1,-0.6257786
16547,24-Aug-15,2,26,COSTA DEL SOL,2,10,2177.05,3,1,2,3,2,9393.5996,65,1,3,-0.7682411
16566,24-Aug-15,1,43,GUADALAJARA CENTRO,1,6,2314.8934,25,5,1,3,1,4833.6001,85,1,1,-0.5210829
16591,24-Aug-15,2,45,COLIMA,1,20,8330.6156,24,7,1,2,2,3435.2,605,0,1,1.425074
16560,24-Aug-15,1,33,COLIMA,1,7,2431.482,11,2,1,3,2,10032,66,1,1,-0.7576274
16530,24-Aug-15,2,24,MONTERREY SAN PEDRO,1,3,3309.1786,6,2,2,3,2,6414.3999,56,1,2,-0.4841016
16581,24-Aug-15,1,26,REYNOSA FRONTERA,1,7,3144.4542,9,2,2,3,2,4924.7998,42,1,2,-0.3615062
16630,31-Aug-15,1,36,MONCLOVA,1,20,18198.857,16,4,1,3,2,11308.8,598,0,2,0.6092651
16710,31-Aug-15,1,28,JUAREZ PASO DEL NORTE,1,8,5889.1939,10,2,2,3,1,3222.3999,112,1,1,0.8275801
16610,31-Aug-15,2,25,HERMOSILLO PITIC,1,2,2169.2358,5,1,2,2,2,5259.2002,43,1,1,-0.587535
16641,31-Aug-15,1,23,CHIHUAHUA VILLA,1,1,625.14,5,1,2,3,1,12160,30,1,3,-0.9485905
16648,31-Aug-15,1,36,ENSENADA,1,3,442.28655,18,10,2,3,2,5502.3999,56,1,3,-0.9196193
16611,31-Aug-15,2,46,HERMOSILLO,1,7,6709.3151,23,5,1,3,2,304,87,1,1,21.07012
16619,31-Aug-15,1,27,CUAUTITLAN,2,19,16645.415,9,1,2,2,2,4377.6001,598,0,2,2.802407
16657,31-Aug-15,2,29,JUAREZ CHAMIZAL,1,1,546.9975,12,2,2,3,2,1672,17,1,3,-0.6728484
16686,31-Aug-15,2,29,BARRANCA,2,18,9506.0039,7,2,1,2,2,4681.6001,598,0,2,1.030503
16635,31-Aug-15,1,36,PRAGA,2,6,5236.1726,15,3,2,2,2,5684.7998,107,1,2,-0.078917
16705,31-Aug-15,1,25,ATLIXCO,2,18,12581.818,1,0,2,3,2,6627.2002,331,0,2,0.8985118
16613,31-Aug-15,1,31,MERIDA,2,14,4334.0956,12,2,2,3,2,4924.7998,105,1,3,-0.1199448
16677,31-Aug-15,2,48,LAS AGUILAS,2,23,19713.634,19,4,1,2,1,6566.3999,553,0,1,2.002198
16636,31-Aug-15,1,45,TOLUCA LERMA,2,3,1484.7075,25,8,1,2,1,10883.2,81,1,1,-0.863578
16709,31-Aug-15,1,52,CUAUTITLAN,2,17,15403.7,31,5,1,2,1,4742.3999,598,0,1,2.248081
16601,31-Aug-15,2,28,SATELITE,2,10,6905.5778,6,1,1,2,2,4316.7998,144,1,1,0.5996984
16643,31-Aug-15,2,58,MONTERREY SAN NICOLAS,1,7,5252.6763,42,8,1,3,2,12342.4,151,1,2,-0.5744202
16672,31-Aug-15,1,27,XOLA,2,6,2849.4506,9,2,1,2,1,4985.6001,93,1,1,-0.4284638
16602,31-Aug-15,2,40,MEXICALI,1,4,553.2489,21,8,2,1,2,9940.7998,38,1,1,-0.9443457
16682,31-Aug-15,1,35,MONTERREY MITRAS,1,8,2364.2795,17,2,1,3,2,5228.7998,175,1,1,-0.5478352
16623,31-Aug-15,2,26,CAMPECHE,2,8,1761.1444,7,1,2,3,1,19304,171,1,3,-0.9087679
16703,31-Aug-15,1,34,CD. OBREGON,1,5,1644.1182,19,3,1,3,1,10792,80,1,1,-0.847654
16680,31-Aug-15,1,25,JUAREZ PASO DEL NORTE,1,12,5988.3411,8,4,2,1,2,10457.6,127,1,2,-0.4273694
16620,31-Aug-15,2,36,ZACATECAS,1,22,13379.778,8,1,2,3,2,14288,326,0,1,-0.0635654
16627,31-Aug-15,2,30,CHIHUAHUA,1,1,390.7125,15,5,2,3,1,22283.199,136,1,2,-0.982466
16676,31-Aug-15,2,44,MAZATLAN,1,13,8517.1574,28,10,2,3,2,1793.6,270,0,1,3.748638
16655,31-Aug-15,2,40,PACHUCA,2,1,187.542,17,5,1,1,2,7539.2002,53,1,1,-0.9751244
16674,31-Aug-15,2,27,CHIHUAHUA,1,1,406.341,10,2,2,3,1,9302.4004,32,1,2,-0.9563187
16616,31-Aug-15,2,27,MONTERREY CHIPINQUE,1,24,11965.607,8,2,2,3,2,15139.2,598,0,3,-0.2096276
16638,31-Aug-15,1,28,MERIDA,2,25,15608.871,9,1,2,3,2,1276.8,423,0,3,11.22499
16639,31-Aug-15,1,34,ARAGON,2,4,847.0647,20,11,2,2,2,4408,53,1,2,-0.8078347
16593,31-Aug-15,2,26,CAMPECHE,2,15,11668.394,25,5,2,3,2,668.79999,161,1,1,16.44676
16650,31-Aug-15,1,39,CORREGIDORA,1,2,543.55923,12,2,2,3,1,8512,52,1,2,-0.936142
16668,31-Aug-15,1,27,COUNTRY CLUB,1,20,11066.103,7,1,2,3,2,5593.6001,137,1,3,0.9783508
16652,31-Aug-15,2,28,FRAY SERVANDO,2,1,31.257,5,1,2,2,2,1064,46,1,2,-0.9706231
16656,31-Aug-15,1,34,XOLA,2,2,993.9726,15,3,1,2,1,6566.3999,51,1,1,-0.8486274
16628,31-Aug-15,2,30,CHIHUAHUA,1,1,390.7125,15,3,2,3,1,7569.6001,136,1,2,-0.948384
16653,31-Aug-15,1,27,TIJUANA RIO,1,3,2174.2369,11,2,1,1,1,20854.4,71,1,1,-0.8957421
16622,31-Aug-15,1,31,TUXTLA GUTIERREZ,2,19,5852.8107,16,2,2,3,1,1550.4,205,0,1,2.775033
16683,31-Aug-15,2,43,ARAGON,2,21,4908.3492,16,3,2,2,2,5380.7998,217,0,2,-0.087803
16617,31-Aug-15,2,28,CHAPULTEPEC,2,1,2413.0404,4,1,2,2,2,2006.4,42,1,2,0.2026716
16615,31-Aug-15,2,26,MONTERREY CUMBRES,1,20,21871.336,2,0,2,3,1,1033.6,598,0,3,20.16035
16614,31-Aug-15,2,28,ALTAVISTA,2,6,3866.8035,7,1,2,2,2,1216,80,1,2,2.179937
16651,31-Aug-15,1,45,MONTERREY LEONES,1,19,14185.802,28,4,2,3,2,304,213,0,3,45.66382
16612,31-Aug-15,2,33,PUEBLA LA NORIA,2,15,9685.419,16,3,2,3,1,12099.2,598,0,1,-0.1994992
16599,31-Aug-15,2,25,JUAREZ PASO DEL NORTE,1,2,1234.6515,5,2,2,3,2,1337.6,38,1,3,-0.0769651
16690,31-Aug-15,2,28,TOLUCA METEPEC,2,4,4087.4779,6,1,2,2,2,14835.2,57,1,1,-0.7244744
16689,31-Aug-15,2,34,VALLARTA,1,17,8737.3317,10,1,1,3,2,7235.2002,270,0,1,0.2076144
16673,31-Aug-15,2,29,CUERNAVACA MORELOS,2,1,298.81692,2,1,1,2,1,14318.4,43,1,1,-0.9791306
16649,31-Aug-15,2,27,MAZATLAN,1,6,1862.167,9,2,1,3,1,6019.2002,148,1,1,-0.6906288
16644,31-Aug-15,1,31,CD. JUAREZ ATLANTIS,1,1,1453.4505,13,5,2,3,2,25536,30,1,3,-0.9430823
16598,31-Aug-15,2,31,CHIHUAHUA PARRAL,1,1,1415.9421,9,1,1,3,1,1611.2,17,1,1,-0.1211878
16663,31-Aug-15,1,37,TUXTLA GUTIERREZ,2,9,2130.7897,23,4,1,3,2,3009.6001,81,1,1,-0.2920024
16685,31-Aug-15,2,56,CRONOS,2,18,8731.3616,32,7,2,2,2,11339.2,282,0,1,-0.2299843
16699,31-Aug-15,2,29,QUERETARO ARCOS,1,1,390.7125,11,6,1,3,1,16689.6,29,1,1,-0.9765894
16661,31-Aug-15,1,35,VERACRUZ,2,1,390.7125,14,5,2,3,1,3344,50,1,3,-0.8831601
16695,31-Aug-15,2,32,TLAXCALA,2,19,10396.297,16,7,2,3,2,27390.4,143,1,3,-0.6204401
16646,31-Aug-15,1,27,JALISCO,1,2,1095.5578,7,2,2,3,2,2979.2,36,1,3,-0.6322644
16704,31-Aug-15,1,28,PRAGA,2,2,4963.299,2,1,2,2,1,9940.7998,71,1,2,-0.5007143
16621,31-Aug-15,2,37,VERACRUZ,2,9,4185.3123,16,6,1,3,2,6809.6001,72,1,1,-0.3853806
16691,31-Aug-15,2,30,ALTAVISTA,2,5,640.14336,2,0,1,1,2,4955.2002,65,1,2,-0.8708138
16707,31-Aug-15,2,28,JUAREZ PASO DEL NORTE,1,9,5035.5027,10,2,2,3,2,1793.6,106,1,1,1.807484
16696,31-Aug-15,1,39,GUADALAJARA PATRIA,1,1,390.7125,20,5,2,3,2,6140.7998,22,1,3,-0.9363743
16604,31-Aug-15,1,25,HERMOSILLO,1,4,2632.4645,2,0,2,2,1,7478.3999,67,1,3,-0.6479909
16694,31-Aug-15,2,24,MONTERREY SENDERO,1,16,7288.6323,5,1,2,3,2,20976,144,1,2,-0.6525252
16629,31-Aug-15,2,25,MONCLOVA,1,6,3963.075,3,1,2,3,2,6080,107,1,2,-0.3481784
16647,31-Aug-15,2,27,ARANDAS,1,18,6398.7455,9,2,2,3,1,8208,364,0,3,-0.2204257
16609,31-Aug-15,1,29,CONDESA,2,21,17741.004,11,2,1,2,1,11035.2,373,0,1,0.607674
16658,31-Aug-15,2,24,GUADALAJARA AJIJIC,1,14,9007.7985,11,2,2,3,2,2523.2,218,0,3,2.56999
16632,31-Aug-15,1,32,TORREON COMARCA,1,5,2079.2782,7,1,2,3,1,8420.7998,105,1,3,-0.7530783
16670,31-Aug-15,1,30,TORREON COMARCA,1,2,951.46308,13,3,2,3,1,3648,98,1,3,-0.7391823
16600,31-Aug-15,2,49,SAN ANGEL,2,2,235.05264,23,4,1,2,2,608,52,1,1,-0.6134003
16645,31-Aug-15,1,43,TOLUCA METEPEC,2,3,1420.9432,23,4,1,2,1,17176,91,1,1,-0.9172716
16698,31-Aug-15,1,41,CD. OBREGON,1,17,16597.467,24,9,1,3,2,11004.8,51,1,1,0.5082026
16633,31-Aug-15,2,29,PRADO CHURUBUSCO,2,22,13510.432,7,2,2,1,2,24016,277,0,2,-0.4374404
16675,31-Aug-15,1,28,PRADO CHURUBUSCO,2,15,14051.209,5,1,1,2,2,26083.199,165,1,1,-0.4612927
16684,31-Aug-15,2,38,CULIACAN HUMAYA,1,1,1148.6948,24,4,1,3,2,7326.3999,14,1,1,-0.8432116
16702,31-Aug-15,1,28,ARANDAS,1,17,6654.9591,11,2,1,3,2,34108.801,417,0,1,-0.8048903
16662,31-Aug-15,2,29,CAMPECHE,2,16,7663.5913,11,2,2,3,2,2128,228,0,3,2.601312
16669,31-Aug-15,1,46,CHIHUAHUA PARRAL,1,19,4553.1447,25,10,1,3,1,1520,231,0,1,1.99549
16618,31-Aug-15,2,26,TORREON COMARCA,1,2,1156.509,10,6,2,3,1,243.2,73,1,2,3.755383
16607,31-Aug-15,2,29,VALLARTA,1,2,296.9415,8,2,1,3,2,6049.6001,36,1,1,-0.9509155
16497,31-Aug-15,2,28,ILIADA METRO NORTE,2,10,6630.6099,8,1,2,2,2,13528,100,1,2,-0.5098603
