key,f_alta,genero,edad,sucursal,div,num_ventas,sueldo_prom,antiguedad,num_trabajos_previos,edo_civil,experiencia,escolaridad,salario_diario_ant,num_dias,rotacion,dependientes,incremento
16625,31-Aug-15,1,30,TORREON,1,9,2557.7603,11,2,2,3,1,547.20001,85,1,3,3.674269
16654,31-Aug-15,1,28,SALTILLO,1,20,18715.004,2,0,1,3,2,10427.2,183,0,1,0.7948254
16687,31-Aug-15,1,36,LAS AGUILAS,2,4,3156.957,20,8,2,2,1,13497.6,30,1,2,-0.7661098
16626,31-Aug-15,2,23,CULIACAN,1,1,434.4723,2,0,2,3,2,9393.5996,14,1,3,-0.953748
16664,31-Aug-15,2,33,SLP TANGAMANGA,1,2,308.50659,9,1,2,3,1,1702.4,35,1,1,-0.8187814
16596,31-Aug-15,1,28,MEXICALI,1,11,5825.3983,11,2,2,3,1,364.79999,107,1,3,14.96875
16692,31-Aug-15,2,32,OLIMPO,2,10,3595.4927,16,4,2,2,2,6262.3999,84,1,2,-0.4258603
16594,31-Aug-15,2,22,QUERETARO ARCOS,1,3,1287.7884,7,2,2,3,1,6900.7998,56,1,1,-0.8133856
16631,31-Aug-15,2,53,MONTERREY VOLCAN,1,23,6243.2732,27,11,2,3,2,15504,598,0,3,-0.5973121
16660,31-Aug-15,2,39,VERACRUZ,2,26,13367.244,20,9,2,3,2,10518.4,186,0,1,0.2708438
16561,31-Aug-15,1,31,COSTA DEL SOL,2,2,25.0056,2,0,2,3,1,8390.4004,35,1,2,-0.9970197
16711,31-Aug-15,1,28,LA PAZ,1,3,343.827,10,2,2,3,1,8025.6001,28,1,2,-0.9571587
16595,31-Aug-15,2,30,ESCANDON,2,17,11366.358,12,2,2,2,2,425.60001,275,0,2,25.70667
16606,31-Aug-15,2,47,MONTERREY VALLE ALTO,1,15,7557.2862,25,14,1,3,2,8968,241,0,1,-0.1573053
16603,31-Aug-15,2,27,CHOLULA,2,13,8491.4642,11,2,1,3,1,2280,471,0,1,2.724326
16708,31-Aug-15,1,28,CRACOVIA,2,1,283.18842,9,4,2,2,1,4377.6001,30,1,1,-0.9353096
16678,31-Aug-15,1,32,PRADO CHURUBUSCO,2,3,1389.6237,14,3,1,2,1,5593.6001,72,1,1,-0.751569
16659,31-Aug-15,1,34,ENSENADA,1,9,6105.4298,16,3,2,3,1,14561.6,137,1,2,-0.5807171
16605,31-Aug-15,1,23,LEON,1,2,128.1537,5,1,2,2,1,7265.6001,74,1,2,-0.9823616
16671,31-Aug-15,2,28,CRACOVIA,2,3,1884.172,10,5,1,2,1,60.799999,44,1,2,29.98967
16624,31-Aug-15,1,38,MONTERREY GUADALUPE,1,20,7173.3252,11,2,2,3,1,15716.8,240,0,3,-0.5435887
16637,31-Aug-15,1,46,MERIDA,2,11,8620.6806,22,7,1,3,2,6718.3999,149,1,1,0.2831449
16666,31-Aug-15,2,27,VALLARTA,1,2,123.46515,2,0,2,1,2,14440,36,1,2,-0.9914498
16706,31-Aug-15,1,36,CD. OBREGON,1,4,1734.7635,17,6,1,3,2,5107.2002,64,1,1,-0.6603298
16667,31-Aug-15,2,41,ILIADA METRO NORTE,2,13,7026.6674,16,3,1,2,1,5107.2002,88,1,1,0.3758355
16701,31-Aug-15,1,37,CHIHUAHUA PARRAL,1,12,9890.6525,19,3,1,1,2,8268.7998,91,1,1,0.1961412
16665,31-Aug-15,2,23,MARINA NACIONAL,2,23,17340.665,6,1,2,2,1,9545.5996,157,1,2,0.8166134
16608,31-Aug-15,1,33,BAJIO,1,11,5558.6824,11,4,2,3,1,11734.4,353,0,1,-0.5262917
16634,31-Aug-15,1,29,ILIADA METRO NORTE,2,7,4957.9853,8,3,2,2,2,11187.2,70,1,2,-0.5568162
16693,31-Aug-15,1,29,ZACATECAS,1,18,12783.175,4,2,1,3,1,15321.6,249,0,2,-0.1656762
16642,31-Aug-15,2,58,MONTERREY SAN NICOLAS,1,7,5252.6763,42,11,1,3,2,3800,151,1,2,0.3822832
16681,31-Aug-15,1,33,GUANAJUATO,1,12,8870.424,15,3,2,3,1,16203.2,137,1,2,-0.4525511
16688,31-Aug-15,2,29,VALLARTA,1,16,7759.8628,8,2,2,3,1,5046.3999,598,0,2,0.5377027
16679,31-Aug-15,1,40,TIJUANA RIO,1,1,826.74765,21,4,1,2,2,1155.2,42,1,2,-0.2843251
16724,07-Sep-15,2,54,MONTERREY SENDERO,1,8,6870.3824,28,4,2,3,2,3313.6001,102,1,3,1.073389
16712,07-Sep-15,1,31,AGUASCALIENTES,1,5,1077.4288,3,0,1,3,1,12828.8,92,1,1,-0.9160149
16715,07-Sep-15,1,37,TRADE CENTER,2,2,4338.4716,17,9,2,2,1,8360,84,1,2,-0.4810441
16726,07-Sep-15,1,47,MONTERREY LAS TORRES,1,15,5058.1015,26,4,2,3,2,9576,177,1,3,-0.4717939
16733,07-Sep-15,2,25,MONTERREY SAN PEDRO,1,13,6343.9207,7,2,1,3,1,9758.4004,151,1,1,-0.3499016
16732,07-Sep-15,1,31,TAMPICO,1,8,2996.5148,2,0,2,1,2,182.39999,144,1,3,15.42826
16727,07-Sep-15,2,30,CRONOS,2,12,9884.026,12,2,2,1,1,9819.2002,151,1,1,0.0066019
16729,07-Sep-15,1,51,ILIADA METRO NORTE,2,1,468.855,30,12,1,2,2,8846.4004,23,1,1,-0.9470005
16716,07-Sep-15,2,49,CHIHUAHUA,1,19,17524.612,29,5,1,3,2,1033.6,591,0,1,15.95493
16719,07-Sep-15,1,24,MONTERREY SENDERO,1,26,20548.821,1,0,2,3,2,1064,406,0,3,18.3128
16728,07-Sep-15,1,29,XOLA,2,15,9206.4889,1,0,1,2,2,6232,353,0,1,0.4772928
16721,07-Sep-15,1,30,METRO CENTRO,2,3,4801.7003,4,1,2,1,2,7448,102,1,2,-0.3553034
16723,07-Sep-15,2,37,ALTAVISTA,2,3,1032.1061,17,3,2,1,2,486.39999,49,1,2,1.121929
16718,07-Sep-15,1,47,MONTERREY LAS TORRES,1,14,9338.5289,29,4,1,3,1,6900.7998,233,0,2,0.3532531
16722,07-Sep-15,2,48,SAN MARCOS,1,8,3638.9399,27,9,1,3,2,11430.4,148,1,1,-0.6816437
16725,07-Sep-15,1,30,MONTERREY FUNDIDORA,1,1,468.855,13,6,2,3,1,273.60001,45,1,3,0.7136513
16717,07-Sep-15,2,28,SAN MARCOS,1,10,3215.8452,3,0,1,3,2,3648,127,1,2,-0.1184635
16730,07-Sep-15,2,28,TAMPICO,1,16,21150.518,10,2,2,3,1,9545.5996,507,0,3,1.215735
16713,07-Sep-15,2,33,VALLE DORADO,2,17,8463.0828,14,3,1,2,1,2918.3999,275,0,1,1.899905
16720,07-Sep-15,1,27,TAMPICO,1,9,4148.7416,2,1,2,3,1,4104,172,1,3,0.010902
16714,07-Sep-15,2,38,MONTERREY CENTRO,1,14,7727.9807,16,3,2,3,1,11947.2,561,0,3,-0.3531555
16731,07-Sep-15,2,32,FRAY SERVANDO,2,13,9156.0192,11,3,2,2,2,5806.3999,148,1,2,0.576884
16761,14-Sep-15,2,54,MONTERREY VOLCAN,1,7,1204.3322,37,7,1,3,2,15321.6,70,1,1,-0.9213964
16740,14-Sep-15,2,24,CD. JUAREZ ATLANTIS,1,3,2086.4048,2,0,2,3,2,12251.2,70,1,3,-0.8296979
16763,14-Sep-15,1,25,TIJUANA RIO,1,16,7851.1749,7,1,2,3,1,8816,255,0,3,-0.1094402
16760,14-Sep-15,1,22,CD. JUAREZ BARRANCAS,1,12,17793.047,3,1,2,3,1,6657.6001,136,1,3,1.672592
16752,14-Sep-15,2,24,ARANDAS,1,15,8088.6239,4,2,1,3,2,5198.3999,137,1,1,0.5559834
16746,14-Sep-15,1,48,CD. JUAREZ ATLANTIS,1,18,14907.62,32,5,2,3,1,4468.7998,382,0,3,2.335934
16758,14-Sep-15,2,33,GUADALAJARA PATRIA,1,3,1562.85,7,1,2,3,1,60.799999,59,1,3,24.70477
16743,14-Sep-15,2,35,CHIMALISTAC,2,9,3205.4679,18,4,2,2,1,3161.6001,129,1,1,0.0138752
16755,14-Sep-15,2,34,JUAREZ CHAMIZAL,1,19,6332.1993,19,5,2,3,2,10275.2,168,1,3,-0.3837396
16735,14-Sep-15,1,50,TIJUANA PLAYAS,1,3,4989.2423,34,14,2,3,1,182.39999,58,1,3,26.3533
16734,14-Sep-15,1,35,SAN JERONIMO,2,14,7542.2516,16,4,2,2,2,2918.3999,134,1,2,1.584379
16750,14-Sep-15,1,31,XOLA,2,19,10128.956,5,1,1,2,2,9849.5996,584,0,1,0.0283622
16749,14-Sep-15,2,30,VIADUCTO,2,7,2249.5663,4,1,1,2,1,7782.3999,77,1,2,-0.7109419
16751,14-Sep-15,2,19,TIJUANA RIO,1,4,1603.6404,2,0,2,3,1,4864,133,1,3,-0.6703042
16756,14-Sep-15,2,34,CHIMALISTAC,2,6,1503.1491,10,2,1,2,2,15200,45,1,1,-0.9011086
16753,14-Sep-15,2,28,MERIDA,2,20,8352.5268,10,4,1,3,1,4651.2002,584,0,1,0.7957788
16747,14-Sep-15,1,29,ESCANDON,2,1,118.15146,13,2,2,2,1,11521.6,32,1,2,-0.9897452
16762,14-Sep-15,1,29,CRONOS,2,22,10293.868,9,2,1,1,1,12950.4,584,0,1,-0.2051313
16759,14-Sep-15,1,27,SEVILLA,2,14,9119.9174,3,1,2,1,1,395.20001,260,0,2,22.07671
16738,14-Sep-15,1,27,MERIDA MONTEJO,2,13,1886.6725,7,1,2,3,2,5016,122,1,3,-0.6238691
16739,14-Sep-15,2,29,CHAPALA,1,3,4915.7884,1,0,2,3,1,2036.8,64,1,2,1.413486
16757,14-Sep-15,2,38,INTERLOMAS,2,2,992.72232,24,5,1,1,1,3587.2,86,1,1,-0.7232598
16745,14-Sep-15,2,28,PACHUCA,2,4,2083.2791,11,2,1,2,1,2158.3999,88,1,1,-0.034804
16737,14-Sep-15,2,27,JALISCO,1,3,308.50659,1,0,2,3,2,4104,74,1,3,-0.9248278
16754,14-Sep-15,1,39,ILIADA METRO NORTE,2,1,109.3995,21,10,1,2,1,2979.2,28,1,1,-0.9632789
16744,14-Sep-15,2,35,CHIMALISTAC,2,9,3205.4679,18,2,2,2,1,9272,129,1,1,-0.6542852
16741,14-Sep-15,1,38,TIJUANA RIO,1,22,9688.6489,13,6,2,3,2,972.79999,203,0,3,8.959549
16736,14-Sep-15,1,50,TIJUANA PLAYAS,1,3,4989.2423,34,8,2,3,1,8481.5996,58,1,3,-0.4117569
16742,14-Sep-15,1,22,TIJUANA PLAYAS,1,2,5536.7087,2,1,2,3,1,14288,70,1,3,-0.6124924
16772,21-Sep-15,1,30,TORREON,1,1,468.855,11,2,2,3,1,9819.2002,57,1,3,-0.9522512
16773,21-Sep-15,2,24,CD. JUAREZ ATLANTIS,1,6,948.14984,7,2,2,3,1,8876.7998,63,1,3,-0.8931879
16817,21-Sep-15,2,35,CHAPULTEPEC,2,1,651.70845,14,6,2,1,2,7296,42,1,2,-0.9106759
16813,21-Sep-15,1,31,MONTERREY SAN NICOLAS,1,7,2520.752,6,1,2,3,2,9363.2002,158,1,3,-0.730781
16814,21-Sep-15,1,29,SALTILLO,1,1,234.4275,10,2,1,3,2,10305.6,65,1,1,-0.9772524
16778,21-Sep-15,1,32,ENSENADA,1,1,78.1425,12,2,2,3,2,10366.4,35,1,3,-0.9924619
16797,21-Sep-15,2,25,JALISCO,1,6,2294.0763,7,1,2,3,2,12737.6,93,1,3,-0.8198973
16779,21-Sep-15,1,31,CHIHUAHUA PARRAL,1,21,4430.065,16,2,2,3,1,9636.7998,151,1,1,-0.5402971
16784,21-Sep-15,2,28,FRAY SERVANDO,2,1,732.97665,6,1,2,1,1,2371.2,101,1,2,-0.6908836
16782,21-Sep-15,1,29,MONTERREY SANTA LUCIA,1,2,2220.8099,11,2,2,3,2,27724.801,88,1,3,-0.9198981
16793,21-Sep-15,1,45,TORREON COMARCA,1,17,12550.873,24,13,2,3,1,14379.2,210,0,3,-0.1271508
16780,21-Sep-15,1,32,CRONOS,2,25,13965.784,13,3,1,2,1,6536,577,0,2,1.136748
16786,21-Sep-15,1,29,FRAY SERVANDO,2,15,17034.127,11,3,1,1,1,5107.2002,162,1,2,2.335316
16767,21-Sep-15,2,59,MONTERREY MITRAS,1,15,5358.0124,26,3,2,3,2,7052.7998,221,0,3,-0.2402999
16765,21-Sep-15,2,27,CD. JUAREZ BARRANCAS,1,8,5515.9228,10,1,2,3,1,12251.2,129,1,3,-0.5497647
16799,21-Sep-15,2,30,LAS AGUILAS,2,3,1015.8525,12,4,1,2,1,7204.7998,43,1,1,-0.8590034
16785,21-Sep-15,1,33,METRO CENTRO,2,14,10335.533,19,4,2,2,1,364.79999,86,1,2,27.33206
16795,21-Sep-15,1,31,MAZARIK,2,12,16431.555,1,0,2,2,2,2979.2,161,1,2,4.515425
16816,21-Sep-15,2,32,HAMBURGO,2,5,3235.5371,13,2,1,2,1,14105.6,88,1,1,-0.7706204
16777,21-Sep-15,2,44,SALTILLO MONTERREAL,1,14,5722.9066,12,2,1,3,2,11704,217,0,1,-0.5110298
16769,21-Sep-15,2,34,CHIHUAHUA PARRAL,1,9,3151.0182,16,3,2,3,1,6809.6001,74,1,1,-0.5372682
16790,21-Sep-15,1,28,JUAREZ PASO DEL NORTE,1,5,4743.6561,13,2,1,3,1,5684.7998,73,1,1,-0.1655544
16768,21-Sep-15,1,34,SAN ANGEL,2,15,9006.517,15,3,2,2,2,5776,158,1,2,0.5593001
16805,21-Sep-15,2,34,DURANGO,1,19,13091.119,9,2,2,3,1,2067.2,577,0,1,5.332778
16811,21-Sep-15,1,33,TORREON,1,14,11351.917,17,2,2,3,1,1550.4,231,0,3,6.321928
16774,21-Sep-15,1,29,PRADO CHURUBUSCO,2,7,2704.1056,5,1,2,2,1,3192,108,1,2,-0.1528491
16794,21-Sep-15,2,24,ARANDAS,1,15,2900.212,8,1,1,3,1,152,150,1,1,18.08034
16775,21-Sep-15,2,26,DURANGO,1,3,2716.2333,6,1,2,3,1,3952,93,1,3,-0.312694
16787,21-Sep-15,2,30,SLP TANGAMANGA,1,1,275.68674,7,1,2,3,2,3617.6001,44,1,1,-0.9237929
16788,21-Sep-15,2,28,SATELITE,2,15,14683.601,5,1,1,2,2,9697.5996,577,0,1,0.514148
16819,21-Sep-15,2,34,PUERTO,2,11,2725.2978,8,2,2,2,2,10427.2,100,1,2,-0.7386357
16792,21-Sep-15,2,28,MONTERREY SAN PEDRO,1,6,2848.638,10,4,2,3,2,8238.4004,126,1,2,-0.6542244
16810,21-Sep-15,1,34,COSTA DEL SOL,2,17,8869.4238,5,2,1,3,2,2888,140,1,1,2.07113
16820,21-Sep-15,1,33,PUERTO,2,2,642.64392,15,2,2,2,1,7660.7998,66,1,1,-0.9161127
16798,21-Sep-15,2,28,BARRANCA,2,13,13919.367,4,1,2,1,2,1276.8,262,0,2,9.90176
16802,21-Sep-15,1,41,CUERNAVACA MORELOS,2,19,6495.9548,24,4,1,2,1,91.199997,254,0,1,70.22758
16803,21-Sep-15,1,31,TOLUCA LERMA,2,3,967.09158,4,1,1,2,1,7144,119,1,1,-0.8646289
16807,21-Sep-15,2,33,VERACRUZ,2,27,7801.7785,17,3,1,3,1,17510.4,577,0,1,-0.5544489
16771,21-Sep-15,2,24,CHIHUAHUA,1,1,2513.0628,5,1,2,3,1,13193.6,70,1,1,-0.8095241
16815,21-Sep-15,1,27,FRAY SERVANDO,2,5,3862.5838,2,1,2,2,1,12433.6,79,1,2,-0.6893431
16766,21-Sep-15,2,43,MONTERREY VALLE ALTO,1,9,4503.5086,23,13,2,2,2,8056,88,1,1,-0.4409746
16800,21-Sep-15,2,35,CUERNAVACA,2,10,2367.7803,19,7,1,2,2,1611.2,154,1,2,0.4695757
16781,21-Sep-15,1,39,SAN LUIS POTOSI,1,27,19320.702,20,9,1,3,1,9819.2002,266,0,1,0.9676452
16812,21-Sep-15,1,28,ENSENADA,1,24,13645.306,8,1,2,3,2,851.20001,577,0,3,15.03067
16783,21-Sep-15,1,28,TORREON COMARCA,1,12,8177.6126,12,2,1,3,2,1185.6,134,1,1,5.897447
16770,21-Sep-15,2,32,NAUCALPAN,2,6,6268.2788,4,1,2,2,3,17145.6,130,1,2,-0.6344089
16818,21-Sep-15,1,31,TOLUCA LERMA,2,7,5694.0252,10,4,2,2,2,152,161,1,2,36.46069
16796,21-Sep-15,2,28,CANCUN,2,1,156.285,0,0,1,3,2,7174.3999,25,1,1,-0.9782163
16776,21-Sep-15,2,39,TOREO,2,1,325.0728,13,3,2,2,2,15139.2,65,1,2,-0.9785277
16804,21-Sep-15,1,25,TORREON,1,1,347.57784,7,1,2,3,1,8572.7998,63,1,3,-0.9594557
16809,21-Sep-15,2,24,DURANGO,1,16,14710.794,2,1,2,3,1,4286.3999,312,0,1,2.43197
16801,21-Sep-15,1,28,CONDESA,2,2,2751.2411,10,2,2,2,1,2705.6001,67,1,2,0.0168691
16806,21-Sep-15,2,32,CHIMALISTAC,2,2,819.55854,12,5,1,2,1,2675.2,71,1,1,-0.6936459
16791,21-Sep-15,2,27,COSTA DEL SOL,2,26,7916.5021,3,1,2,3,3,7265.6001,224,0,3,0.0895868
16789,21-Sep-15,1,28,TOLUCA METEPEC,2,18,11169.626,13,3,1,2,2,6536,168,1,1,0.7089392
16859,28-Sep-15,1,28,FRAY SERVANDO,2,1,575.1288,12,2,2,2,2,8542.4004,72,1,2,-0.9326736
16834,28-Sep-15,1,33,ARAGON,2,1,507.92625,14,2,2,2,2,3344,43,1,1,-0.8481082
16833,28-Sep-15,2,44,LEON,1,16,4086.8528,28,4,2,3,2,3009.6001,198,0,1,0.3579388
16850,28-Sep-15,1,28,MARINA NACIONAL,2,4,2578.7025,6,1,2,2,1,364.79999,113,1,1,6.068812
16862,28-Sep-15,1,28,JUAREZ PASO DEL NORTE,1,3,1062.738,8,1,1,3,2,4681.6001,44,1,1,-0.7729968
16856,28-Sep-15,2,53,GUADALAJARA PATRIA,1,18,10767.63,35,6,1,3,1,1459.2,570,0,1,6.379133
16843,28-Sep-15,2,29,FRAY SERVANDO,2,10,5268.6799,5,2,2,1,2,3830.3999,86,1,2,0.3754908
16848,28-Sep-15,1,30,BAJIO,1,33,21803.32,13,3,2,3,1,15078.4,499,0,3,0.4459969
16864,28-Sep-15,1,54,LEON,1,9,2044.0828,31,3,1,3,2,6353.6001,112,1,1,-0.6782796
16853,28-Sep-15,1,25,CHIHUAHUA PARRAL,1,2,2819.3814,6,1,2,3,2,5958.3999,77,1,3,-0.5268224
16837,28-Sep-15,1,33,CD. JUAREZ BARRANCAS,1,1,3102.2573,14,4,2,3,2,15564.8,51,1,2,-0.8006876
16861,28-Sep-15,1,30,SAN ANGEL,2,3,406.65357,13,2,1,2,1,1246.4,31,1,2,-0.6737375
16854,28-Sep-15,2,23,JUAREZ PASO DEL NORTE,1,15,10459.061,2,0,1,3,2,12251.2,570,0,1,-0.1462827
16855,28-Sep-15,2,31,TOREO,2,3,637.6428,13,4,2,2,2,8785.5996,106,1,1,-0.9274218
16826,28-Sep-15,2,33,PRAGA,2,1,1062.738,11,1,2,1,2,9515.2002,74,1,1,-0.8883116
16832,28-Sep-15,1,25,MONTERREY SANTA LUCIA,1,17,5287.5591,6,2,2,3,1,10032,476,0,3,-0.4729307
16828,28-Sep-15,1,31,IRAPUATO,1,18,17249.769,9,3,2,2,2,5897.6001,570,0,2,1.924879
16849,28-Sep-15,1,35,MONTERREY MITRAS,1,11,1703.0064,18,4,1,3,1,2857.6001,136,1,1,-0.4040431
16823,28-Sep-15,2,25,COUNTRY CLUB,1,10,7468.2975,6,3,2,3,2,2158.3999,133,1,3,2.460108
16821,28-Sep-15,1,52,MERIDA MONTEJO,2,15,4614.0333,27,5,1,3,3,486.39999,270,0,1,8.486089
16840,28-Sep-15,2,31,VIADUCTO,2,1,1034.6067,11,4,1,2,1,7752,31,1,1,-0.8665368
16825,28-Sep-15,2,32,QUERETARO ARCOS,1,16,6690.2483,11,2,1,3,1,2188.8,570,0,1,2.056583
16845,28-Sep-15,2,28,PRADO CHURUBUSCO,2,1,561.06315,11,2,2,2,2,3800,32,1,2,-0.8523518
16851,28-Sep-15,1,28,MARINA NACIONAL,2,4,2578.7025,6,2,2,2,1,9576,113,1,1,-0.7307119
16846,28-Sep-15,1,27,HAMBURGO,2,2,1428.4449,3,1,2,2,1,10761.6,29,1,2,-0.8672646
16852,28-Sep-15,2,32,LEON,1,21,7718.3535,7,2,2,3,1,11916.8,129,1,1,-0.3523132
16863,28-Sep-15,2,54,MONTERREY CUMBRES,1,14,16475.877,30,6,1,3,1,5380.7998,570,0,1,2.061975
16827,28-Sep-15,2,24,TIJUANA CACHANILLA,1,4,2850.951,8,2,1,3,1,8299.2002,102,1,2,-0.6564788
16822,28-Sep-15,1,25,CHIHUAHUA,1,4,1275.7857,4,1,2,2,2,14470.4,198,0,2,-0.9118348
16841,28-Sep-15,1,25,QUERETARO ARCOS,1,4,1415.9421,5,3,1,3,1,4712,116,1,1,-0.6995029
16829,28-Sep-15,2,35,FRAY SERVANDO,2,2,1526.9044,17,3,1,2,1,4164.7998,21,1,1,-0.6333787
16830,28-Sep-15,2,35,QUERETARO ARCOS,1,17,19657.027,15,6,1,3,1,10244.8,570,0,1,0.9187322
16835,28-Sep-15,2,29,NAUCALPAN,2,1,546.9975,9,2,2,2,2,5320,46,1,2,-0.8971809
16842,28-Sep-15,1,38,MONTERREY CUMBRES,1,11,4252.7649,25,5,1,3,1,15169.6,116,1,1,-0.7196521
16847,28-Sep-15,2,29,MONTERREY MITRAS,1,19,6163.6929,13,2,2,3,1,14835.2,463,0,3,-0.5845224
16836,28-Sep-15,2,36,CORREGIDORA,1,20,10351.756,18,3,1,3,1,1520,207,0,1,5.810366
16858,28-Sep-15,2,48,ARAGON,2,7,971.46756,20,12,2,1,2,9515.2002,120,1,2,-0.8979036
16839,28-Sep-15,1,28,PRAGA,2,1,30.506832,11,5,2,2,2,4651.2002,81,1,2,-0.9934411
16838,28-Sep-15,1,28,PERINORTE,2,4,824.18458,10,4,1,2,1,8785.5996,119,1,1,-0.9061891
16831,28-Sep-15,2,32,SATELITE,2,3,1153.0707,12,2,1,1,2,942.40002,64,1,1,0.223547
16844,28-Sep-15,2,29,GUANAJUATO,1,16,7751.8923,7,1,2,3,2,14896,570,0,2,-0.4795991
16824,28-Sep-15,2,28,JUAREZ PASO DEL NORTE,1,2,827.37279,6,1,1,3,1,4316.7998,65,1,2,-0.8083366
16860,28-Sep-15,2,30,OLIMPO,2,2,879.57198,10,2,2,2,2,942.40002,52,1,2,-0.0666681
16911,05-Oct-15,2,28,TAMPICO,1,1,110.2747,1,0,2,2,2,4377.6001,84,1,2,-0.9748093
16872,05-Oct-15,1,27,MONTERREY LAS TORRES,1,5,1352.1153,9,2,2,3,1,35233.602,73,1,3,-0.9616243
16904,05-Oct-15,1,28,JUAREZ PASO DEL NORTE,1,5,2537.7558,11,4,2,3,1,2766.3999,92,1,2,-0.0826504
16867,05-Oct-15,2,33,ATLIXCO,2,17,10777.914,12,2,2,3,2,6171.2002,563,0,3,0.7464858
16879,05-Oct-15,2,43,SAN ANGEL,2,1,62.514,2,1,2,1,3,9758.4004,71,1,1,-0.9935938
16897,05-Oct-15,2,31,MONTERREY CENTRO,1,9,2110.4726,10,2,2,3,1,14166.4,191,0,2,-0.8510227
16873,05-Oct-15,1,37,TIJUANA RIO,1,15,3187.4638,20,4,2,3,2,5624,185,0,3,-0.433239
16918,05-Oct-15,2,57,JUAREZ CHAMIZAL,1,20,7436.6654,32,19,2,3,2,1824,162,1,3,3.077119
16894,05-Oct-15,1,30,CONDESA,2,9,4621.535,6,2,2,2,1,7600,156,1,2,-0.3919033
16892,05-Oct-15,2,34,CRACOVIA,2,1,437.598,16,6,1,2,1,1276.8,59,1,1,-0.6572698
16866,05-Oct-15,2,29,SALTILLO,1,1,12.5028,13,3,2,3,1,10244.8,64,1,1,-0.9987796
16878,05-Oct-15,2,31,VERACRUZ,2,1,100.52251,14,4,1,3,2,3161.6001,95,1,2,-0.9682052
16907,05-Oct-15,2,28,MONTERREY LAS TORRES,1,19,6448.9442,11,3,1,3,2,10062.4,399,0,1,-0.3591048
16905,05-Oct-15,2,30,ATLIXCO,2,3,1112.7492,13,7,2,3,2,4012.8,99,1,3,-0.7227001
16893,05-Oct-15,2,27,SALTILLO MONTERREAL,1,21,3085.1909,7,1,2,3,2,6627.2002,175,1,3,-0.5344654
16902,05-Oct-15,2,41,TAMPICO ALTAMIRA,1,16,10174.841,14,3,2,3,1,1793.6,563,0,3,4.67286
16926,05-Oct-15,1,52,VIVEROS,2,12,8472.5224,27,6,1,2,2,4012.8,144,1,1,1.111374
16871,05-Oct-15,2,43,ARAGON,2,21,16006.928,24,2,1,2,1,9028.7998,357,0,1,0.7728745
16874,05-Oct-15,2,29,TULUM,2,2,900.2016,9,1,1,3,2,13315.2,30,1,2,-0.932393
16881,05-Oct-15,1,45,TAMPICO ALTAMIRA,1,5,2828.946,19,4,1,3,2,547.20001,105,1,1,4.169858
16915,05-Oct-15,1,28,SEVILLA,2,12,5571.8728,3,1,2,1,2,9728,239,0,2,-0.4272335
16923,05-Oct-15,1,52,CD. JUAREZ BARRANCAS,1,17,9176.4301,32,7,1,3,2,304,261,0,1,29.18563
16920,05-Oct-15,2,30,PACHUCA,2,26,9015.269,4,2,1,2,2,5928,409,0,1,0.5207943
16901,05-Oct-15,1,30,TAMPICO ALTAMIRA,1,4,1781.8053,6,2,2,3,2,5107.2002,79,1,3,-0.651119
16908,05-Oct-15,2,33,CD. JUAREZ ATLANTIS,1,7,5951.3328,11,6,2,2,3,4043.2,78,1,2,0.4719363
16876,05-Oct-15,2,35,CUERNAVACA,2,9,4252.4523,16,3,1,2,2,2888,184,0,2,0.4724558
16887,05-Oct-15,1,32,COSTA DEL SOL,2,16,3055.7468,13,5,1,3,1,18665.6,219,0,1,-0.8362899
16924,05-Oct-15,1,52,CD. JUAREZ BARRANCAS,1,17,9176.4301,32,12,1,3,2,8724.7998,261,0,1,0.051764
16917,05-Oct-15,2,22,MONTERREY GUADALUPE,1,8,6106.9927,4,1,2,3,1,14379.2,98,1,3,-0.5752898
16898,05-Oct-15,1,31,SOTELO,2,3,1055.3613,15,3,2,2,1,3192,70,1,2,-0.669373
16922,05-Oct-15,1,26,CHAPALA,1,1,50.0112,8,2,2,3,2,2918.3999,60,1,3,-0.9828635
16913,05-Oct-15,2,29,CULIACAN HUMAYA,1,1,78.1425,9,4,1,3,2,3708.8,56,1,1,-0.9789305
16884,05-Oct-15,1,27,HERMOSILLO PITIC,1,16,11524.768,3,1,1,2,2,13102.4,197,0,1,-0.1204079
16906,05-Oct-15,1,28,JUAREZ PASO DEL NORTE,1,14,2670.4105,12,4,2,3,1,2644.8,105,1,2,0.0096833
16909,05-Oct-15,2,31,TAMPICO ALTAMIRA,1,12,6440.3173,10,3,2,3,1,8056,143,1,3,-0.2005564
16912,05-Oct-15,1,27,TORREON COMARCA,1,4,1973.9421,6,1,2,3,2,820.79999,140,1,3,1.4049
16869,05-Oct-15,1,26,CHIHUAHUA VILLA,1,6,5173.1585,6,1,2,3,1,1276.8,93,1,2,3.051659
16888,05-Oct-15,1,27,CHIMALISTAC,2,1,125.028,5,1,2,1,2,304,63,1,2,-0.5887237
16921,05-Oct-15,1,41,COSTA DEL SOL,2,1,62.514,25,3,2,3,1,13345.6,35,1,1,-0.9953157
16865,05-Oct-15,2,32,JUAREZ PASO DEL NORTE,1,22,55821.376,18,4,2,3,1,10244.8,563,0,3,4.448752
16916,05-Oct-15,2,35,EJERCITO,2,3,2238.6263,19,4,1,2,1,7660.7998,94,1,1,-0.7077816
