"ï..key","f_alta","genero","edad","sucursal","div","num_ventas","sueldo_prom","antiguedad","num_trabajos_previos","edo_civil","experiencia","escolaridad","salario_diario_ant","num_dias","rotacion","dependientes","incremento","mes"
17443,"14-Dec-15",1,27,"CHIHUAHUA PARRAL",1,20,9395.9792,7,1,2,2,2,6201.6001,351,0,3,1.51509,12
17444,"14-Dec-15",0,45,"CRONOS",2,11,7948.9052,28,3,2,1,1,1915.2,135,1,1,4.150431,12
17445,"14-Dec-15",1,29,"MERIDA",2,1,1424.0689,10,4,1,2,1,1398.4,29,1,1,1.018356,12
17446,"14-Dec-15",0,35,"VERACRUZ",2,27,15314.93,18,3,1,2,1,3891.2,493,0,1,3.935786,12
17447,"14-Dec-15",0,25,"CHOLULA",2,18,11712.602,1,0,1,2,2,5897.6001,192,0,1,1.985995,12
17448,"14-Dec-15",0,30,"CHAPALA",1,2,893.32506,12,3,2,2,2,15108.8,42,1,3,0.0591261,12
17449,"21-Dec-15",1,44,"SATELITE",2,21,9647.9106,22,4,1,1,2,4772.7998,318,0,1,2.021436,12
17450,"21-Dec-15",0,44,"PACHUCA",2,24,12489.672,2,1,1,1,2,15321.6,437,0,1,0.8151676,12
17451,"21-Dec-15",1,31,"NAUCALPAN",2,12,7504.6807,3,1,1,1,2,4408,248,0,1,1.702514,12
17452,"21-Dec-15",0,41,"COUNTRY CLUB",1,15,11151.872,24,10,1,2,2,6232,147,1,1,1.789453,12
17456,"21-Dec-15",0,34,"JALISCO",1,19,16391.921,16,6,1,2,1,3465.6001,486,0,1,4.729894,12
17457,"21-Dec-15",0,32,"COUNTRY CLUB",1,5,3315.1174,13,4,2,2,1,6840,85,1,1,0.4846663,12
17463,"21-Dec-15",0,35,"SAN ANGEL",2,12,2731.2367,19,5,1,1,1,10427.2,101,1,1,0.2619338,12
17467,"21-Dec-15",1,32,"SALTILLO",1,12,2480.8056,16,6,1,2,1,6657.6001,162,1,1,0.3726276,12
17468,"21-Dec-15",0,24,"SALTILLO MONTERREAL",1,18,8927.3743,1,0,1,2,2,10184,185,0,1,0.8766078,12
17469,"21-Dec-15",1,33,"CHIHUAHUA PARRAL",1,1,1699.1305,16,3,1,2,1,273.60001,74,1,1,6.210272,12
17470,"21-Dec-15",1,32,"CHIHUAHUA VILLA",1,1,50.0112,15,3,2,2,1,6900.7998,60,1,3,0.0072472,12
17471,"21-Dec-15",0,31,"JUAREZ CHAMIZAL",1,8,4345.4523,14,3,1,2,2,6323.2002,43,1,1,0.6872236,12
17472,"21-Dec-15",1,25,"CD. JUAREZ BARRANCAS",1,1,125.028,15,3,1,2,2,2097.6001,44,1,1,0.0596053,12
17473,"21-Dec-15",1,26,"JUAREZ PASO DEL NORTE",1,3,4385.7322,9,2,2,1,1,4924.7998,43,1,3,0.8905402,12
17474,"21-Dec-15",1,26,"JUAREZ PASO DEL NORTE",1,4,5863.9382,8,2,2,2,2,11400,123,1,3,0.5143806,12
17475,"21-Dec-15",1,32,"CD. JUAREZ BARRANCAS",1,15,7788.1191,10,2,2,2,1,10883.2,274,0,3,0.7156093,12
17476,"21-Dec-15",0,25,"CD. JUAREZ ATLANTIS",1,17,13003.162,4,1,1,1,2,1489.6,196,0,1,8.729298,12
17477,"21-Dec-15",1,26,"CD. JUAREZ BARRANCAS",1,1,437.598,9,1,1,2,1,6596.7998,49,1,1,0.0663349,12
17478,"21-Dec-15",1,52,"TORREON COMARCA",1,10,6051.3552,34,7,1,2,1,8025.6001,119,1,1,0.7540066,12
17479,"21-Dec-15",1,52,"TORREON COMARCA",1,10,6051.3552,34,7,1,2,1,8329.5996,119,1,1,0.7264881,12
17480,"21-Dec-15",1,43,"TORREON COMARCA",1,4,1345.0512,20,7,1,2,2,6748.7998,49,1,1,0.1993023,12
17481,"21-Dec-15",1,29,"CHAPULTEPEC",2,8,1562.85,9,2,1,1,2,24168,120,1,1,0.0646661,12
17482,"21-Dec-15",1,30,"LA PAZ",1,5,1450.3248,12,2,2,2,1,3313.6001,49,1,3,0.4376885,12
17483,"21-Dec-15",0,25,"MONTERREY SANTA LUCIA",1,1,62.514,8,1,2,2,2,3374.3999,43,1,3,0.018526,12
17484,"21-Dec-15",1,24,"MONTERREY MITRAS",1,16,9734.43,5,2,2,2,2,6596.7998,274,0,3,1.475629,12
17485,"21-Dec-15",1,26,"MONTERREY MITRAS",1,5,725.1624,2,0,2,2,2,4742.3999,109,1,3,0.1529104,12
17487,"21-Dec-15",1,34,"SAN LUIS POTOSI",1,1,121.65224,13,3,2,2,1,1094.4,84,1,3,0.1111588,12
17489,"21-Dec-15",1,45,"LEON",1,12,10168.902,21,5,2,2,3,1732.8,186,0,3,5.86848,12
17490,"21-Dec-15",1,38,"GRIJALVA",2,2,325.57291,23,5,1,2,2,212.8,70,1,1,1.529948,12
17491,"21-Dec-15",1,34,"VIVEROS",2,20,11120.74,14,4,1,1,1,9697.5996,486,0,1,1.146752,12
17495,"21-Dec-15",0,31,"EJERCITO",2,1,112.5252,11,2,1,1,2,14592,46,1,1,0.0077114,12
