"","key","f_alta","genero","edad","sucursal","div","num_ventas","sueldo_prom","antigüedad","num_trabajos_previos","edo_civil","experiencia","escolaridad","salario_diario_ant","num_dias","rotacion","dependientes","incremento","antiguedad","grupo_edad","grupo_sueldo"
"1774",15740,"08-Jun-15",1,30,"CHIMALISTAC",2,1,1006.4754,8,3,NA,NA,NA,9940.7998,64,0,NA,0.1012469,8,2,1
"1775",15741,"08-Jun-15",0,24,"CHIHUAHUA VILLA",1,16,20084.498,7,1,NA,NA,NA,8420.7998,682,1,NA,2.385106,7,1,3
"1776",15742,"08-Jun-15",0,37,"PACHUCA",2,2,3724.2715,21,7,NA,NA,NA,4864,39,0,NA,0.7656808,21,2,2
"1777",15743,"08-Jun-15",1,33,"BAJIO",1,6,3246.0395,14,3,NA,NA,NA,3435.2,56,0,NA,0.9449347,14,2,2
"1778",15744,"08-Jun-15",1,30,"COSTA DEL SOL",2,8,2048.8963,12,5,NA,NA,NA,6505.6001,81,0,NA,0.3149435,12,2,2
"1779",15745,"08-Jun-15",1,31,"CONDESA",2,3,1303.4169,10,3,NA,NA,NA,1732.8,78,0,NA,0.7522027,10,2,1
"1780",15746,"15-Jun-15",1,30,"CHIMALISTAC",2,18,10000.99,10,2,NA,NA,NA,3526.3999,675,1,NA,2.836034,10,2,3
"1781",15747,"15-Jun-15",0,29,"VIVEROS",2,1,223.48755,9,3,NA,NA,NA,3648,15,0,NA,0.061263,9,2,1
"1782",15748,"15-Jun-15",1,33,"LAS AGUILAS",2,9,3422.3289,11,3,NA,NA,NA,18422.4,49,0,NA,0.18577,11,2,2
"1783",15749,"15-Jun-15",1,36,"VIADUCTO",2,19,15155.894,2,1,NA,NA,NA,760,675,1,NA,19.94197,2,2,3
"1784",15750,"15-Jun-15",1,34,"SAN JERONIMO",2,5,2117.3492,14,5,NA,NA,NA,6475.2002,95,0,NA,0.3269936,14,2,2
"1785",15751,"15-Jun-15",0,32,"MONTERREY CHIPINQUE",1,4,1544.0958,17,3,NA,NA,NA,13406.4,101,0,NA,0.115176,17,2,1
"1786",15752,"15-Jun-15",0,49,"ARAGON",2,12,4983.9286,26,4,NA,NA,NA,486.39999,119,0,NA,10.24656,26,3,2
"1787",15753,"15-Jun-15",0,29,"ESCANDON",2,15,14274.916,8,2,NA,NA,NA,3526.3999,427,1,NA,4.048014,8,2,3
"1788",15754,"15-Jun-15",0,28,"INTERLOMAS",2,16,16781.883,6,2,NA,NA,NA,638.40002,599,1,NA,26.28741,6,2,3
"1789",15755,"15-Jun-15",1,30,"VERACRUZ",2,17,9165.8027,7,2,NA,NA,NA,4256,140,0,NA,2.153619,7,2,2
"1790",15756,"15-Jun-15",0,29,"CD. OBREGON",1,17,10899.316,6,2,NA,NA,NA,9484.7998,675,1,NA,1.149135,6,2,3
"1791",15757,"15-Jun-15",0,36,"CHAPALA",1,9,5557.182,15,5,NA,NA,NA,5168,81,0,NA,1.075306,15,2,2
"1792",15758,"15-Jun-15",1,33,"VERACRUZ",2,11,3081.9402,14,2,NA,NA,NA,1337.6,59,0,NA,2.304082,14,2,2
"1793",15759,"15-Jun-15",1,37,NA,2,1,62.514,15,9,NA,NA,NA,152,23,0,NA,0.4112763,15,2,1
"1794",15760,"15-Jun-15",0,34,"GUADALAJARA AJIJIC",1,8,2852.5138,13,5,NA,NA,NA,8481.5996,98,0,NA,0.3363179,13,2,2
"1795",15761,"15-Jun-15",0,24,"JUAREZ CHAMIZAL",1,3,437.598,3,1,NA,NA,NA,8785.5996,24,0,NA,0.0498086,3,1,1
"1796",15762,"15-Jun-15",1,28,"POLANCO",2,2,255.99483,11,3,NA,NA,NA,6627.2002,14,0,NA,0.0386279,11,2,1
"1797",15763,"15-Jun-15",1,29,"ARANDAS",1,3,2280.1982,10,2,NA,NA,NA,23529.6,85,0,NA,0.0969076,10,2,2
"1798",15764,"15-Jun-15",0,47,"SALTILLO",1,29,10333.564,30,8,NA,NA,NA,4286.3999,238,1,NA,2.410779,30,2,3
"1799",15765,"15-Jun-15",0,29,"MIXCOAC",2,16,10973.395,10,5,NA,NA,NA,364.79999,396,1,NA,30.08058,10,2,3
"1800",15766,"15-Jun-15",0,30,"CHIHUAHUA PARRAL",1,1,156.285,NA,NA,NA,NA,NA,NA,57,0,NA,NA,NA,2,1
"1801",15767,"15-Jun-15",0,43,"CRACOVIA",2,1,625.14,29,4,NA,NA,NA,19182.4,16,0,NA,0.0325892,29,2,1
"1802",15768,"15-Jun-15",1,29,"MONTERREY CHIPINQUE",1,8,4994.8686,11,4,NA,NA,NA,9332.7998,101,0,NA,0.5351951,11,2,2
"1803",15769,"15-Jun-15",0,27,"CD. JUAREZ BARRANCAS",1,12,7210.0522,11,2,NA,NA,NA,7052.7998,121,0,NA,1.022296,11,1,2
"1804",15770,"15-Jun-15",1,29,"TORREON",1,14,6895.2942,8,1,NA,NA,NA,1368,101,0,NA,5.04042,8,2,2
"1805",15771,"15-Jun-15",0,23,"CD. JUAREZ ATLANTIS",1,7,2710.607,4,1,NA,NA,NA,12038.4,67,0,NA,0.2251634,4,1,2
"1806",15772,"15-Jun-15",1,41,"METRO CENTRO",2,19,5435.5923,13,3,NA,NA,NA,9880,326,1,NA,0.5501612,13,2,2
"1807",15773,"15-Jun-15",1,32,"POLANCO",2,2,3193.5277,13,4,NA,NA,NA,4833.6001,50,0,NA,0.6606934,13,2,2
"1808",15774,"15-Jun-15",0,31,"MARINA NACIONAL",2,8,8824.7888,10,2,NA,NA,NA,9424,88,0,NA,0.9364164,10,2,2
"1809",15775,"15-Jun-15",1,42,"MONTERREY VOLCAN",1,11,7434.4775,24,4,NA,NA,NA,5289.6001,147,0,NA,1.40549,24,2,2
"1810",15776,"15-Jun-15",0,32,"SALTILLO",1,2,353.2041,8,1,NA,NA,NA,4590.3999,43,0,NA,0.0769441,8,2,1
"1811",15777,"15-Jun-15",1,30,"CD. JUAREZ BARRANCAS",1,3,794.55294,12,2,NA,NA,NA,1763.2,60,0,NA,0.4506312,12,2,1
"1812",15778,"15-Jun-15",1,44,"TORREON",1,19,11255.021,24,7,NA,NA,NA,152,227,1,NA,74.04619,24,2,3
"1813",15779,"15-Jun-15",1,31,"TRADE CENTER",2,1,471.9807,1,0,NA,NA,NA,16172.8,18,0,NA,0.0291836,1,2,1
"1814",15780,"15-Jun-15",0,35,"MONTERREY CHIPINQUE",1,5,5791.7658,17,3,NA,NA,NA,11004.8,170,0,NA,0.5262945,17,2,2
"1815",15781,"15-Jun-15",0,26,"CD. JUAREZ BARRANCAS",1,4,559.5003,7,2,NA,NA,NA,2918.3999,73,0,NA,0.1917147,7,1,1
"1816",15782,"15-Jun-15",1,50,"SOLIDEZ",2,19,20541.475,31,7,NA,NA,NA,9515.2002,566,1,NA,2.158806,31,3,3
"1817",15783,"15-Jun-15",1,50,"ILIADA METRO NORTE",2,19,20541.475,31,7,NA,NA,NA,9515.2002,566,1,NA,2.158806,31,3,3
"1818",15784,"15-Jun-15",1,30,"SALTILLO",1,3,1014.2897,9,4,NA,NA,NA,11430.4,46,0,NA,0.0887361,9,2,1
"1819",15785,"15-Jun-15",0,23,"CD. JUAREZ BARRANCAS",1,14,11842.965,4,1,NA,NA,NA,2736,164,0,NA,4.328569,4,1,3
"1820",15786,"15-Jun-15",0,39,"MONTERREY SANTA LUCIA",1,3,1359.6795,14,2,NA,NA,NA,1124.8,50,0,NA,1.208819,14,2,1
"1821",15787,"15-Jun-15",0,30,"SALTILLO MONTERREAL",1,18,4142.6152,10,2,NA,NA,NA,5472,675,1,NA,0.7570569,10,2,2
"1822",15788,"15-Jun-15",0,28,"PATRIOTISMO",2,18,17603.474,10,2,NA,NA,NA,1732.8,225,1,NA,10.15898,10,2,3
"1823",15789,"15-Jun-15",0,28,"PATRIOTISMO",2,18,17603.474,10,1,NA,NA,NA,3982.3999,225,1,NA,4.420318,10,2,3
"1824",15790,"15-Jun-15",1,26,"MONTERREY CUMBRES",1,5,1337.7996,3,1,NA,NA,NA,91.199997,112,0,NA,14.66886,3,1,1
"1825",15791,"15-Jun-15",1,32,"MARINA NACIONAL",2,8,5375.8914,12,3,NA,NA,NA,2827.2,81,0,NA,1.90149,12,2,2
"1826",15792,"15-Jun-15",0,24,"GUADALAJARA CENTRO",1,1,93.771,3,1,NA,NA,NA,8876.7998,64,0,NA,0.0105636,3,1,1
"1827",15793,"15-Jun-15",0,38,"GUADALAJARA CENTRO",1,6,7545.7524,19,5,NA,NA,NA,8907.2002,77,0,NA,0.847152,19,2,2
"1828",15794,"15-Jun-15",1,49,"QUERETARO ARCOS",1,2,390.7125,31,5,NA,NA,NA,3161.6001,46,0,NA,0.1235806,31,3,1
"1829",15795,"15-Jun-15",1,36,"CHIHUAHUA",1,3,2094.219,19,8,NA,NA,NA,25323.199,57,0,NA,0.0826996,19,2,2
"1830",15796,"15-Jun-15",1,30,"POLANCO",2,3,629.82855,5,2,NA,NA,NA,486.39999,24,0,NA,1.294878,5,2,1
"1831",15797,"15-Jun-15",1,24,"TORREON",1,1,390.7125,1,1,NA,NA,NA,2158.3999,51,0,NA,0.1810195,1,1,1
"1832",15798,"15-Jun-15",1,28,"ARANDAS",1,4,3356.0641,6,2,NA,NA,NA,4195.2002,88,0,NA,0.7999771,6,2,2
"1833",15799,"15-Jun-15",1,24,"JUAREZ PASO DEL NORTE",1,14,5469.6624,3,2,NA,NA,NA,1702.4,136,0,NA,3.212913,3,1,2
"1834",15800,"15-Jun-15",0,32,"MONTERREY TECNOLOGICO",1,1,93.771,15,2,NA,NA,NA,3891.2,31,0,NA,0.0240982,15,2,1
"1835",15801,"15-Jun-15",1,30,"EL SALTO",1,7,5184.5986,11,2,NA,NA,NA,1672,119,0,NA,3.100837,11,2,2
"1836",15802,"15-Jun-15",0,28,"TIJUANA CACHANILLA",1,4,3278.8593,11,2,NA,NA,NA,6657.6001,77,0,NA,0.4924987,11,2,2
"1837",15803,"15-Jun-15",1,26,"TIJUANA INDUSTRIAL",1,7,7253.1869,4,1,NA,NA,NA,7417.6001,137,0,NA,0.9778347,4,1,2
"1838",15804,"15-Jun-15",0,34,"CHIHUAHUA",1,9,2542.1318,5,1,NA,NA,NA,8177.6001,91,0,NA,0.3108653,5,2,2
"1839",15805,"15-Jun-15",0,48,"LINDAVISTA",2,20,10403.892,28,6,NA,NA,NA,3192,675,1,NA,3.259365,28,3,3
"1840",15806,"15-Jun-15",1,35,"SALTILLO MONTERREAL",1,2,992.40975,9,2,NA,NA,NA,6596.7998,29,0,NA,0.1504381,9,2,1
"1841",15807,"15-Jun-15",1,45,"SAN MARCOS",1,26,19438.728,30,17,NA,NA,NA,6809.6001,675,1,NA,2.854606,30,2,3
"1842",15808,"15-Jun-15",0,30,"CHIHUAHUA VILLA",1,8,8978.5732,4,1,NA,NA,NA,2371.2,85,0,NA,3.78651,4,2,2
"1843",15809,"15-Jun-15",1,45,"MONTERREY CUMBRES",1,14,7753.4551,23,4,NA,NA,NA,3131.2,140,0,NA,2.476193,23,2,2
"1844",15810,"15-Jun-15",0,28,NA,2,6,8540.0375,11,1,NA,NA,NA,5593.6001,74,0,NA,1.526752,11,2,2
"1845",15811,"15-Jun-15",0,25,"CORREGIDORA",1,4,1525.029,11,3,NA,NA,NA,4772.7998,77,0,NA,0.319525,11,1,1
"1846",15812,"15-Jun-15",0,28,"CORREGIDORA",1,5,3344.1864,9,2,NA,NA,NA,2188.8,99,0,NA,1.527863,9,2,2
"1847",15813,"15-Jun-15",1,28,"CD. OBREGON",1,14,5451.5334,9,2,NA,NA,NA,577.59998,289,1,NA,9.438251,9,2,2
"1848",15814,"15-Jun-15",0,26,"MONTERREY CUMBRES",1,2,592.00758,9,2,NA,NA,NA,11734.4,91,0,NA,0.0504506,9,1,1
"1849",15815,"15-Jun-15",0,24,"CD. JUAREZ BARRANCAS",1,2,1286.5381,5,1,NA,NA,NA,16780.801,65,0,NA,0.0766673,5,1,1
"1850",15816,"15-Jun-15",1,30,"EL SALTO",1,14,9594.7112,4,2,NA,NA,NA,9849.5996,407,1,NA,0.9741219,4,2,2
"1851",15817,"15-Jun-15",1,30,"TORREON COMARCA",1,5,2085.467,8,1,NA,NA,NA,5380.7998,92,0,NA,0.3875757,8,2,2
"1852",15818,"22-Jun-15",0,42,"CUERNAVACA",2,2,1469.079,21,6,NA,NA,NA,8542.4004,63,0,NA,0.171975,21,2,1
"1853",15819,"22-Jun-15",0,37,"PACHUCA",2,8,6781.2061,11,1,NA,NA,NA,729.59998,60,0,NA,9.294416,11,2,2
"1854",15820,"22-Jun-15",0,28,"NAPOLES",2,20,22770.256,9,4,NA,NA,NA,10640,423,1,NA,2.140062,9,2,3
"1855",15821,"22-Jun-15",1,30,"PRADO CHURUBUSCO",2,8,8883.2394,8,1,NA,NA,NA,8816,95,0,NA,1.007627,8,2,2
"1856",15822,"22-Jun-15",0,23,"JUAREZ PASO DEL NORTE",1,1,62.514,2,0,NA,NA,NA,8481.5996,28,0,NA,0.0073705,2,1,1
"1857",15823,"22-Jun-15",0,33,"CUERNAVACA MORELOS",2,17,7686.0963,12,2,NA,NA,NA,425.60001,115,0,NA,18.05944,12,2,2
"1858",15824,"22-Jun-15",0,56,NA,1,2,546.9975,20,3,NA,NA,NA,15534.4,53,0,NA,0.035212,20,3,1
"1859",15825,"22-Jun-15",0,31,"GUADALAJARA TLAQUEPAQUE",1,1,162.5364,5,1,NA,NA,NA,4256,53,0,NA,0.0381899,5,2,1
"1860",15826,"22-Jun-15",1,35,"CRACOVIA",2,1,115.02576,18,3,NA,NA,NA,6140.7998,22,0,NA,0.0187314,18,2,1
"1861",15827,"22-Jun-15",1,35,"CRACOVIA",2,1,115.02576,18,3,NA,NA,NA,3283.2,22,0,NA,0.0350346,18,2,1
"1862",15828,"22-Jun-15",1,33,"VIADUCTO",2,4,2017.6393,3,0,NA,NA,NA,5259.2002,42,0,NA,0.38364,3,2,2
"1863",15829,"22-Jun-15",1,32,"TRADE CENTER",2,5,1087.1185,9,1,NA,NA,NA,14865.6,63,0,NA,0.0731298,9,2,1
"1864",15830,"22-Jun-15",1,27,"TIJUANA RIO",1,4,1514.4017,6,2,NA,NA,NA,5988.7998,44,0,NA,0.2528723,6,1,1
"1865",15831,"22-Jun-15",1,30,"TULUM",2,2,353.2041,14,6,NA,NA,NA,15200,31,0,NA,0.0232371,14,2,1
"1866",15832,"22-Jun-15",1,27,"REFORMA",2,2,981.4698,10,2,NA,NA,NA,4499.2002,36,0,NA,0.2181432,10,1,1
"1867",15833,"22-Jun-15",0,26,"CANCUN",2,10,1819.1574,5,1,NA,NA,NA,3131.2,95,0,NA,0.5809777,5,1,1
"1868",15834,"22-Jun-15",0,31,"CHOLULA",2,2,862.6932,10,2,NA,NA,NA,2736,63,0,NA,0.3153118,10,2,1
"1869",15835,"22-Jun-15",1,29,"LEON",1,17,19216.335,12,2,NA,NA,NA,2067.2,210,1,NA,9.295828,12,2,3
"1870",15836,"22-Jun-15",1,30,"SAN LUIS POTOSI",1,4,2144.2302,10,5,NA,NA,NA,13376,109,0,NA,0.1603043,10,2,2
"1871",15837,"22-Jun-15",0,34,"EJERCITO",2,1,234.4275,14,3,NA,NA,NA,1398.4,67,0,NA,0.1676398,14,2,1
"1872",15838,"22-Jun-15",1,31,"CAMPECHE",2,17,11447.251,10,2,NA,NA,NA,3496,275,1,NA,3.274385,10,2,3
"1873",15839,"22-Jun-15",0,22,"MEXICALI IMPERIAL",1,1,1148.6948,5,1,NA,NA,NA,25475.199,25,0,NA,0.0450907,5,1,1
"1874",15840,"22-Jun-15",1,31,"MONTERREY SENDERO",1,1,711.09675,14,2,NA,NA,NA,1641.6,28,0,NA,0.433173,14,2,1
"1875",15841,"22-Jun-15",0,33,"CONDESA",2,4,5757.5394,17,3,NA,NA,NA,1641.6,91,0,NA,3.507273,17,2,2
"1876",15842,"22-Jun-15",1,51,"ATLIXCO",2,10,11618.539,33,11,NA,NA,NA,91.199997,98,0,NA,127.3963,33,3,3
"1877",15843,"22-Jun-15",0,40,"ALTAVISTA",2,5,2539.6312,0,0,NA,NA,NA,3617.6001,60,0,NA,0.702021,0,2,2
"1878",15844,"22-Jun-15",1,27,"CORREGIDORA",1,16,8907.6199,5,1,NA,NA,NA,9758.4004,157,0,NA,0.9128156,5,1,2
"1879",15845,"22-Jun-15",1,28,"LEON",1,2,625.14,10,6,NA,NA,NA,15139.2,67,0,NA,0.0412928,10,2,1
"1880",15846,"22-Jun-15",1,27,"COSTA DEL SOL",2,6,609.5115,10,1,NA,NA,NA,2553.6001,35,0,NA,0.2386871,10,1,1
"1881",15847,"22-Jun-15",1,29,"ARAGON",2,2,539.18325,6,1,NA,NA,NA,7265.6001,42,0,NA,0.0742104,6,2,1
"1882",15848,"22-Jun-15",1,28,"NICOLAS BRAVO",2,14,9284.5793,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,2,2
"1883",15849,"22-Jun-15",1,46,"MONTERREY GUADALUPE",1,9,3553.6083,29,7,NA,NA,NA,9576,158,0,NA,0.3710953,29,2,2
"1884",15850,"22-Jun-15",1,28,"TRADE CENTER",2,13,9400.8553,9,2,NA,NA,NA,8268.7998,122,0,NA,1.136907,9,2,2
"1885",15851,"22-Jun-15",1,34,"DURANGO",1,16,14418.854,11,4,NA,NA,NA,2614.3999,366,1,NA,5.515168,11,2,3
"1886",15852,"22-Jun-15",0,43,"MONTERREY SAN NICOLAS",1,21,22369.572,19,4,NA,NA,NA,6900.7998,228,1,NA,3.241591,19,2,3
"1887",15853,"22-Jun-15",1,31,"CANCUN",2,4,1547.2215,12,5,NA,NA,NA,9272,43,0,NA,0.1668703,12,2,1
"1888",15854,"22-Jun-15",0,38,"DURANGO",1,1,268.18506,18,4,NA,NA,NA,2432,39,0,NA,0.1102735,18,2,1
"1889",15855,"22-Jun-15",1,33,"EJERCITO",2,1,837.6876,17,3,NA,NA,NA,9150.4004,60,0,NA,0.0915466,17,2,1
"1890",15856,"22-Jun-15",1,27,"CRONOS",2,9,4827.6436,9,2,NA,NA,NA,851.20001,98,0,NA,5.671574,9,1,2
"1891",15857,"22-Jun-15",1,39,"NUEVO LAREDO",1,11,7352.2715,25,4,NA,NA,NA,5958.3999,121,0,NA,1.233934,25,2,2
"1892",15858,"22-Jun-15",0,30,"TLAXCALA",2,5,4030.5901,15,2,NA,NA,NA,5684.7998,91,0,NA,0.7090118,15,2,2
"1893",15859,"22-Jun-15",0,34,"CUERNAVACA MORELOS",2,1,234.4275,13,4,NA,NA,NA,1489.6,38,0,NA,0.1573761,13,2,1
"1894",15860,"22-Jun-15",0,34,"TIJUANA INSURGENTES",1,5,1681.0015,20,4,NA,NA,NA,1398.4,35,0,NA,1.202089,20,2,1
"1895",15861,"22-Jun-15",1,31,"MONTERREY SENDERO",1,25,12768.516,13,1,NA,NA,NA,8451.2002,169,0,NA,1.510852,13,2,3
"1896",15862,"22-Jun-15",0,34,"QUERETARO ACUEDUCTO",1,16,9816.886,9,3,NA,NA,NA,5411.2002,668,1,NA,1.814179,9,2,2
"1897",15863,"22-Jun-15",0,24,"GRIJALVA",2,1,234.4275,4,1,NA,NA,NA,4529.6001,30,0,NA,0.0517546,4,1,1
"1898",15864,"22-Jun-15",1,31,"CRONOS",2,2,543.8718,12,4,NA,NA,NA,5684.7998,45,0,NA,0.0956712,12,2,1
"1899",15865,"22-Jun-15",0,43,"MIXCOAC",2,17,18512.271,26,13,NA,NA,NA,5441.6001,119,0,NA,3.40199,26,2,3
"1900",15866,"22-Jun-15",0,34,"PACHUCA",2,11,11361.919,11,2,NA,NA,NA,5472,70,0,NA,2.076374,11,2,3
"1901",15867,"22-Jun-15",0,34,"PACHUCA",2,11,11361.919,11,4,NA,NA,NA,182.39999,70,0,NA,62.29123,11,2,3
"1902",15868,"22-Jun-15",0,44,"MIXCOAC",2,17,14545.632,27,12,NA,NA,NA,5350.3999,249,1,NA,2.718607,27,2,3
"1903",15869,"22-Jun-15",1,37,"CHIHUAHUA",1,5,5016.7485,22,10,NA,NA,NA,7812.7998,88,0,NA,0.6421192,22,2,2
"1904",15870,"22-Jun-15",1,24,"GUANAJUATO",1,1,703.2825,5,1,NA,NA,NA,3526.3999,35,0,NA,0.1994336,5,1,1
"1905",15871,"22-Jun-15",0,34,"MEXICALI",1,17,5903.197,16,3,NA,NA,NA,11308.8,179,0,NA,0.5220003,16,2,2
"1906",15872,"22-Jun-15",0,27,"MONTERREY VOLCAN",1,7,3394.1976,8,1,NA,NA,NA,2067.2,87,0,NA,1.64193,8,1,2
"1907",15873,"22-Jun-15",0,24,"ATLIXCO",2,7,4613.5332,2,1,NA,NA,NA,3800,63,0,NA,1.214088,2,1,2
"1908",15874,"22-Jun-15",0,30,"CUERNAVACA",2,15,11573.529,2,0,NA,NA,NA,17784,189,1,NA,0.6507832,2,2,3
"1909",15875,"22-Jun-15",1,28,"ARAGON",2,1,156.285,11,5,NA,NA,NA,12828.8,49,0,NA,0.0121824,11,2,1
"1910",15876,"22-Jun-15",0,37,"MAZARIK",2,5,2470.8659,12,2,NA,NA,NA,4438.3999,74,0,NA,0.556702,12,2,2
"1911",15877,"22-Jun-15",0,35,"PACHUCA",2,11,11663.862,10,3,NA,NA,NA,3739.2,71,0,NA,3.119347,10,2,3
"1912",15878,"22-Jun-15",1,50,NA,2,3,1339.3625,29,5,NA,NA,NA,8633.5996,52,0,NA,0.1551337,29,3,1
"1913",15879,"22-Jun-15",1,35,"CAMPECHE",2,6,1200.2688,11,2,NA,NA,NA,9332.7998,95,0,NA,0.1286076,11,2,1
"1914",15880,"22-Jun-15",1,32,"QUERETARO ARCOS",1,5,906.453,12,2,NA,NA,NA,2097.6001,70,0,NA,0.4321381,12,2,1
"1915",15881,"22-Jun-15",1,29,"PATRIOTISMO",2,3,2384.9091,9,2,NA,NA,NA,3952,22,0,NA,0.6034689,9,2,2
"1916",15882,"22-Jun-15",0,25,"ENSENADA",1,8,6257.3388,3,0,NA,NA,NA,14196.8,87,0,NA,0.440757,3,1,2
"1917",15883,"22-Jun-15",1,43,"CUERNAVACA MORELOS",2,3,2483.3686,22,7,NA,NA,NA,304,57,0,NA,8.168976,22,2,2
"1918",15884,"22-Jun-15",0,27,"TIJUANA INDUSTRIAL",1,3,2245.8155,5,1,NA,NA,NA,5563.2002,57,0,NA,0.4036913,5,1,2
"1919",15885,"22-Jun-15",1,33,"GRIJALVA",2,7,6885.9171,12,2,NA,NA,NA,4955.2002,50,0,NA,1.389634,12,2,2
"1920",15886,"22-Jun-15",0,29,"PACHUCA",2,2,1000.224,6,2,NA,NA,NA,6840,39,0,NA,0.1462316,6,2,1
"1921",15887,"22-Jun-15",1,35,"ENSENADA",1,2,196.29396,21,8,NA,NA,NA,2766.3999,59,0,NA,0.0709565,21,2,1
"1922",15888,"22-Jun-15",1,29,"MONTERREY LEONES",1,5,973.65555,8,1,NA,NA,NA,5259.2002,66,0,NA,0.1851338,8,2,1
"1923",15889,"22-Jun-15",0,45,"MONTERREY MITRAS",1,6,2434.9203,27,10,NA,NA,NA,699.20001,70,0,NA,3.482437,27,2,2
"1924",15890,"22-Jun-15",0,28,"NICOLAS BRAVO",2,22,13012.914,NA,NA,NA,NA,NA,NA,640,1,NA,NA,NA,2,3
"1925",15891,"22-Jun-15",0,38,"MONTERREY MITRAS",1,10,7024.073,21,4,NA,NA,NA,15291.2,130,0,NA,0.459354,21,2,2
"1926",15892,"22-Jun-15",1,23,"CD. JUAREZ BARRANCAS",1,3,281.313,4,1,NA,NA,NA,10032,44,0,NA,0.0280416,4,1,1
"1927",15893,"22-Jun-15",1,22,"CD. JUAREZ BARRANCAS",1,5,2520.8771,5,1,NA,NA,NA,4833.6001,60,0,NA,0.521532,5,1,2
"1928",15894,"22-Jun-15",0,36,"QUERETARO",1,4,668.8998,18,3,NA,NA,NA,6900.7998,95,0,NA,0.0969308,18,2,1
"1929",15895,"22-Jun-15",1,30,"ALTAVISTA",2,11,2978.4795,11,2,NA,NA,NA,6718.3999,85,0,NA,0.4433317,11,2,2
"1930",15896,"22-Jun-15",0,31,"ATLIXCO",2,2,765.7965,12,1,NA,NA,NA,10336,46,0,NA,0.0740902,12,2,1
"1931",15897,"22-Jun-15",0,28,"CD. JUAREZ BARRANCAS",1,6,1744.1406,12,2,NA,NA,NA,456,74,0,NA,3.82487,12,2,1
"1932",15898,"22-Jun-15",1,33,"JUAREZ CHAMIZAL",1,2,839.25045,13,3,NA,NA,NA,9089.5996,43,0,NA,0.0923309,13,2,1
"1933",15899,"22-Jun-15",1,27,"GUADALAJARA PATRIA",1,1,81.2682,8,2,NA,NA,NA,2371.2,38,0,NA,0.034273,8,1,1
"1934",15900,"22-Jun-15",1,50,"CONDESA",2,4,1630.0526,24,9,NA,NA,NA,6870.3999,53,0,NA,0.2372573,24,3,1
"1935",15901,"22-Jun-15",1,42,"CHAPALA",1,25,12153.034,26,6,NA,NA,NA,5867.2002,477,1,NA,2.071352,26,2,3
"1936",15902,"22-Jun-15",0,24,"GUANAJUATO",1,11,7302.3854,6,1,NA,NA,NA,3587.2,220,1,NA,2.035678,6,1,2
"1937",15903,"22-Jun-15",1,32,"ATLIXCO",2,25,8664.5967,15,4,NA,NA,NA,4924.7998,185,1,NA,1.75938,15,2,2
"1938",15904,"22-Jun-15",0,23,NA,1,2,1176.826,2,0,NA,NA,NA,2097.6001,130,0,NA,0.5610345,2,1,1
"1939",15905,"22-Jun-15",1,35,"PUERTO",2,1,234.4275,15,3,NA,NA,NA,10488,53,0,NA,0.022352,15,2,1
"1940",15906,"22-Jun-15",1,34,"NAUCALPAN",2,2,343.51443,18,10,NA,NA,NA,7083.2002,71,0,NA,0.0484971,18,2,1
"1941",15907,"22-Jun-15",0,24,"GUADALAJARA PATRIA",1,1,312.57,2,1,NA,NA,NA,3739.2,35,0,NA,0.0835928,2,1,1
"1942",15908,"22-Jun-15",1,29,"CANCUN",2,3,559.5003,12,3,NA,NA,NA,5046.3999,43,0,NA,0.1108712,12,2,1
"1943",15909,"22-Jun-15",0,23,"CD. JUAREZ BARRANCAS",1,5,1492.2092,5,3,NA,NA,NA,9758.4004,70,0,NA,0.1529153,5,1,1
"1944",15910,"22-Jun-15",0,26,"CHAPALA",1,4,1405.0022,8,2,NA,NA,NA,5259.2002,35,0,NA,0.2671513,8,1,1
"1945",15911,"22-Jun-15",0,24,"CD. JUAREZ BARRANCAS",1,2,318.8214,6,2,NA,NA,NA,1520,66,0,NA,0.2097509,6,1,1
"1946",15912,"22-Jun-15",1,41,"NAPOLES",2,17,12542.746,24,5,NA,NA,NA,2523.2,668,1,NA,4.970968,24,2,3
"1947",15913,"22-Jun-15",0,29,"MERIDA MONTEJO",2,2,296.9415,2,1,NA,NA,NA,14652.8,36,0,NA,0.0202652,2,2,1
"1948",15914,"22-Jun-15",0,42,"ENSENADA",1,1,140.6565,13,7,NA,NA,NA,13406.4,29,0,NA,0.0104917,13,2,1
"1949",15915,"22-Jun-15",1,26,"TIJUANA INDUSTRIAL",1,12,14384.784,6,1,NA,NA,NA,3496,144,0,NA,4.114641,6,1,3
"1950",15916,"22-Jun-15",1,28,"HERMOSILLO PITIC",1,14,6719.9424,10,3,NA,NA,NA,17115.199,137,0,NA,0.3926301,10,2,2
"1951",15917,"22-Jun-15",1,28,"HERMOSILLO PITIC",1,16,9280.8284,10,2,NA,NA,NA,15564.8,315,1,NA,0.5962703,10,2,2
"1952",15918,"22-Jun-15",0,40,"NAPOLES",2,22,42950.556,17,3,NA,NA,NA,3161.6001,668,1,NA,13.58507,17,2,3
"1953",15919,"29-Jun-15",0,33,"MORELIA MONARCA",1,14,5118.6463,6,1,NA,NA,NA,7995.2002,661,1,NA,0.6402149,6,2,2
