"","key","f_alta","genero","edad","sucursal","div","num_ventas","sueldo_prom","antigüedad","num_trabajos_previos","edo_civil","experiencia","escolaridad","salario_diario_ant","num_dias","rotacion","dependientes","incremento","antiguedad","grupo_edad","grupo_sueldo"
"970",14936,"23-Mar-15",1,35,"TIJUANA INDUSTRIAL",1,1,109.3995,6,1,NA,NA,NA,1428.8,49,0,NA,0.0765674,6,2,1
"971",14937,"23-Mar-15",1,33,"GUADALAJARA CENTRO",1,7,3482.0298,NA,NA,NA,NA,NA,NA,71,0,NA,NA,NA,2,2
"972",14938,"23-Mar-15",0,31,"GUADALAJARA MINERVA",1,11,2888.1468,10,2,NA,NA,NA,6536,92,0,NA,0.4418829,10,2,2
"973",14939,"23-Mar-15",0,33,"OLIMPO",2,5,2071.714,NA,NA,NA,NA,NA,NA,58,0,NA,NA,NA,2,2
"974",14940,"23-Mar-15",1,27,"CONDESA",2,7,3896.1851,7,2,NA,NA,NA,3617.6001,95,0,NA,1.077008,7,1,2
"975",14941,"23-Mar-15",1,30,NA,2,3,911.14155,12,2,NA,NA,NA,7022.3999,60,0,NA,0.1297479,12,2,1
"976",14942,"23-Mar-15",1,43,"GUADALAJARA MINERVA",1,20,14752.991,24,5,NA,NA,NA,881.59998,186,1,NA,16.73434,24,2,3
"977",14943,"23-Mar-15",0,29,"HERMOSILLO PITIC",1,17,9561.8289,10,4,NA,NA,NA,4468.7998,459,1,NA,2.139686,10,2,2
"978",14944,"23-Mar-15",0,25,"REFORMA",2,11,3828.9825,6,2,NA,NA,NA,11582.4,115,0,NA,0.3305863,6,1,2
"979",14945,"23-Mar-15",0,30,NA,1,17,10551.425,13,2,NA,NA,NA,9120,140,0,NA,1.156955,13,2,3
"980",14946,"23-Mar-15",0,33,"HERMOSILLO",1,17,6398.933,12,3,NA,NA,NA,1064,245,1,NA,6.014035,12,2,2
"981",14947,"23-Mar-15",0,29,"FRAY SERVANDO",2,3,2908.4639,7,3,NA,NA,NA,7113.6001,112,0,NA,0.4088596,7,2,2
"982",14948,"23-Mar-15",0,24,"VIVEROS",2,6,4896.4091,2,0,NA,NA,NA,8147.2002,112,0,NA,0.6009929,2,1,2
"983",14949,"30-Mar-15",1,28,"PERINORTE",2,3,647.64504,8,2,NA,NA,NA,486.39999,45,0,NA,1.331507,8,2,1
"984",14950,"30-Mar-15",0,30,"COUNTRY CLUB",1,20,19030.824,13,3,NA,NA,NA,9606.4004,662,1,NA,1.981057,13,2,3
"985",14951,"30-Mar-15",0,28,"ARAGON",2,1,39.38382,2,0,NA,NA,NA,8056,63,0,NA,0.0048888,2,2,1
"986",14952,"30-Mar-15",0,59,"MONTERREY LAS TORRES",1,16,12530.619,43,6,NA,NA,NA,577.59998,752,1,NA,21.69429,43,3,3
"987",14953,"30-Mar-15",0,28,"GUADALAJARA TLAQUEPAQUE",1,4,1526.9044,2,1,NA,NA,NA,21432,108,0,NA,0.0712441,2,2,1
"988",14954,"30-Mar-15",1,29,"BAJIO",1,8,3571.7374,11,2,NA,NA,NA,4681.6001,66,0,NA,0.7629309,11,2,2
"989",14955,"30-Mar-15",1,30,"PERINORTE",2,1,390.7125,10,5,NA,NA,NA,7721.6001,16,0,NA,0.0505999,10,2,1
"990",14956,"30-Mar-15",1,25,"LAS AGUILAS",2,4,2613.0852,9,3,NA,NA,NA,9788.7998,45,0,NA,0.2669464,9,1,2
"991",14957,"30-Mar-15",1,30,"LAS AGUILAS",2,1,234.4275,13,3,NA,NA,NA,9940.7998,39,0,NA,0.0235824,13,2,1
"992",14958,"30-Mar-15",0,34,"PRADO CHURUBUSCO",2,3,3024.1148,10,3,NA,NA,NA,8876.7998,67,0,NA,0.3406762,10,2,2
"993",14959,"30-Mar-15",1,42,"VIADUCTO",2,4,1006.788,27,4,NA,NA,NA,27420.801,42,0,NA,0.0367162,27,2,1
"994",14960,"30-Mar-15",1,27,"SAN MARCOS",1,9,5990.4041,12,5,NA,NA,NA,3404.8,85,0,NA,1.7594,12,1,2
"995",14961,"30-Mar-15",1,27,"SAN MARCOS",1,9,5990.4041,12,3,NA,NA,NA,5897.6001,85,0,NA,1.015736,12,1,2
"996",14962,"30-Mar-15",1,25,"CULIACAN",1,4,883.01025,5,1,NA,NA,NA,9241.5996,77,0,NA,0.0955473,5,1,1
"997",14963,"30-Mar-15",1,27,"ARAGON",2,11,2505.2485,4,1,NA,NA,NA,14683.2,101,0,NA,0.1706201,4,1,2
"998",14964,"30-Mar-15",0,25,"CD. JUAREZ BARRANCAS",1,1,98.45955,18,7,NA,NA,NA,7843.2002,42,0,NA,0.0125535,18,1,1
"999",14965,"30-Mar-15",0,25,"CD. JUAREZ BARRANCAS",1,1,98.45955,18,3,NA,NA,NA,16476.801,42,0,NA,0.0059756,18,1,1
"1000",14966,"30-Mar-15",0,36,"DURANGO",1,21,8256.8491,20,4,NA,NA,NA,3313.6001,207,1,NA,2.491806,20,2,2
"1001",14967,"30-Mar-15",1,52,"MONTERREY GUADALUPE",1,18,9588.0847,31,8,NA,NA,NA,10244.8,379,1,NA,0.9358977,31,3,2
"1002",14968,"30-Mar-15",1,30,"MONTERREY SAN NICOLAS",1,18,33886.964,15,3,NA,NA,NA,6840,752,1,NA,4.954235,15,2,3
"1003",14969,"30-Mar-15",0,32,"MONTERREY SAN NICOLAS",1,18,22754.158,17,8,NA,NA,NA,1003.2,518,1,NA,22.68158,17,2,3
"1004",14970,"30-Mar-15",1,48,"TIJUANA RIO",1,9,2389.5977,32,7,NA,NA,NA,8420.7998,113,0,NA,0.2837732,32,3,2
"1005",14971,"30-Mar-15",0,43,"LEON",1,22,15210.281,13,2,NA,NA,NA,5046.3999,752,1,NA,3.014086,13,2,3
"1006",14972,"30-Mar-15",0,24,"DURANGO",1,3,750.168,4,1,NA,NA,NA,1641.6,102,0,NA,0.4569737,4,1,1
"1007",14973,"30-Mar-15",0,33,"MONTERREY CUMBRES",1,16,8543.1632,14,2,NA,NA,NA,7539.2002,367,1,NA,1.133166,14,2,2
"1008",14974,"30-Mar-15",0,23,"TIJUANA CACHANILLA",1,22,5560.3077,2,0,NA,NA,NA,29609.6,189,1,NA,0.1877873,2,1,2
"1009",14975,"30-Mar-15",0,32,"PATRIOTISMO",2,18,15729.148,16,5,NA,NA,NA,3222.3999,282,1,NA,4.88119,16,2,3
"1010",14976,"30-Mar-15",1,28,"VIADUCTO",2,15,14078.153,9,1,NA,NA,NA,8208,332,1,NA,1.715175,9,2,3
"1011",14977,"30-Mar-15",0,27,"TIJUANA CACHANILLA",1,19,5895.3828,2,0,NA,NA,NA,5198.3999,322,1,NA,1.134076,2,1,2
"1012",14978,"30-Mar-15",1,31,"SAN JERONIMO",2,1,109.3995,10,2,NA,NA,NA,3374.3999,36,0,NA,0.0324204,10,2,1
"1013",14979,"30-Mar-15",0,43,"MONTERREY TECNOLOGICO",1,2,942.39855,26,9,NA,NA,NA,30.4,49,0,NA,30.99995,26,2,1
"1014",14980,"30-Mar-15",1,40,"TIJUANA INSURGENTES",1,16,3299.1764,25,8,NA,NA,NA,13832,115,0,NA,0.2385177,25,2,2
"1015",14981,"30-Mar-15",0,36,"CULIACAN",1,9,3549.5449,20,13,NA,NA,NA,4620.7998,179,0,NA,0.7681668,20,2,2
"1016",14982,"30-Mar-15",1,54,"MONTERREY CUMBRES",1,33,31644.462,38,8,NA,NA,NA,4468.7998,371,1,NA,7.081199,38,3,3
"1017",14983,"30-Mar-15",1,32,"CULIACAN",1,4,886.13595,14,3,NA,NA,NA,8785.5996,123,0,NA,0.1008623,14,2,1
"1018",14984,"30-Mar-15",1,26,"CRONOS",2,1,468.855,4,1,NA,NA,NA,7113.6001,53,0,NA,0.0659097,4,1,1
"1019",14985,"30-Mar-15",0,28,"MONTE ALBAN",2,2,375.084,9,2,NA,NA,NA,5472,60,0,NA,0.068546,9,2,1
"1020",14986,"30-Mar-15",1,45,"SAN MARCOS",1,9,1499.7109,25,3,NA,NA,NA,121.6,92,0,NA,12.33315,25,2,1
"1021",14987,"30-Mar-15",0,27,"CULIACAN",1,2,373.52115,4,1,NA,NA,NA,2948.8,37,0,NA,0.1266689,4,1,1
"1022",14988,"30-Mar-15",1,29,"CD. JUAREZ BARRANCAS",1,4,729.85095,11,4,NA,NA,NA,3496,73,0,NA,0.2087674,11,2,1
"1023",14989,"30-Mar-15",0,32,"MONTERREY SAN NICOLAS",1,26,28688.612,14,3,NA,NA,NA,425.60001,476,1,NA,67.40746,14,2,3
"1024",14990,"30-Mar-15",0,32,"MONTERREY SAN NICOLAS",1,26,28688.612,14,3,NA,NA,NA,638.40002,476,1,NA,44.9383,14,2,3
"1025",14991,"30-Mar-15",0,27,"CD. JUAREZ ATLANTIS",1,10,5795.3604,9,4,NA,NA,NA,6779.2002,92,0,NA,0.8548738,9,1,2
"1026",14992,"30-Mar-15",1,39,"DURANGO",1,4,1078.3665,NA,NA,NA,NA,NA,NA,38,0,NA,NA,NA,2,1
"1027",14993,"30-Mar-15",0,39,"CULIACAN",1,1,628.2657,16,3,NA,NA,NA,4225.6001,51,0,NA,0.1486808,16,2,1
"1028",14994,"30-Mar-15",1,29,"COYOACAN",2,1,209.4219,2,0,NA,NA,NA,1428.8,64,0,NA,0.1465719,2,2,1
"1029",14995,"30-Mar-15",1,27,"CHIMALISTAC",2,2,2852.2013,2,0,NA,NA,NA,1641.6,119,0,NA,1.737452,2,1,2
"1030",14996,"30-Mar-15",1,42,"GUADALAJARA CENTRO",1,14,5233.0469,20,5,NA,NA,NA,3617.6001,186,1,NA,1.446552,20,2,2
"1031",14997,"30-Mar-15",1,30,"PERINORTE",2,2,1551.91,11,2,NA,NA,NA,10305.6,60,0,NA,0.150589,11,2,1
"1032",14998,"06-Apr-15",1,32,"CULIACAN HUMAYA",1,8,5782.8576,2,0,NA,NA,NA,1520,164,0,NA,3.804512,2,2,2
"1033",14999,"06-Apr-15",0,33,"CUERNAVACA MORELOS",2,2,590.7573,16,3,NA,NA,NA,9363.2002,43,0,NA,0.0630935,16,2,1
"1034",15000,"06-Apr-15",1,26,"CULIACAN HUMAYA",1,1,78.1425,3,1,NA,NA,NA,5745.6001,57,0,NA,0.0136004,3,1,1
"1035",15001,"06-Apr-15",1,33,"CD. JUAREZ ATLANTIS",1,16,22004.615,18,6,NA,NA,NA,10457.6,325,1,NA,2.104175,18,2,3
"1036",15002,"06-Apr-15",1,33,"CD. JUAREZ ATLANTIS",1,16,22004.615,18,6,NA,NA,NA,273.60001,325,1,NA,80.42622,18,2,3
"1037",15003,"06-Apr-15",1,25,"TORREON",1,5,2699.0419,NA,NA,NA,NA,NA,NA,52,0,NA,NA,NA,1,2
"1038",15004,"06-Apr-15",0,34,"SLP TANGAMANGA",1,16,22978.271,15,2,NA,NA,NA,2796.8,410,1,NA,8.215915,15,2,3
"1039",15005,"06-Apr-15",0,30,"HAMBURGO",2,1,146.59533,7,1,NA,NA,NA,942.40002,29,0,NA,0.1555553,7,2,1
"1040",15006,"06-Apr-15",0,33,"MONTERREY VALLE ALTO",1,14,6212.3287,13,2,NA,NA,NA,13284.8,147,0,NA,0.4676268,13,2,2
"1041",15007,"06-Apr-15",1,27,"MONTERREY TECNOLOGICO",1,8,4058.4089,11,2,NA,NA,NA,10457.6,72,0,NA,0.3880823,11,1,2
"1042",15008,"06-Apr-15",0,48,"CUERNAVACA",2,1,62.514,29,6,NA,NA,NA,4985.6001,43,0,NA,0.0125389,29,3,1
"1043",15009,"06-Apr-15",0,41,"TORREON",1,16,10086.634,11,2,NA,NA,NA,1824,282,1,NA,5.529953,11,2,3
"1044",15010,"06-Apr-15",1,24,"MATAMOROS",1,2,43.7598,4,1,NA,NA,NA,10062.4,74,0,NA,0.0043488,4,1,1
"1045",15011,"06-Apr-15",1,24,"MATAMOROS",1,2,43.7598,4,1,NA,NA,NA,5745.6001,74,0,NA,0.0076162,4,1,1
"1046",15012,"06-Apr-15",1,33,"PRADO CHURUBUSCO",2,17,18064.983,14,6,NA,NA,NA,6201.6001,211,1,NA,2.912955,14,2,3
"1047",15013,"06-Apr-15",0,32,"COYOACAN",2,19,15198.091,13,3,NA,NA,NA,6840,184,1,NA,2.221943,13,2,3
"1048",15014,"06-Apr-15",1,38,"CULIACAN HUMAYA",1,14,3947.7591,20,6,NA,NA,NA,4195.2002,343,1,NA,0.941018,20,2,2
"1049",15015,"06-Apr-15",0,39,"SEVILLA",2,18,45290.612,20,4,NA,NA,NA,9454.4004,379,1,NA,4.790427,20,2,3
"1050",15016,"06-Apr-15",0,35,"SAN LUIS POTOSI",1,18,16606.844,15,8,NA,NA,NA,1064,323,1,NA,15.60794,15,2,3
"1051",15017,"06-Apr-15",1,44,"LINDAVISTA",2,14,12874.758,26,7,NA,NA,NA,2188.8,158,0,NA,5.882108,26,2,3
"1052",15018,"06-Apr-15",1,44,"CUERNAVACA",2,11,4981.1155,26,4,NA,NA,NA,10579.2,238,1,NA,0.4708405,26,2,2
"1053",15019,"06-Apr-15",1,48,"VERACRUZ",2,2,1430.0077,27,6,NA,NA,NA,7296,29,0,NA,0.1959989,27,3,1
"1054",15020,"06-Apr-15",1,26,"TORREON COMARCA",1,19,20535.224,6,1,NA,NA,NA,31068.801,276,1,NA,0.6609597,6,1,3
"1055",15021,"06-Apr-15",0,30,NA,1,1,523.55475,3,1,NA,NA,NA,6049.6001,30,0,NA,0.0865437,3,2,1
"1056",15022,"06-Apr-15",1,42,"QUERETARO",1,17,18763.89,20,3,NA,NA,NA,2280,226,1,NA,8.229776,20,2,3
"1057",15023,"06-Apr-15",0,47,"MONTERREY SAN PEDRO",1,16,22999.213,24,4,NA,NA,NA,516.79999,161,0,NA,44.50312,24,2,3
"1058",15024,"06-Apr-15",1,55,"CD. JUAREZ BARRANCAS",1,6,2874.7063,36,7,NA,NA,NA,2432,116,0,NA,1.182034,36,3,2
"1059",15025,"06-Apr-15",1,57,"COUNTRY CLUB",1,1,546.9975,38,12,NA,NA,NA,8481.5996,45,0,NA,0.0644923,38,3,1
"1060",15026,"06-Apr-15",1,34,"MONTERREY CHIPINQUE",1,1,46.8855,18,7,NA,NA,NA,2948.8,64,0,NA,0.0158999,18,2,1
"1061",15027,"06-Apr-15",0,46,"GUADALAJARA TLAQUEPAQUE",1,6,7997.1034,21,3,NA,NA,NA,516.79999,98,0,NA,15.47427,21,2,2
"1062",15028,"06-Apr-15",1,34,"CHIHUAHUA VILLA",1,6,2947.5351,19,4,NA,NA,NA,16324.8,66,0,NA,0.1805557,19,2,2
"1063",15029,"06-Apr-15",1,24,"CD. JUAREZ ATLANTIS",1,4,687.654,6,3,NA,NA,NA,6110.3999,79,0,NA,0.1125383,6,1,1
"1064",15030,"06-Apr-15",0,31,"CHIHUAHUA PARRAL",1,11,4712.3053,2,0,NA,NA,NA,7478.3999,200,1,NA,0.6301221,2,2,2
"1065",15031,"06-Apr-15",0,25,"TORREON",1,1,234.4275,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,1,1
"1066",15032,"06-Apr-15",0,22,"CD. JUAREZ BARRANCAS",1,1,418.8438,3,0,NA,NA,NA,13953.6,42,0,NA,0.0300169,3,1,1
"1067",15033,"06-Apr-15",1,31,"TORREON",1,2,2232.3749,NA,NA,NA,NA,NA,NA,59,0,NA,NA,NA,2,2
"1068",15034,"06-Apr-15",1,32,"BARRANCA",2,18,8715.7019,3,1,NA,NA,NA,27268.801,483,1,NA,0.3196217,3,2,2
"1069",15035,"06-Apr-15",0,34,"GUADALAJARA CENTRO",1,16,7843.8191,17,5,NA,NA,NA,7691.2002,745,1,NA,1.019843,17,2,2
"1070",15036,"06-Apr-15",0,23,"JUAREZ PASO DEL NORTE",1,5,1423.7564,5,1,NA,NA,NA,12160,121,0,NA,0.1170852,5,1,1
"1071",15037,"06-Apr-15",1,30,"GUADALAJARA PATRIA",1,1,390.7125,8,2,NA,NA,NA,4073.6001,80,0,NA,0.0959133,8,2,1
"1072",15038,"06-Apr-15",1,28,"SEVILLA",2,1,812.682,2,1,NA,NA,NA,5259.2002,49,0,NA,0.1545258,2,2,1
"1073",15039,"06-Apr-15",1,33,"NAUCALPAN",2,1,115.02576,12,3,NA,NA,NA,14592,30,0,NA,0.0078828,12,2,1
"1074",15040,"06-Apr-15",0,48,"TORREON",1,20,11428.497,19,6,NA,NA,NA,6262.3999,379,1,NA,1.824939,19,3,3
"1075",15041,"06-Apr-15",0,38,"PATRIOTISMO",2,22,36714.472,22,5,NA,NA,NA,820.79999,197,1,NA,44.73011,22,2,3
"1076",15042,"06-Apr-15",1,35,"SEVILLA",2,18,18446.631,21,5,NA,NA,NA,9515.2002,745,1,NA,1.938649,21,2,3
"1077",15043,"06-Apr-15",1,26,"MONTERREY VALLE ALTO",1,16,15014.3,9,2,NA,NA,NA,14196.8,217,1,NA,1.057583,9,1,3
"1078",15044,"06-Apr-15",1,46,"MIXCOAC",2,12,9269.8885,27,5,NA,NA,NA,11096,147,0,NA,0.8354262,27,2,2
"1079",15045,"06-Apr-15",0,27,"JALISCO",1,6,1495.6474,10,2,NA,NA,NA,4620.7998,95,0,NA,0.3236772,10,1,1
"1080",15046,"06-Apr-15",1,40,"JUAREZ CHAMIZAL",1,2,342.26415,12,2,NA,NA,NA,3131.2,49,0,NA,0.1093077,12,2,1
"1081",15047,"06-Apr-15",1,29,"VALLE DORADO",2,2,1276.8484,10,2,NA,NA,NA,395.20001,43,0,NA,3.230892,10,2,1
"1082",15048,"06-Apr-15",1,28,"COSTA DEL SOL",2,1,41.88438,6,1,NA,NA,NA,3952,39,0,NA,0.0105983,6,2,1
"1083",15049,"06-Apr-15",1,29,"CUERNAVACA MORELOS",2,5,964.59102,11,1,NA,NA,NA,912,84,0,NA,1.057666,11,2,1
"1084",15050,"06-Apr-15",1,28,"JUAREZ CHAMIZAL",1,17,5198.6642,12,6,NA,NA,NA,456,252,1,NA,11.40058,12,2,2
"1085",15051,"06-Apr-15",0,26,"CUERNAVACA MORELOS",2,6,1501.8989,8,3,NA,NA,NA,18878.4,78,0,NA,0.0795565,8,1,1
"1086",15052,"06-Apr-15",1,28,"SATELITE",2,5,4421.3026,10,2,NA,NA,NA,10214.4,59,0,NA,0.4328499,10,2,2
"1087",15053,"06-Apr-15",1,28,"SEVILLA",2,18,22285.616,7,2,NA,NA,NA,9484.7998,120,0,NA,2.349614,7,2,3
"1088",15054,"06-Apr-15",0,26,"SAN LUIS POTOSI",1,16,17556.119,9,2,NA,NA,NA,121.6,231,1,NA,144.376,9,1,3
"1089",15055,"06-Apr-15",0,50,"GUADALAJARA CENTRO",1,8,1088.0562,18,4,NA,NA,NA,6292.7998,91,0,NA,0.1729049,18,3,1
"1090",15056,"06-Apr-15",1,30,"ILIADA METRO NORTE",2,20,6724.0058,13,4,NA,NA,NA,2492.8,147,0,NA,2.697371,13,2,2
"1091",15057,"06-Apr-15",0,25,"CHIHUAHUA VILLA",1,10,3357.9395,5,1,NA,NA,NA,14896,86,0,NA,0.2254256,5,1,2
"1092",15058,"06-Apr-15",0,31,"PATRIOTISMO",2,27,28269.143,10,2,NA,NA,NA,10396.8,277,1,NA,2.719023,10,2,3
"1093",15059,"06-Apr-15",0,41,"SOTELO",2,30,21013.456,20,3,NA,NA,NA,182.39999,323,1,NA,115.2054,20,2,3
"1094",15060,"06-Apr-15",0,39,"ESCANDON",2,6,9168.6158,22,11,NA,NA,NA,15260.8,67,0,NA,0.6007952,22,2,2
"1095",15061,"06-Apr-15",1,31,"MONTERREY CHIPINQUE",1,15,21470.746,15,3,NA,NA,NA,9332.7998,130,0,NA,2.300569,15,2,3
"1096",15062,"06-Apr-15",0,27,"SATELITE",2,5,1735.3886,9,2,NA,NA,NA,16112,46,0,NA,0.1077078,9,1,1
"1097",15063,"06-Apr-15",1,28,"ILIADA METRO NORTE",2,27,8339.6802,10,2,NA,NA,NA,699.20001,287,1,NA,11.92746,10,2,2
"1098",15064,"06-Apr-15",1,37,"TORREON COMARCA",1,1,918.9558,16,6,NA,NA,NA,2827.2,28,0,NA,0.325041,16,2,1
"1099",15065,"06-Apr-15",0,28,"EJERCITO",2,21,24481.42,6,1,NA,NA,NA,364.79999,745,1,NA,67.10916,6,2,3
"1100",15066,"06-Apr-15",1,30,"CORREGIDORA",1,5,1250.28,15,3,NA,NA,NA,10488,78,0,NA,0.1192105,15,2,1
"1101",15067,"06-Apr-15",0,25,"CHAPALA",1,18,15842.298,1,0,NA,NA,NA,14561.6,380,1,NA,1.08795,1,1,3
"1102",15068,"06-Apr-15",0,41,"CHIHUAHUA PARRAL",1,18,8912.9335,25,5,NA,NA,NA,1064,297,1,NA,8.376818,25,2,2
"1103",15069,"06-Apr-15",0,44,"MONCLOVA",1,20,8446.2665,24,16,NA,NA,NA,14865.6,745,1,NA,0.5681753,24,2,2
"1104",15070,"13-Apr-15",0,31,"NICOLAS BRAVO",2,3,1644.1182,NA,NA,NA,NA,NA,NA,45,0,NA,NA,NA,2,1
"1105",15071,"13-Apr-15",1,33,"ALTAVISTA",2,6,4515.6988,10,2,NA,NA,NA,7721.6001,63,0,NA,0.5848139,10,2,2
"1106",15072,"13-Apr-15",1,38,"ILIADA METRO NORTE",2,2,4004.0217,NA,NA,NA,NA,NA,NA,21,0,NA,NA,NA,2,2
"1107",15073,"13-Apr-15",0,26,"ENSENADA",1,15,10240.106,6,1,NA,NA,NA,7083.2002,266,1,NA,1.445689,6,1,3
"1108",15074,"13-Apr-15",1,30,"GRIJALVA",2,12,3495.7829,9,1,NA,NA,NA,7569.6001,99,0,NA,0.4618187,9,2,2
"1109",15075,"13-Apr-15",1,23,"MONTERREY VOLCAN",1,10,4966.4247,5,1,NA,NA,NA,13254.4,172,0,NA,0.3747001,5,1,2
"1110",15076,"13-Apr-15",1,49,"CHIMALISTAC",2,16,16427.116,25,9,NA,NA,NA,7296,196,1,NA,2.251524,25,3,3
"1111",15077,"13-Apr-15",0,51,"TIJUANA RIO",1,1,62.514,35,6,NA,NA,NA,13315.2,50,0,NA,0.0046949,35,3,1
"1112",15078,"13-Apr-15",1,28,"REFORMA",2,19,8917.9347,8,2,NA,NA,NA,1003.2,738,1,NA,8.889488,8,2,2
"1113",15079,"13-Apr-15",0,42,"CRACOVIA",2,18,18105.305,26,8,NA,NA,NA,6292.7998,393,1,NA,2.877146,26,2,3
"1114",15080,"13-Apr-15",0,24,"ENSENADA",1,15,2777.497,4,1,NA,NA,NA,9545.5996,147,0,NA,0.2909715,4,1,2
"1115",15081,"13-Apr-15",0,39,"CHAPULTEPEC",2,8,5729.4081,24,5,NA,NA,NA,2675.2,100,0,NA,2.141675,24,2,2
"1116",15082,"13-Apr-15",1,37,"TLAXCALA",2,1,121.9023,17,7,NA,NA,NA,1793.6,53,0,NA,0.0679652,17,2,1
"1117",15083,"13-Apr-15",0,25,"TIJUANA PLAYAS",1,10,3413.2644,3,0,NA,NA,NA,1945.6,56,0,NA,1.754351,3,1,2
"1118",15084,"13-Apr-15",0,25,"TIJUANA RIO",1,12,4833.5825,2,0,NA,NA,NA,790.40002,98,0,NA,6.115362,2,1,2
"1119",15085,"13-Apr-15",0,30,"TUXTLA GUTIERREZ",2,1,78.1425,9,2,NA,NA,NA,2736,29,0,NA,0.0285609,9,2,1
"1120",15086,"13-Apr-15",1,31,"SEVILLA",2,4,8183.0826,7,2,NA,NA,NA,1337.6,142,0,NA,6.117735,7,2,2
"1121",15087,"13-Apr-15",0,32,"PACHUCA",2,21,15354.376,13,2,NA,NA,NA,5532.7998,241,1,NA,2.775155,13,2,3
"1122",15088,"13-Apr-15",0,36,"MONTERREY GUADALUPE",1,13,6160.4421,19,4,NA,NA,NA,3739.2,119,0,NA,1.647529,19,2,2
"1123",15089,"13-Apr-15",1,40,"TIJUANA INSURGENTES",1,17,3395.7605,24,5,NA,NA,NA,2158.3999,99,0,NA,1.573277,24,2,2
"1124",15090,"13-Apr-15",1,34,"ILIADA METRO NORTE",2,9,2885.0211,10,4,NA,NA,NA,7174.3999,106,0,NA,0.4021272,10,2,2
"1125",15091,"13-Apr-15",0,28,"CD. OBREGON",1,25,16274.895,9,3,NA,NA,NA,4073.6001,738,1,NA,3.995212,9,2,3
"1126",15092,"13-Apr-15",1,31,"PRADO CHURUBUSCO",2,1,1494.0846,NA,NA,NA,NA,NA,NA,39,0,NA,NA,NA,2,1
"1127",15093,"13-Apr-15",1,45,"CD. JUAREZ ATLANTIS",1,17,12050.199,23,4,NA,NA,NA,14014.4,200,1,NA,0.859844,23,2,3
"1128",15094,"13-Apr-15",1,26,"TUXTLA GUTIERREZ",2,1,12.5028,3,2,NA,NA,NA,1428.8,45,0,NA,0.0087506,3,1,1
"1129",15095,"13-Apr-15",0,46,"PATRIOTISMO",2,20,21593.898,20,4,NA,NA,NA,3982.3999,210,1,NA,5.422333,20,2,3
"1130",15096,"13-Apr-15",0,50,"ESCANDON",2,22,17073.511,28,5,NA,NA,NA,2766.3999,738,1,NA,6.171744,28,3,3
"1131",15097,"13-Apr-15",1,50,"MONTERREY VOLCAN",1,14,8832.2905,32,5,NA,NA,NA,7235.2002,291,1,NA,1.220739,32,3,2
"1132",15098,"13-Apr-15",0,34,"ENSENADA",1,18,6676.4952,18,5,NA,NA,NA,12707.2,143,0,NA,0.5254104,18,2,2
"1133",15099,"13-Apr-15",1,29,"CHOLULA",2,11,6353.6104,12,3,NA,NA,NA,3860.8,84,0,NA,1.645672,12,2,2
"1134",15100,"13-Apr-15",1,25,"TIJUANA PLAYAS",1,8,2750.616,10,3,NA,NA,NA,20520,84,0,NA,0.1340456,10,1,2
"1135",15101,"13-Apr-15",1,30,"GRIJALVA",2,21,7846.1321,5,1,NA,NA,NA,9150.4004,738,1,NA,0.8574632,5,2,2
"1136",15102,"13-Apr-15",0,28,"ENSENADA",1,17,6399.8708,5,1,NA,NA,NA,2310.3999,148,0,NA,2.770027,5,2,2
"1137",15103,"13-Apr-15",0,47,"MONTERREY TECNOLOGICO",1,6,4269.7062,2,0,NA,NA,NA,9819.2002,149,0,NA,0.4348324,2,2,2
"1138",15104,"13-Apr-15",1,32,"INTERLOMAS",2,1,312.57,12,3,NA,NA,NA,2644.8,58,0,NA,0.1181828,12,2,1
"1139",15105,"13-Apr-15",0,34,"TLAXCALA",2,4,998.03601,13,2,NA,NA,NA,14105.6,50,0,NA,0.0707546,13,2,1
"1140",15106,"13-Apr-15",0,34,"TLAXCALA",2,4,998.03601,13,3,NA,NA,NA,6779.2002,50,0,NA,0.1472203,13,2,1
"1141",15107,"13-Apr-15",1,29,NA,2,15,9374.912,5,1,NA,NA,NA,9910.4004,179,0,NA,0.945967,5,2,2
"1142",15108,"13-Apr-15",1,31,"TUXTLA GUTIERREZ",2,7,2427.106,12,4,NA,NA,NA,3769.6001,84,0,NA,0.643863,12,2,2
"1143",15109,"13-Apr-15",1,33,"TLALPAN",2,2,929.89575,12,4,NA,NA,NA,18392,45,0,NA,0.0505598,12,2,1
"1144",15110,"13-Apr-15",1,27,"ENSENADA",1,4,894.88791,9,2,NA,NA,NA,4894.3999,99,0,NA,0.1828392,9,1,1
"1145",15111,"13-Apr-15",1,26,"CD. OBREGON",1,3,892.07478,2,0,NA,NA,NA,516.79999,37,0,NA,1.726151,2,1,1
"1146",15112,"13-Apr-15",1,30,"BAJIO",1,5,1528.4673,9,2,NA,NA,NA,8785.5996,77,0,NA,0.1739742,9,2,1
"1147",15113,"13-Apr-15",0,39,"TLAXCALA",2,22,8789.781,10,2,NA,NA,NA,7691.2002,738,1,NA,1.142836,10,2,2
"1148",15114,"13-Apr-15",1,28,"BAJIO",1,32,13117,11,3,NA,NA,NA,12828.8,421,1,NA,1.022465,11,2,3
