key,f_alta,genero,edad,sucursal,div,num_ventas,sueldo_prom,antigüedad,num_trabajos_previos,edo_civil,experiencia,escolaridad,salario_diario_ant,num_dias,target
16348,03-Aug-15,1,47,MONTERREY TECNOLOGICO,1,1,229.73895,27,4.3730642,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,17,60,0
16349,03-Aug-15,1,29,FRAY SERVANDO,2,3,1874.4823,12,4.1087725,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,223,65,0
16350,03-Aug-15,0,34,SAN MARCOS,1,3,2588.0796,18,3.8138843,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,250,59,0
16351,03-Aug-15,1,26,ZACATECAS,1,30,17261.678,5,0.984441,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,216,626,1
16352,03-Aug-15,0,44,HERMOSILLO PITIC,1,19,11247.206,26,12.493684,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,223,140,0
16353,03-Aug-15,1,26,MONCLOVA,1,14,4285.2097,8,2.4960213,CASADO/ UNION LIBRE SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,203,175,0
16354,03-Aug-15,0,42,MONCLOVA,1,1,31.257,23,7.3491236,SOLTERO CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,181,38,0
16355,03-Aug-15,1,33,SAN MARCOS,1,3,900.82674,18,3.9231014,CASADO/ UNION LIBRE SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,155,49,0
16356,03-Aug-15,0,37,COLIMA,1,15,3860.6146,21,4.3571731,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,323,249,1
16357,03-Aug-15,0,51,BAJIO,1,3,1589.731,24,6.5153134,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,222,42,0
16358,03-Aug-15,0,24,BAJIO,1,2,330.07392,4,1.2659737,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,540,72,0
16359,03-Aug-15,0,28,CUAUTITLAN,2,6,4513.5108,10,1.8367783,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,246,87,0
16360,03-Aug-15,0,38,CUERNAVACA MORELOS,2,15,6876.0399,22,8.2963116,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,232,121,0
16361,03-Aug-15,0,47,CD. JUAREZ BARRANCAS,1,14,8232.6875,30,6.2092921,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,200,389,1
16362,10-Aug-15,1,29,MONTERREY SAN NICOLAS,1,9,12490.297,14,2.0168459,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,12,183,1
16363,10-Aug-15,0,36,SAN ANGEL,2,19,11055.788,20,7.1303285,SOLTERO CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,490,200,1
16364,10-Aug-15,1,30,GUADALAJARA PATRIA,1,11,5718.4056,11,3.0811539,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,227,168,0
16365,10-Aug-15,0,30,VALLARTA,1,1,1093.995,13,2.1561552,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,184,38,0
16366,10-Aug-15,0,36,NOGALES,1,7,2139.5417,21,4.4014713,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,379,88,0
16367,10-Aug-15,1,29,CD. JUAREZ ATLANTIS,1,1,78.1425,10,1.9784582,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,136,15,0
16368,10-Aug-15,0,28,LAS AGUILAS,2,22,11445.876,4,0.92656164,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,64,592,1
16369,10-Aug-15,1,29,CONDESA,2,18,10035.591,10,2.3271426,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,144,252,1
16370,10-Aug-15,1,28,GUADALAJARA PATRIA,1,1,492.29775,7,0.79399609,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,167,53,0
16371,10-Aug-15,1,44,CD. JUAREZ ATLANTIS,1,3,1816.0317,26,10.942099,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,242,49,0
16372,10-Aug-15,0,29,MONTERREY CUMBRES,1,7,4412.8633,7,2.0635264,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,506,74,0
16373,10-Aug-15,1,28,CHAPULTEPEC,2,17,8509.6557,9,1.8182202,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,96,184,1
16374,10-Aug-15,0,30,SOTELO,2,11,5414.025,9,1.2770053,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,156,143,0
16375,10-Aug-15,1,29,CONDESA,2,6,2632.4645,9,1.7355323,CASADO/ UNION LIBRE SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,398,88,0
16376,10-Aug-15,1,28,SEVILLA,2,3,2311.4551,8,1.2057827,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,233,81,0
16377,10-Aug-15,0,27,MONTERREY SAN NICOLAS,1,15,13689.878,6,1.0308626,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,217,203,1
16378,10-Aug-15,0,37,MONTE ALBAN,2,4,1747.2663,23,4.4073557,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,71,65,0
16379,10-Aug-15,0,30,SEVILLA,2,12,4439.9318,10,2.1650401,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,16,126,0
16380,10-Aug-15,1,27,CD. JUAREZ BARRANCAS,1,2,562.626,10,3.0489546,SOLTERO SIN HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,29,52,0
16381,10-Aug-15,1,31,CRACOVIA,2,5,3424.8295,10,2.9924296,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,246,91,0
16382,10-Aug-15,1,32,CHIMALISTAC,2,2,1297.1655,6,1.1838185,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,355,109,0
16383,10-Aug-15,0,54,REYNOSA FRONTERA,1,13,11523.862,31,5.6748018,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,214,329,1
16384,10-Aug-15,0,26,TIJUANA INSURGENTES,1,3,1336.2368,2,0.47339842,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,252,35,0
16385,10-Aug-15,1,32,MONTE ALBAN,2,16,12144.907,11,3.603977,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,441,123,0
16386,10-Aug-15,1,29,MEXICALI IMPERIAL,1,26,11570.841,11,1.5888335,CASADO/ UNION LIBRE SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,206,619,1
16387,10-Aug-15,1,30,SAN JERONIMO,2,4,2856.8898,11,4.0544462,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,267,51,0
16388,10-Aug-15,0,29,CHAPULTEPEC,2,2,1484.7075,9,5.3995596,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,315,57,0
16389,10-Aug-15,0,33,TIJUANA INSURGENTES,1,1,125.65314,13,1.7699858,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,299,32,0
16390,10-Aug-15,1,38,MONTERREY LAS TORRES,1,2,93.771,22,4.3523413,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,252,23,0
16391,10-Aug-15,0,30,REYNOSA FRONTERA,1,1,109.3995,15,2.7744427,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,72,45,0
16392,10-Aug-15,1,27,NICOLAS BRAVO,2,10,5695.0254,,,SOLTERO CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,,87,0
16393,10-Aug-15,0,39,TIJUANA RIO,1,10,9208.6248,22,3.5950114,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,233,123,0
16394,10-Aug-15,1,35,CRONOS,2,11,7968.9721,16,4.6103097,SOLTERO CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,243,151,0
16395,10-Aug-15,0,53,REYNOSA FRONTERA,1,14,7201.6128,28,7.4401072,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,219,93,0
16396,10-Aug-15,1,29,MERIDA,2,1,12.5028,6,1.4312686,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,151,77,0
16397,10-Aug-15,0,26,CELAYA,1,3,1322.1711,6,1.0007535,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,40,72,0
16398,10-Aug-15,1,31,PACHUCA,2,1,78.1425,15,3.6767113,CASADO/ UNION LIBRE CON HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,291,30,0
16399,10-Aug-15,1,50,MERIDA,2,16,9294.0814,31,6.4670372,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,569,619,1
16400,10-Aug-15,1,23,MONCLOVA,1,2,537.30783,6,0.90596106,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,618,108,0
16401,10-Aug-15,0,27,CELAYA,1,5,2273.9468,6,1.9856243,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,104,92,0
16402,10-Aug-15,1,27,TIJUANA INSURGENTES,1,1,234.4275,10,2.2497322,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,444,53,0
16403,10-Aug-15,1,29,MERIDA,2,1,393.8382,7,2.9093463,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,152,43,0
16404,10-Aug-15,1,32,PACHUCA,2,22,14961.788,1,0.18993126,CASADO/ UNION LIBRE SIN HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,83,340,1
16405,10-Aug-15,1,38,TOREO,2,17,9446.7719,17,2.7073447,CASADO/ UNION LIBRE CON HIJOS,SIN EXPERIENCIA,BACHILLERATO CONCLUIDO,30,198,1
16406,10-Aug-15,1,26,TUXTLA GUTIERREZ,2,14,10408.268,8,1.524529,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,503,123,0
16407,10-Aug-15,1,38,SAN LUIS POTOSI,1,14,6663.8049,19,2.7500417,CASADO/ UNION LIBRE SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,557,217,1
16408,10-Aug-15,0,28,TUXTLA GUTIERREZ,2,7,741.10347,10,2.1987997,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,333,45,0
16409,10-Aug-15,1,31,PATRIOTISMO,2,2,2091.0933,,,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,,44,0
16410,10-Aug-15,0,26,MERIDA,2,18,5997.9057,7,2.8052891,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,109,619,1
16411,10-Aug-15,1,46,POLANCO,2,3,4599.4676,25,4.0869683,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,327,50,0
16412,10-Aug-15,1,46,MERIDA MONTEJO,2,1,156.285,20,3.2148776,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,414,46,0
16413,10-Aug-15,1,41,ILIADA METRO NORTE,2,2,312.57,26,5.5408749,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,966,21,0
16414,10-Aug-15,1,35,VALLE DORADO,2,12,8313.4243,20,4.0071776,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,39,130,0
16415,10-Aug-15,1,49,GUADALAJARA AJIJIC,1,1,156.285,27,5.7001027,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,91,49,0
16416,10-Aug-15,0,38,CRACOVIA,2,15,14076.465,18,8.1299628,CASADO/ UNION LIBRE CON HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,117,217,1
16417,10-Aug-15,1,30,MONTERREY SANTA LUCIA,1,13,12836.625,13,2.848968,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,54,85,0
16418,10-Aug-15,1,33,CELAYA,1,4,515.7405,16,2.4332064,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,4,56,0
16419,10-Aug-15,1,33,CELAYA,1,4,515.7405,16,3.0861302,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,361,56,0
16420,10-Aug-15,0,26,MEXICALI IMPERIAL,1,6,3746.1514,11,2.5858529,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,143,53,0
16421,10-Aug-15,1,28,COUNTRY CLUB,1,1,182.85345,0,0,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,157,39,0
16422,10-Aug-15,0,42,CHAPULTEPEC,2,6,2439.1713,23,4.4632443,SOLTERO CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,4,115,0
16423,10-Aug-15,0,42,CHAPULTEPEC,2,6,2439.1713,23,7.3134797,SOLTERO CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,450,115,0
16424,10-Aug-15,1,29,ILIADA METRO NORTE,2,3,389.14965,9,1.9192462,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,269,45,0
16425,10-Aug-15,1,29,VIADUCTO,2,2,500.112,9,4.1695421,SOLTERO SIN HIJOS,SIN EXPERIENCIA,BACHILLERATO CONCLUIDO,353,70,0
16426,10-Aug-15,0,25,VALLARTA,1,1,393.8382,8,2.330636,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,342,38,0
16427,10-Aug-15,1,33,SAN LUIS POTOSI,1,3,2119.2246,15,2.4920983,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,6,105,0
16428,10-Aug-15,0,25,CD. JUAREZ BARRANCAS,1,17,17356.449,6,2.6230373,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,62,305,1
16429,10-Aug-15,1,29,TORREON COMARCA,1,16,5130.8991,6,0.99149214,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,296,253,1
16430,10-Aug-15,1,24,CD. JUAREZ BARRANCAS,1,4,1610.6732,6,1.1760802,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,608,50,0
16431,10-Aug-15,0,27,MONTERREY MITRAS,1,6,1605.6721,10,1.7171871,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,102,59,0
16432,10-Aug-15,1,36,TRADE CENTER,2,17,7713.4774,2,0.4206185,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,151,458,1
16433,10-Aug-15,1,33,INTERLOMAS,2,13,11250.176,14,2.4670353,SOLTERO CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,307,189,1
16434,10-Aug-15,0,54,SALTILLO MONTERREAL,1,1,156.285,32,4.0063052,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,103,28,0
16435,10-Aug-15,1,27,MONTERREY LAS TORRES,1,4,1226.8373,7,1.5709333,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,107,60,0
16436,10-Aug-15,0,35,TOREO,2,9,5587.1888,18,4.5701903,SOLTERO CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,86,92,0
16437,10-Aug-15,1,30,SEVILLA,2,16,19429.351,10,1.561605,CASADO/ UNION LIBRE SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,0,380,1
16438,10-Aug-15,1,28,TAMPICO ALTAMIRA,1,1,203.1705,11,3.5642132,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,36,39,0
16439,10-Aug-15,0,33,NOGALES,1,3,602.94753,11,3.573321,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,100,45,0
16440,17-Aug-15,1,40,CAMPECHE,2,23,8486.9632,26,5.5215977,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,229,151,0
16441,17-Aug-15,0,27,CUERNAVACA MORELOS,2,9,3250.4154,6,0.85648818,SOLTERO CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,334,109,0
16442,17-Aug-15,1,27,OLIMPO,2,2,1176.5135,7,1.518782,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,2,44,0
16443,17-Aug-15,0,31,ALTAVISTA,2,1,62.514,9,1.8802271,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,94,31,0
16444,17-Aug-15,1,38,CUERNAVACA MORELOS,2,24,9626.5309,16,5.3941501,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,111,198,1
16445,17-Aug-15,1,33,CRONOS,2,18,5849.4975,13,2.7374986,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,219,385,1
16446,17-Aug-15,0,33,METRO CENTRO,2,1,312.57,1,0.32663809,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,15,59,0
16447,17-Aug-15,1,28,XOLA,2,4,3272.6079,8,1.6225358,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,336,84,0
16448,17-Aug-15,0,30,OLIMPO,2,2,804.24261,9,1.5085753,CASADO/ UNION LIBRE SIN HIJOS,1 AÑO EN VENTAS,CARRERA TEC/COM NO ADMVA,554,35,0
16449,17-Aug-15,1,23,CD. JUAREZ BARRANCAS,1,2,123.46515,7,3.7551746,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,350,32,0
16450,17-Aug-15,0,34,CONDESA,2,16,11855.78,13,2.9035035,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,CARRERA TECNICA ADMVA,386,479,1
16451,17-Aug-15,0,28,TOREO,2,4,807.99345,2,0.9605842,SOLTERO CON HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,51,44,0
16452,17-Aug-15,1,36,EL SALTO,1,14,7713.4774,6,1.2597931,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,251,163,0
16453,17-Aug-15,0,32,DURANGO,1,4,3852.4252,16,5.4736247,CASADO/ UNION LIBRE SIN HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,29,78,0
16454,17-Aug-15,1,29,DURANGO,1,11,4269.0811,11,2.5632363,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,7,136,0
16455,17-Aug-15,0,29,CHIHUAHUA VILLA,1,5,3603.9321,12,1.6961957,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,125,45,0
16456,17-Aug-15,1,27,GUADALAJARA PATRIA,1,2,726.72525,10,1.7444912,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,384,37,0
16457,17-Aug-15,0,41,CHIHUAHUA VILLA,1,6,5223.3573,25,4.6280854,CASADO/ UNION LIBRE CON HIJOS,SIN EXPERIENCIA,BACHILLERATO CONCLUIDO,281,58,0
16458,17-Aug-15,1,39,CUERNAVACA,2,2,625.14,20,6.608675,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,154,81,0
16459,17-Aug-15,0,32,TIJUANA RIO,1,1,837.6876,16,2.9289717,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,131,43,0
16460,17-Aug-15,0,28,EJERCITO,2,5,5139.5885,9,1.3958785,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,325,102,0
16461,17-Aug-15,1,27,CHOLULA,2,2,404.15301,10,2.0362395,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,52,25,0
16462,17-Aug-15,0,26,VIVEROS,2,8,5547.5549,9,1.6784265,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,226,122,0
16463,17-Aug-15,1,41,METRO CENTRO,2,3,922.70664,23,3.8198019,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,43,52,0
16464,17-Aug-15,0,28,SOTELO,2,2,1172.7626,8,1.7092879,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,246,56,0
16465,17-Aug-15,0,27,CD. JUAREZ BARRANCAS,1,18,6481.2015,2,0.42590005,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,84,378,1
16466,17-Aug-15,1,26,CULIACAN HUMAYA,1,18,5071.292,5,0.89830478,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,341,280,1
16467,17-Aug-15,0,54,CUERNAVACA,2,18,9040.7747,36,5.2956379,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,209,612,1
16468,17-Aug-15,0,42,SALTILLO MONTERREAL,1,2,343.827,21,4.2779093,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,23,17,0
16469,17-Aug-15,1,25,CD. JUAREZ BARRANCAS,1,16,10467.969,7,2.3575248,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,0,175,0
16470,17-Aug-15,0,35,QUERETARO,1,6,1564.1003,12,2.4017769,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,250,193,1
16471,17-Aug-15,0,33,QUERETARO,1,1,12.5028,12,3.794327,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,167,74,0
16472,17-Aug-15,0,33,QUERETARO,1,1,12.5028,12,2.9568505,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,400,74,0
16473,17-Aug-15,1,28,NAUCALPAN,2,15,4387.1075,8,1.7566075,SOLTERO SIN HIJOS,SIN EXPERIENCIA,LICENCIATURA TRUNCA,94,164,0
16474,17-Aug-15,0,31,BAJIO,1,4,1367.8063,8,2.1686595,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA - 70%,44,46,0
16475,17-Aug-15,1,45,OLIMPO,2,15,11133.806,25,5.8394565,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,621,218,1
16476,17-Aug-15,0,30,TLAXCALA,2,18,11006.652,12,2.4662175,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,142,612,1
16477,17-Aug-15,0,26,DURANGO,1,15,2813.13,8,3.5570578,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,394,87,0
16478,17-Aug-15,0,46,QUERETARO ARCOS,1,6,4985.4915,19,3.3416349,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,148,88,0
16479,17-Aug-15,0,38,MONTERREY SANTA LUCIA,1,5,1813.5311,23,5.1545904,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,418,60,0
16480,17-Aug-15,1,31,TAMPICO ALTAMIRA,1,3,1405.0022,12,2.9716185,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,40,57,0
16481,17-Aug-15,0,28,GUANAJUATO,1,1,312.57,,,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,,21,0
16482,17-Aug-15,1,30,PRADO CHURUBUSCO,2,20,14893.617,14,2.5446918,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,103,249,1
16483,24-Aug-15,1,27,GRIJALVA,2,1,546.9975,9,2.7476172,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,212,39,0
16484,17-Aug-15,1,30,HERMOSILLO,1,7,5653.7662,12,2.7700678,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,288,94,0
