key,f_alta,genero,edad,sucursal,div,num_ventas,sueldo_prom,antigüedad,num_trabajos_previos,edo_civil,experiencia,escolaridad,salario_diario_ant,num_dias,target
14972,30-Mar-15,0,24,DURANGO,1,3,750.168,4,1.2606406,NA,NA,NA,54,102,0
14973,30-Mar-15,0,33,MONTERREY CUMBRES,1,16,8543.1632,14,2.2612409,NA,NA,NA,248,367,1
14974,30-Mar-15,0,23,TIJUANA CACHANILLA,1,22,5560.3077,2,0.44195037,NA,NA,NA,974,189,1
14975,30-Mar-15,0,32,PATRIOTISMO,2,18,15729.148,16,5.3791684,NA,NA,NA,106,282,1
14976,30-Mar-15,1,28,VIADUCTO,2,15,14078.153,9,1.3853146,NA,NA,NA,270,332,1
14977,30-Mar-15,0,27,TIJUANA CACHANILLA,1,19,5895.3828,2,0.31263072,NA,NA,NA,171,322,1
14978,30-Mar-15,1,31,SAN JERONIMO,2,1,109.3995,10,2.0590105,NA,NA,NA,111,36,0
14979,30-Mar-15,0,43,MONTERREY TECNOLOGICO,1,2,942.39855,26,9.4110148,NA,NA,NA,1,49,0
14980,30-Mar-15,1,40,TIJUANA INSURGENTES,1,16,3299.1764,25,7.9424329,NA,NA,NA,455,115,0
14981,30-Mar-15,0,36,CULIACAN,1,9,3549.5449,20,12.657829,NA,NA,NA,152,179,0
14982,30-Mar-15,1,54,MONTERREY CUMBRES,1,33,31644.462,38,7.5017663,NA,NA,NA,147,371,1
14983,30-Mar-15,1,32,CULIACAN,1,4,886.13595,14,3.3530963,NA,NA,NA,289,123,0
14984,30-Mar-15,1,26,CRONOS,2,1,468.855,4,0.73588751,NA,NA,NA,234,53,0
14985,30-Mar-15,0,28,MONTE ALBAN,2,2,375.084,9,2.3735587,NA,NA,NA,180,60,0
14986,30-Mar-15,1,45,SAN MARCOS,1,9,1499.7109,25,2.6079857,NA,NA,NA,4,92,0
14987,30-Mar-15,0,27,CULIACAN,1,2,373.52115,4,0.66320375,NA,NA,NA,97,37,0
14988,30-Mar-15,1,29,CD. JUAREZ BARRANCAS,1,4,729.85095,11,3.810443,NA,NA,NA,115,73,0
14989,30-Mar-15,0,32,MONTERREY SAN NICOLAS,1,26,28688.612,14,2.6614015,NA,NA,NA,14,476,1
14990,30-Mar-15,0,32,MONTERREY SAN NICOLAS,1,26,28688.612,14,2.5870314,NA,NA,NA,21,476,1
14991,30-Mar-15,0,27,CD. JUAREZ ATLANTIS,1,10,5795.3604,9,3.8651586,NA,NA,NA,223,92,0
14992,30-Mar-15,1,39,DURANGO,1,4,1078.3665,,,NA,NA,NA,,38,0
14993,30-Mar-15,0,39,CULIACAN,1,1,628.2657,16,2.7698527,NA,NA,NA,139,51,0
14994,30-Mar-15,1,29,COYOACAN,2,1,209.4219,2,0.36765453,NA,NA,NA,47,64,0
14995,30-Mar-15,1,27,CHIMALISTAC,2,2,2852.2013,2,0.38834364,NA,NA,NA,54,119,0
14996,30-Mar-15,1,42,GUADALAJARA CENTRO,1,14,5233.0469,20,4.8225616,NA,NA,NA,119,186,1
14997,30-Mar-15,1,30,PERINORTE,2,2,1551.91,11,1.878588,NA,NA,NA,339,60,0
14998,06-Apr-15,1,32,CULIACAN HUMAYA,1,8,5782.8576,2,0.39283597,NA,NA,NA,50,164,0
14999,06-Apr-15,0,33,CUERNAVACA MORELOS,2,2,590.7573,16,3.0306662,NA,NA,NA,308,43,0
15000,06-Apr-15,1,26,CULIACAN HUMAYA,1,1,78.1425,3,1.3303068,NA,NA,NA,189,57,0
15001,06-Apr-15,1,33,CD. JUAREZ ATLANTIS,1,16,22004.615,18,5.5092859,NA,NA,NA,344,325,1
15002,06-Apr-15,1,33,CD. JUAREZ ATLANTIS,1,16,22004.615,18,5.9270365,NA,NA,NA,9,325,1
15003,06-Apr-15,1,25,TORREON,1,5,2699.0419,,,NA,NA,NA,,52,0
15004,06-Apr-15,0,34,SLP TANGAMANGA,1,16,22978.271,15,1.9661079,NA,NA,NA,92,410,1
15005,06-Apr-15,0,30,HAMBURGO,2,1,146.59533,7,1.4644043,NA,NA,NA,31,29,0
15006,06-Apr-15,0,33,MONTERREY VALLE ALTO,1,14,6212.3287,13,2.0138746,NA,NA,NA,437,147,0
15007,06-Apr-15,1,27,MONTERREY TECNOLOGICO,1,8,4058.4089,11,1.7285405,NA,NA,NA,344,72,0
15008,06-Apr-15,0,48,CUERNAVACA,2,1,62.514,29,6.4932582,NA,NA,NA,164,43,0
15009,06-Apr-15,0,41,TORREON,1,16,10086.634,11,2.4063985,NA,NA,NA,60,282,1
15010,06-Apr-15,1,24,MATAMOROS,1,2,43.7598,4,1.1848867,NA,NA,NA,331,74,0
15011,06-Apr-15,1,24,MATAMOROS,1,2,43.7598,4,0.61423339,NA,NA,NA,189,74,0
15012,06-Apr-15,1,33,PRADO CHURUBUSCO,2,17,18064.983,14,5.7913411,NA,NA,NA,204,211,1
15013,06-Apr-15,0,32,COYOACAN,2,19,15198.091,13,2.5491327,NA,NA,NA,225,184,1
15014,06-Apr-15,1,38,CULIACAN HUMAYA,1,14,3947.7591,20,5.917727,NA,NA,NA,138,343,1
15015,06-Apr-15,0,39,SEVILLA,2,18,45290.612,20,3.9246897,NA,NA,NA,311,379,1
15016,06-Apr-15,0,35,SAN LUIS POTOSI,1,18,16606.844,15,7.6521308,NA,NA,NA,35,323,1
15017,06-Apr-15,1,44,LINDAVISTA,2,14,12874.758,26,6.9557743,NA,NA,NA,72,158,0
15018,06-Apr-15,1,44,CUERNAVACA,2,11,4981.1155,26,4.40383,NA,NA,NA,348,238,1
15019,06-Apr-15,1,48,VERACRUZ,2,2,1430.0077,27,5.9084978,NA,NA,NA,240,29,0
15020,06-Apr-15,1,26,TORREON COMARCA,1,19,20535.224,6,1.4393617,NA,NA,NA,1022,276,1
15021,06-Apr-15,0,30,NA,1,1,523.55475,3,0.65006213,NA,NA,NA,199,30,0
15022,06-Apr-15,1,42,QUERETARO,1,17,18763.89,20,2.6057017,NA,NA,NA,75,226,1
15023,06-Apr-15,0,47,MONTERREY SAN PEDRO,1,16,22999.213,24,3.7917228,NA,NA,NA,17,161,0
15024,06-Apr-15,1,55,CD. JUAREZ BARRANCAS,1,6,2874.7063,36,7.1057057,NA,NA,NA,80,116,0
15025,06-Apr-15,1,57,COUNTRY CLUB,1,1,546.9975,38,12.152049,NA,NA,NA,279,45,0
15026,06-Apr-15,1,34,MONTERREY CHIPINQUE,1,1,46.8855,18,7.1256256,NA,NA,NA,97,64,0
15027,06-Apr-15,0,46,GUADALAJARA TLAQUEPAQUE,1,6,7997.1034,21,3.3195844,NA,NA,NA,17,98,0
15028,06-Apr-15,1,34,CHIHUAHUA VILLA,1,6,2947.5351,19,4.2122063,NA,NA,NA,537,66,0
15029,06-Apr-15,1,24,CD. JUAREZ ATLANTIS,1,4,687.654,6,3.189856,NA,NA,NA,201,79,0
15030,06-Apr-15,0,31,CHIHUAHUA PARRAL,1,11,4712.3053,2,0.38536042,NA,NA,NA,246,200,1
15031,06-Apr-15,0,25,TORREON,1,1,234.4275,,,NA,NA,NA,,50,0
15032,06-Apr-15,0,22,CD. JUAREZ BARRANCAS,1,1,418.8438,3,0.43582994,NA,NA,NA,459,42,0
15033,06-Apr-15,1,31,TORREON,1,2,2232.3749,,,NA,NA,NA,,59,0
15034,06-Apr-15,1,32,BARRANCA,2,18,8715.7019,3,1.2546031,NA,NA,NA,897,483,1
15035,06-Apr-15,0,34,GUADALAJARA CENTRO,1,16,7843.8191,17,4.8227761,NA,NA,NA,253,745,1
15036,06-Apr-15,0,23,JUAREZ PASO DEL NORTE,1,5,1423.7564,5,1.0401379,NA,NA,NA,400,121,0
15037,06-Apr-15,1,30,GUADALAJARA PATRIA,1,1,390.7125,8,1.7842114,NA,NA,NA,134,80,0
15038,06-Apr-15,1,28,SEVILLA,2,1,812.682,2,1.0275133,NA,NA,NA,173,49,0
15039,06-Apr-15,1,33,NAUCALPAN,2,1,115.02576,12,2.5627216,NA,NA,NA,480,30,0
15040,06-Apr-15,0,48,TORREON,1,20,11428.497,19,5.8418705,NA,NA,NA,206,379,1
15041,06-Apr-15,0,38,PATRIOTISMO,2,22,36714.472,22,4.9132485,NA,NA,NA,27,197,1
15042,06-Apr-15,1,35,SEVILLA,2,18,18446.631,21,4.7089048,NA,NA,NA,313,745,1
15043,06-Apr-15,1,26,MONTERREY VALLE ALTO,1,16,15014.3,9,2.2548069,NA,NA,NA,467,217,1
15044,06-Apr-15,1,46,MIXCOAC,2,12,9269.8885,27,4.518841,NA,NA,NA,365,147,0
15045,06-Apr-15,0,27,JALISCO,1,6,1495.6474,10,2.1296245,NA,NA,NA,152,95,0
15046,06-Apr-15,1,40,JUAREZ CHAMIZAL,1,2,342.26415,12,2.3027331,NA,NA,NA,103,49,0
15047,06-Apr-15,1,29,VALLE DORADO,2,2,1276.8484,10,2.4653153,NA,NA,NA,13,43,0
15048,06-Apr-15,1,28,COSTA DEL SOL,2,1,41.88438,6,1.0799556,NA,NA,NA,130,39,0
15049,06-Apr-15,1,29,CUERNAVACA MORELOS,2,5,964.59102,11,1.4400877,NA,NA,NA,30,84,0
15050,06-Apr-15,1,28,JUAREZ CHAMIZAL,1,17,5198.6642,12,6.05413,NA,NA,NA,15,252,1
15051,06-Apr-15,0,26,CUERNAVACA MORELOS,2,6,1501.8989,8,2.5556312,NA,NA,NA,621,78,0
15052,06-Apr-15,1,28,SATELITE,2,5,4421.3026,10,1.5872995,NA,NA,NA,336,59,0
15053,06-Apr-15,1,28,SEVILLA,2,18,22285.616,7,2.4719755,NA,NA,NA,312,120,0
15054,06-Apr-15,0,26,SAN LUIS POTOSI,1,16,17556.119,9,1.7713885,NA,NA,NA,4,231,1
15055,06-Apr-15,0,50,GUADALAJARA CENTRO,1,8,1088.0562,18,4.1642634,NA,NA,NA,207,91,0
15056,06-Apr-15,1,30,ILIADA METRO NORTE,2,20,6724.0058,13,3.6357742,NA,NA,NA,82,147,0
15057,06-Apr-15,0,25,CHIHUAHUA VILLA,1,10,3357.9395,5,1.1808908,NA,NA,NA,490,86,0
15058,06-Apr-15,0,31,PATRIOTISMO,2,27,28269.143,10,1.9988077,NA,NA,NA,342,277,1
15059,06-Apr-15,0,41,SOTELO,2,30,21013.456,20,3.1279836,NA,NA,NA,6,323,1
15060,06-Apr-15,0,39,ESCANDON,2,6,9168.6158,22,10.861543,NA,NA,NA,502,67,0
15061,06-Apr-15,1,31,MONTERREY CHIPINQUE,1,15,21470.746,15,2.778505,NA,NA,NA,307,130,0
15062,06-Apr-15,0,27,SATELITE,2,5,1735.3886,9,1.6366924,NA,NA,NA,530,46,0
15063,06-Apr-15,1,28,ILIADA METRO NORTE,2,27,8339.6802,10,1.9256852,NA,NA,NA,23,287,1
15064,06-Apr-15,1,37,TORREON COMARCA,1,1,918.9558,16,5.9886468,NA,NA,NA,93,28,0
15065,06-Apr-15,0,28,EJERCITO,2,21,24481.42,6,0.83262459,NA,NA,NA,12,745,1
15066,06-Apr-15,1,30,CORREGIDORA,1,5,1250.28,15,3.0964951,NA,NA,NA,345,78,0
15067,06-Apr-15,0,25,CHAPALA,1,18,15842.298,1,0.46752073,NA,NA,NA,479,380,1
15068,06-Apr-15,0,41,CHIHUAHUA PARRAL,1,18,8912.9335,25,4.6435146,NA,NA,NA,35,297,1
15069,06-Apr-15,0,44,MONCLOVA,1,20,8446.2665,24,15.555609,NA,NA,NA,489,745,1
15070,13-Apr-15,0,31,NICOLAS BRAVO,2,3,1644.1182,,,NA,NA,NA,,45,0
15071,13-Apr-15,1,33,ALTAVISTA,2,6,4515.6988,10,2.1421946,NA,NA,NA,254,63,0
15072,13-Apr-15,1,38,ILIADA METRO NORTE,2,2,4004.0217,,,NA,NA,NA,,21,0
15073,13-Apr-15,0,26,ENSENADA,1,15,10240.106,6,1.2553505,NA,NA,NA,233,266,1
15074,13-Apr-15,1,30,GRIJALVA,2,12,3495.7829,9,1.0024263,NA,NA,NA,249,99,0
15075,13-Apr-15,1,23,MONTERREY VOLCAN,1,10,4966.4247,5,1.2128548,NA,NA,NA,436,172,0
15076,13-Apr-15,1,49,CHIMALISTAC,2,16,16427.116,25,8.8057762,NA,NA,NA,240,196,1
15077,13-Apr-15,0,51,TIJUANA RIO,1,1,62.514,35,6.2675604,NA,NA,NA,438,50,0
15078,13-Apr-15,1,28,REFORMA,2,19,8917.9347,8,1.5764064,NA,NA,NA,33,738,1
15079,13-Apr-15,0,42,CRACOVIA,2,18,18105.305,26,8.0753151,NA,NA,NA,207,393,1
15080,13-Apr-15,0,24,ENSENADA,1,15,2777.497,4,0.96950335,NA,NA,NA,314,147,0
15081,13-Apr-15,0,39,CHAPULTEPEC,2,8,5729.4081,24,5.0964121,NA,NA,NA,88,100,0
15082,13-Apr-15,1,37,TLAXCALA,2,1,121.9023,17,6.6888863,NA,NA,NA,59,53,0
15083,13-Apr-15,0,25,TIJUANA PLAYAS,1,10,3413.2644,3,0.46244396,NA,NA,NA,64,56,0
15084,13-Apr-15,0,25,TIJUANA RIO,1,12,4833.5825,2,0.33004485,NA,NA,NA,26,98,0
15085,13-Apr-15,0,30,TUXTLA GUTIERREZ,2,1,78.1425,9,1.8178871,NA,NA,NA,90,29,0
15086,13-Apr-15,1,31,SEVILLA,2,4,8183.0826,7,1.5035679,NA,NA,NA,44,142,0
15087,13-Apr-15,0,32,PACHUCA,2,21,15354.376,13,2.0641543,NA,NA,NA,182,241,1
15088,13-Apr-15,0,36,MONTERREY GUADALUPE,1,13,6160.4421,19,3.5203124,NA,NA,NA,123,119,0
15089,13-Apr-15,1,40,TIJUANA INSURGENTES,1,17,3395.7605,24,4.5936524,NA,NA,NA,71,99,0
15090,13-Apr-15,1,34,ILIADA METRO NORTE,2,9,2885.0211,10,4.1055089,NA,NA,NA,236,106,0
15091,13-Apr-15,0,28,CD. OBREGON,1,25,16274.895,9,2.6733618,NA,NA,NA,134,738,1
15092,13-Apr-15,1,31,PRADO CHURUBUSCO,2,1,1494.0846,,,NA,NA,NA,,39,0
15093,13-Apr-15,1,45,CD. JUAREZ ATLANTIS,1,17,12050.199,23,4.4656965,NA,NA,NA,461,200,1
15094,13-Apr-15,1,26,TUXTLA GUTIERREZ,2,1,12.5028,3,1.5083593,NA,NA,NA,47,45,0
15095,13-Apr-15,0,46,PATRIOTISMO,2,20,21593.898,20,4.1792041,NA,NA,NA,131,210,1
15096,13-Apr-15,0,50,ESCANDON,2,22,17073.511,28,4.5052513,NA,NA,NA,91,738,1
15097,13-Apr-15,1,50,MONTERREY VOLCAN,1,14,8832.2905,32,5.349122,NA,NA,NA,238,291,1
15098,13-Apr-15,0,34,ENSENADA,1,18,6676.4952,18,4.9009875,NA,NA,NA,418,143,0
15099,13-Apr-15,1,29,CHOLULA,2,11,6353.6104,12,3.4392901,NA,NA,NA,127,84,0
15100,13-Apr-15,1,25,TIJUANA PLAYAS,1,8,2750.616,10,3.3866914,NA,NA,NA,675,84,0
15101,13-Apr-15,1,30,GRIJALVA,2,21,7846.1321,5,1.4761036,NA,NA,NA,301,738,1
15102,13-Apr-15,0,28,ENSENADA,1,17,6399.8708,5,1.4685208,NA,NA,NA,76,148,0
15103,13-Apr-15,0,47,MONTERREY TECNOLOGICO,1,6,4269.7062,2,0.47082005,NA,NA,NA,323,149,0
15104,13-Apr-15,1,32,INTERLOMAS,2,1,312.57,12,3.1497808,NA,NA,NA,87,58,0
15105,13-Apr-15,0,34,TLAXCALA,2,4,998.03601,13,2.1807587,NA,NA,NA,464,50,0
15106,13-Apr-15,0,34,TLAXCALA,2,4,998.03601,13,2.633436,NA,NA,NA,223,50,0
15107,13-Apr-15,1,29,NA,2,15,9374.912,5,1.0372507,NA,NA,NA,326,179,0
15108,13-Apr-15,1,31,TUXTLA GUTIERREZ,2,7,2427.106,12,4.2915661,NA,NA,NA,124,84,0
15109,13-Apr-15,1,33,TLALPAN,2,2,929.89575,12,4.4234574,NA,NA,NA,605,45,0
15110,13-Apr-15,1,27,ENSENADA,1,4,894.88791,9,2.3700142,NA,NA,NA,161,99,0
15111,13-Apr-15,1,26,CD. OBREGON,1,3,892.07478,2,0.37403701,NA,NA,NA,17,37,0
15112,13-Apr-15,1,30,BAJIO,1,5,1528.4673,9,1.5360889,NA,NA,NA,289,77,0
15113,13-Apr-15,0,39,TLAXCALA,2,22,8789.781,10,1.849318,NA,NA,NA,253,738,1
15114,13-Apr-15,1,28,BAJIO,1,32,13117,11,3.0558745,NA,NA,NA,422,421,1
15115,13-Apr-15,0,42,SAN MARCOS,1,21,15608.808,24,4.6307758,NA,NA,NA,323,266,1
15116,13-Apr-15,1,28,PRAGA,2,15,14028.142,7,2.3164869,NA,NA,NA,362,424,1
15117,13-Apr-15,1,29,ATLIXCO,2,1,3791.4741,6,2.2323087,NA,NA,NA,150,39,0
15118,20-Apr-15,0,24,MONTERREY SAN PEDRO,1,11,5848.8098,7,1.4663696,NA,NA,NA,764,161,0
15119,20-Apr-15,0,27,MONTERREY CHIPINQUE,1,6,1245.5914,11,5.4179523,NA,NA,NA,780,175,0
15120,20-Apr-15,0,55,MAZATLAN,1,4,1000.224,18,3.0795535,NA,NA,NA,345,67,0
15121,20-Apr-15,0,30,REYNOSA FRONTERA,1,11,2552.1341,3,0.77122355,NA,NA,NA,233,87,0
15122,20-Apr-15,0,26,CHIHUAHUA,1,2,1317.4825,2,0.51413013,NA,NA,NA,122,70,0
15123,20-Apr-15,0,29,CHIHUAHUA,1,1,125.028,,,NA,NA,NA,,42,0
15124,20-Apr-15,1,50,CONDESA,2,3,2253.0046,2,0.49805963,NA,NA,NA,259,80,0
15125,20-Apr-15,1,28,CHIHUAHUA,1,2,413.53011,2,1.0888953,NA,NA,NA,346,60,0
15126,20-Apr-15,1,38,SANTA TERESA,2,9,7444.4797,16,2.9255255,NA,NA,NA,118,198,1
15127,20-Apr-15,0,51,ALTAVISTA,2,2,1514.4017,,,NA,NA,NA,,22,0
15128,20-Apr-15,1,49,MONTERREY MITRAS,1,30,23291.154,34,6.216589,NA,NA,NA,187,731,1
15129,20-Apr-15,1,36,CHAPULTEPEC,2,1,651.70845,19,4.0277638,NA,NA,NA,294,58,0
15130,20-Apr-15,0,43,REYNOSA FRONTERA,1,24,17983.715,26,4.5239183,NA,NA,NA,34,165,0
15131,20-Apr-15,1,39,SAN ANGEL,2,17,3991.2063,19,8.4741924,NA,NA,NA,443,154,0
15132,20-Apr-15,1,28,PATRIOTISMO,2,3,4263.4548,4,0.84554163,NA,NA,NA,329,44,0
15133,20-Apr-15,0,27,ESCANDON,2,3,5737.2224,9,1.5370134,NA,NA,NA,67,49,0
15134,20-Apr-15,1,30,PRAGA,2,11,4029.3399,13,1.7273476,NA,NA,NA,61,77,0
15135,20-Apr-15,0,28,CHIHUAHUA,1,5,828.3105,,,NA,NA,NA,,53,0
15136,20-Apr-15,0,27,TIJUANA RIO,1,5,3741.4629,4,0.90150587,NA,NA,NA,712,77,0
15137,20-Apr-15,0,47,NOGALES,1,1,234.4275,29,6.2880583,NA,NA,NA,68,49,0
15138,20-Apr-15,0,48,GUADALAJARA TLAQUEPAQUE,1,2,1093.995,,,NA,NA,NA,,46,0
15139,20-Apr-15,0,25,EL SALTO,1,3,696.40596,7,1.5896546,NA,NA,NA,247,64,0
15140,20-Apr-15,0,49,MONTERREY LAS TORRES,1,2,693.59283,32,6.1863697,NA,NA,NA,4,39,0
15141,20-Apr-15,1,28,CHIHUAHUA VILLA,1,8,15169.022,8,0.97714717,NA,NA,NA,81,162,0
15142,20-Apr-15,1,28,SEVILLA,2,1,804.86775,8,3.5283185,NA,NA,NA,7,56,0
15143,20-Apr-15,0,36,ESCANDON,2,1,390.7125,,,NA,NA,NA,,32,0
15144,20-Apr-15,0,29,CHIHUAHUA,1,1,272.24847,11,4.9096682,NA,NA,NA,261,70,0
15145,20-Apr-15,0,44,PACHUCA,2,18,20654.313,27,6.0157582,NA,NA,NA,74,358,1
15146,20-Apr-15,0,30,ALTAVISTA,2,16,12102.71,11,2.5209447,NA,NA,NA,17,120,0
15147,20-Apr-15,1,31,PRAGA,2,8,2653.7193,9,3.0351054,NA,NA,NA,8,102,0
15148,20-Apr-15,0,40,CHIHUAHUA,1,16,4300.9632,26,6.1639787,NA,NA,NA,386,129,0
15149,20-Apr-15,1,31,PRAGA,2,5,4840.1465,4,0.66637897,NA,NA,NA,1099,121,0
15150,20-Apr-15,0,35,PERINORTE,2,30,20308.298,20,4.3628314,NA,NA,NA,323,274,1
15151,20-Apr-15,0,24,MONTERREY MITRAS,1,1,687.654,7,1.08534,NA,NA,NA,75,60,0
15152,20-Apr-15,0,28,CHIHUAHUA,1,1,62.514,3,0.57927673,NA,NA,NA,608,39,0
15153,20-Apr-15,0,29,MAZATLAN,1,8,5366.8269,12,1.9811784,NA,NA,NA,513,122,0
15154,20-Apr-15,0,39,CHIHUAHUA PARRAL,1,2,359.4555,15,2.0568555,NA,NA,NA,497,39,0
15155,20-Apr-15,0,28,NOGALES,1,23,9792.8181,19,4.3465905,NA,NA,NA,103,582,1
15156,20-Apr-15,0,22,TIJUANA RIO,1,6,1866.0429,3,1.65988,NA,NA,NA,37,57,0
15157,20-Apr-15,1,27,CHIHUAHUA VILLA,1,6,2699.6671,11,2.1099341,NA,NA,NA,13,64,0
15158,20-Apr-15,0,56,CORREGIDORA,1,16,4683.2363,39,17.879867,NA,NA,NA,367,119,0
15159,20-Apr-15,0,49,TORREON COMARCA,1,17,10660.2,28,5.4589388,NA,NA,NA,156,175,0
15160,20-Apr-15,1,31,MARINA NACIONAL,2,1,156.285,4,0.78954611,NA,NA,NA,478,731,1
15161,20-Apr-15,1,45,JUAREZ CHAMIZAL,1,3,539.49582,29,14.23888,NA,NA,NA,59,42,0
15162,20-Apr-15,0,45,CHIHUAHUA PARRAL,1,28,16223.633,25,12.241971,NA,NA,NA,260,170,0
15163,20-Apr-15,0,23,TORREON COMARCA,1,5,1758.8314,1,0.15843385,NA,NA,NA,163,85,0
15164,20-Apr-15,0,27,MONTERREY VOLCAN,1,20,9477.7475,9,1.3250101,NA,NA,NA,498,284,1
15165,20-Apr-15,0,27,DURANGO,1,7,2766.8696,10,2.3531369,NA,NA,NA,179,98,0
15166,20-Apr-15,0,27,DURANGO,1,7,2766.8696,10,1.8552093,NA,NA,NA,23,98,0
15167,20-Apr-15,0,32,PACHUCA,2,1,625.14,11,1.6953389,NA,NA,NA,134,60,0
15168,20-Apr-15,0,29,COATZACOALCOS,2,7,2081.4036,5,0.84928657,NA,NA,NA,156,102,0
15169,20-Apr-15,1,34,JUAREZ CHAMIZAL,1,15,7753.2989,3,0.41622463,NA,NA,NA,190,147,0
15170,20-Apr-15,1,26,TORREON,1,1,689.21685,7,1.506732,NA,NA,NA,158,38,0
15171,20-Apr-15,0,27,PRAGA,2,10,9679.6678,6,3.25948,NA,NA,NA,25,227,1
15172,20-Apr-15,1,35,CUAUTITLAN,2,11,8259.6622,10,1.9680264,NA,NA,NA,64,71,0
15173,20-Apr-15,1,38,METRO CENTRO,2,29,16338.034,21,3.1218431,NA,NA,NA,41,323,1
15174,20-Apr-15,1,50,QUERETARO ACUEDUCTO,1,3,2111.4104,29,13.50455,NA,NA,NA,24,64,0
15175,20-Apr-15,1,36,CHIHUAHUA,1,4,683.59059,10,1.9228,NA,NA,NA,285,115,0
15176,20-Apr-15,0,32,TIJUANA PLAYAS,1,5,2284.8867,13,2.4025958,NA,NA,NA,8,102,0
15177,20-Apr-15,1,49,MONTERREY CHIPINQUE,1,17,5712.2167,28,13.160936,NA,NA,NA,241,182,1
15178,20-Apr-15,1,59,JUAREZ CHAMIZAL,1,5,1818.8448,40,11.107295,NA,NA,NA,88,43,0
15179,20-Apr-15,1,59,JUAREZ CHAMIZAL,1,5,1818.8448,40,7.2102844,NA,NA,NA,662,43,0
15180,20-Apr-15,0,34,DURANGO,1,7,4054.658,13,2.4913148,NA,NA,NA,129,88,0
15181,20-Apr-15,0,29,VALLE DORADO,2,13,3985.5801,10,4.1764802,NA,NA,NA,59,77,0
15182,20-Apr-15,0,45,MONTERREY SAN PEDRO,1,5,4089.6659,28,5.1035675,NA,NA,NA,475,137,0
15183,20-Apr-15,0,28,NOGALES,1,18,5716.9053,10,2.7166521,NA,NA,NA,105,143,0
15184,20-Apr-15,0,26,GUADALAJARA TONALA,1,16,5364.0138,2,0.23496253,NA,NA,NA,61,136,0
15185,27-Apr-15,1,39,ALTAVISTA,2,19,5664.7061,19,7.907328,NA,NA,NA,1107,522,1
15186,27-Apr-15,1,29,MONTERREY CUMBRES,1,3,1144.6313,12,2.1576768,NA,NA,NA,21,50,0
15187,27-Apr-15,0,42,OLIMPO,2,18,11576.968,22,5.8176825,NA,NA,NA,3,428,1
15188,27-Apr-15,0,42,OLIMPO,2,18,11576.968,22,4.8764009,NA,NA,NA,257,428,1
15189,27-Apr-15,0,25,TIJUANA CACHANILLA,1,11,3913.0638,2,0.37283254,NA,NA,NA,31,158,0
15190,27-Apr-15,0,32,SLP TANGAMANGA,1,12,5974.7756,14,2.7936657,NA,NA,NA,18,154,0
15191,27-Apr-15,0,44,SAN JERONIMO,2,22,11915.481,27,5.3190217,NA,NA,NA,50,724,1
15192,27-Apr-15,0,41,CRONOS,2,22,16600.905,24,3.8186888,NA,NA,NA,118,389,1
15193,27-Apr-15,0,28,CD. JUAREZ BARRANCAS,1,5,4023.0885,5,1.0470147,NA,NA,NA,312,81,0
15194,27-Apr-15,0,31,TUXTLA GUTIERREZ,2,13,4194.3768,8,2.8700191,NA,NA,NA,51,67,0
15195,27-Apr-15,0,48,GUADALAJARA TONALA,1,6,1422.1935,28,5.423096,NA,NA,NA,130,87,0
15196,27-Apr-15,1,45,CHIHUAHUA PARRAL,1,7,1860.4166,,,NA,NA,NA,,60,0
15197,27-Apr-15,1,48,CRONOS,2,15,6083.5499,32,7.6763547,NA,NA,NA,12,724,1
15198,27-Apr-15,1,35,CRONOS,2,19,19895.706,19,5.4995965,NA,NA,NA,11,214,1
15199,27-Apr-15,1,28,TLAXCALA,2,13,4406.9244,7,2.7404222,NA,NA,NA,318,149,0
15200,27-Apr-15,0,32,CUERNAVACA MORELOS,2,1,46.8855,12,2.1135207,NA,NA,NA,558,53,0
15201,27-Apr-15,1,27,MONTERREY VOLCAN,1,11,4190.0009,9,1.3820107,NA,NA,NA,123,99,0
15202,27-Apr-15,0,27,TAMPICO ALTAMIRA,1,16,8366.8738,6,1.0616507,NA,NA,NA,336,122,0
15203,27-Apr-15,1,27,MONTERREY MITRAS,1,18,11854.842,7,1.1613709,NA,NA,NA,129,364,1
15204,27-Apr-15,0,47,BAJIO,1,2,1097.1207,26,3.2402712,NA,NA,NA,92,88,0
15205,27-Apr-15,0,26,HERMOSILLO PITIC,1,13,5810.0512,6,1.1183167,NA,NA,NA,291,107,0
15206,27-Apr-15,1,34,NA,2,19,5358.0749,12,2.8802192,NA,NA,NA,29,506,1
15207,27-Apr-15,1,45,XOLA,2,10,5033.9398,28,6.2612827,NA,NA,NA,43,150,0
15208,27-Apr-15,1,27,BAJIO,1,3,676.71405,7,1.0851105,NA,NA,NA,77,63,0
15209,27-Apr-15,1,30,PRAGA,2,2,2831.8842,10,2.9814921,NA,NA,NA,106,63,0
15210,27-Apr-15,1,54,MONTERREY LEONES,1,23,15323.744,37,14.879503,NA,NA,NA,464,407,1
15211,27-Apr-15,0,31,TAMPICO,1,13,9421.1724,5,0.96151485,NA,NA,NA,9,396,1
15212,27-Apr-15,1,31,TUXTLA GUTIERREZ,2,1,468.855,8,1.594427,NA,NA,NA,181,44,0
15213,27-Apr-15,1,30,PATRIOTISMO,2,15,26029.267,9,1.4507416,NA,NA,NA,338,162,0
